,demand series,lost_load dispatch,main_node_curtailment dispatch,natgas capacity,natgas dispatch,solar series,solar capacity,wind series,wind capacity,storage capacity,storage dispatch,storage stored,to_PGP capacity,to_PGP dispatch,PGP_storage capacity,PGP_storage dispatch,PGP_storage stored,from_PGP capacity,from_PGP dispatch,lost_load max dispatch,lost_load num hours,natgas curtailment,status,name,date,region,n_years,opt_years,test_years,iter,end_test_year,scale_factor,syst_cost,curtailed_gen,lost_load,max_lost_load,decarbonization,co2_intensity
540,300992.27808219177,2612.4586742542233,89897.00510675374,0,0.0,0.2671937081846535,263683.0420636543,0.2914569861661884,1167903.2275580324,378589.05472360353,5410.111772984751,114563.74751258238,55276.225086607046,30152.649095095505,138080314.52648455,30152.04190902634,53261935.953524314,203563.5620934549,21106.429336318433,190889.30014929577,75,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2009,Aug04v1,CONUS,-1,79,2009,-1,-1,-1,65825.48343205586,89897.00510675374,2612.4586742542233,190889.30014929577,1.0,0.0
1282,314756.4660958904,10126.850408687416,83951.56532124004,0,0.0,0.265923764832733,263683.0420636543,0.2921084441681488,1167903.2275580324,378589.05472360353,8593.214705396897,82498.95108664843,55276.225086607046,29834.82967921824,138080314.52648455,29834.432206232905,34866051.346053004,203563.5620934549,20884.102544363035,282074.6400994215,215,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2010,Aug04v1,CONUS,-1,79,2010,-1,-1,-1,140969.40023624158,83951.56532124004,10126.850408687416,282074.6400994215,1.0,0.0
1344,310507.2966894977,6156.26128086853,116178.4256680572,0,0.0,0.2715464541660344,263683.0420636543,0.31382565288911207,1167903.2275580324,378589.05472360353,5155.669012491409,90531.57107371783,55276.225086607046,23356.118077899177,138080314.52648455,23355.734383083854,33657439.98404131,203563.5620934549,16349.014068158696,212992.97173877154,149,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2011,Aug04v1,CONUS,-1,79,2011,-1,-1,-1,101263.49794425265,116178.4256680572,6156.26128086853,212992.97173877154,1.0,0.0
162,304626.139571949,4354.854482704541,96160.03678551281,0,0.0,0.27001853277040194,263683.0420636543,0.29619830568552274,1167903.2275580324,378589.05472360353,6364.231462280946,103231.12071698741,55276.225086607046,27437.74882878379,138080314.52648455,27437.320593807013,37564471.70095384,203563.5620934549,19206.124415664905,182668.00453755635,114,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2012,Aug04v1,CONUS,-1,79,2012,-1,-1,-1,83249.43690135384,96160.03678551281,4354.854482704541,182668.00453755635,1.0,0.0
1153,305395.1433789954,4218.4130818502435,90654.50029570944,0,0.0,0.2691500907322936,263683.0420636543,0.2916084347454845,1167903.2275580324,378589.05472360353,6767.405231421948,99116.55087789118,55276.225086607046,26018.192053613766,138080314.52648455,26017.663964209565,46323632.008613564,203563.5620934549,18212.364774946698,230111.27647722774,89,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2013,Aug04v1,CONUS,-1,79,2013,-1,-1,-1,81885.02047949444,90654.50029570944,4218.4130818502435,230111.27647722774,1.0,0.0
68,305191.95707762556,0.0,106359.27205728633,0,0.0,0.2650796826455621,263683.0420636543,0.3124546051342735,1167903.2275580324,378589.05472360353,5639.308031764101,107762.45326481832,55276.225086607046,31066.65944466983,138080314.52648455,31065.99918526643,57917491.63062032,203563.5620934549,21746.199429686498,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2014,Aug04v1,CONUS,-1,79,2014,-1,-1,-1,39700.89824329406,106359.27205728633,0.0,0.0,1.0,0.0
1027,305580.20993150683,4813.927217984841,68760.60713548229,0,0.0,0.2605947335874114,263683.0420636543,0.2772280830048403,1167903.2275580324,378589.05472360353,6004.032976985168,96060.72664617942,55276.225086607046,30600.246514866492,138080314.52648455,30599.606906910583,56105961.12573757,203563.5620934549,21419.72483483741,245569.59306471556,102,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2015,Aug04v1,CONUS,-1,79,2015,-1,-1,-1,87840.16963025497,68760.60713548229,4813.927217984841,245569.59306471556,1.0,0.0
1680,307092.93522313295,1809.723082891307,90353.95823228182,0,0.0,0.26490610678651355,263683.0420636543,0.2978223001247438,1167903.2275580324,378589.05472360353,6638.327126466403,127613.75034703412,55276.225086607046,29238.375560881763,138080314.52648455,29237.734995697134,56189928.53688031,203563.5620934549,20466.414496987993,215875.2106479295,49,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2016,Aug04v1,CONUS,-1,79,2016,-1,-1,-1,57798.12596413831,90353.95823228182,1809.723082891307,215875.2106479295,1.0,0.0
357,302036.3121004566,5212.13719712555,94466.02101561849,0,0.0,0.26426189793513105,263683.0420636543,0.293547134797889,1167903.2275580324,378589.05472360353,5235.062105115497,102697.69521528309,55276.225086607046,28333.048840653068,138080314.52648455,28332.52472835022,45974763.454786524,203563.5620934549,19832.767309845152,193234.54299856123,139,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2017,Aug04v1,CONUS,-1,79,2017,-1,-1,-1,91822.26556750682,94466.02101561849,5212.13719712555,193234.54299856123,1.0,0.0
89,312238.38778538816,7405.6266994113475,67874.8690537031,0,0.0,0.26412747334661285,263683.0420636543,0.27867265294554433,1167903.2275580324,378589.05472360353,6460.412746817117,86883.28449451186,55276.225086607046,29759.50514785856,138080314.52648455,29759.102084022445,35356476.85602053,203563.5620934549,20831.371458815713,239409.19914296945,149,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2018,Aug04v1,CONUS,-1,79,2018,-1,-1,-1,113757.16301542526,67874.8690537031,7405.6266994113475,239409.19914296945,1.0,0.0
612,308819.6184931507,2197.247602509628,79862.38660540455,0,0.0,0.2641655045338622,263683.0420636543,0.2897661834580256,1167903.2275580324,378589.05472360353,6154.336181994049,111801.77809665595,55276.225086607046,28692.485659247268,138080314.52648455,28691.793364690613,60727592.764084026,203563.5620934549,20084.25535528343,190381.90738152474,59,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2019,Aug04v1,CONUS,-1,79,2019,-1,-1,-1,61673.37023227247,79862.38660540455,2197.247602509628,190381.90738152474,1.0,0.0
1226,304589.92076502735,1955.4215284795196,99924.16743655132,0,0.0,0.27182205867777515,263683.0420636543,0.3004261049920211,1167903.2275580324,378589.05472360353,5859.965588796653,109130.00158163281,55276.225086607046,26534.290501165528,138080314.52648455,26533.758298092926,46684480.10990902,203563.5620934549,18573.630808665046,195159.41742952884,61,0.0,optimal,nYrs_20210220_SWBPGP_DYrs79_Tested2020,Aug04v1,CONUS,-1,79,2020,-1,-1,-1,59255.105823151694,99924.16743655132,1955.4215284795196,195159.41742952884,1.0,0.0
1454,301977.5055936073,4197.637910204885,44370.10864327995,0,0.0,0.2674545444406294,376099.0572998808,0.28379868260612123,941718.1049430243,262672.0515277309,9216.892464530392,66215.00736299048,74084.7856367097,33864.38343053763,173137718.4698184,33863.91746130377,40874494.19121559,234882.45291453536,23704.742222912635,282125.1267745108,104,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1979,Aug04v1,CONUS,-1,8,1979,-1,-1,-1,81482.83144792849,44370.10864327995,4197.637910204885,282125.1267745108,1.0,0.0
238,309578.18920765026,9237.998899677968,32460.26734869426,0,0.0,0.26395246787924637,376099.0572998808,0.27400936253503594,941718.1049430243,262672.0515277309,10802.00942125866,62653.9746606658,74084.7856367097,31994.476244041558,173137718.4698184,31994.17107258931,26769425.63395812,234882.45291453536,22395.919750812514,276868.36242713203,196,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1980,Aug04v1,CONUS,-1,8,1980,-1,-1,-1,131886.43816392968,32460.26734869426,9237.998899677968,276868.36242713203,1.0,0.0
641,302284.44771689497,17095.20581320491,41527.368990874034,0,0.0,0.25912471314351126,376099.0572998808,0.2701820545982502,941718.1049430243,262672.0515277309,11589.327858211534,58660.56201924502,74084.7856367097,32785.66888758359,173137718.4698184,32785.34690156429,28244387.652003724,234882.45291453536,22949.742831095005,305439.74436809996,346,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1981,Aug04v1,CONUS,-1,8,1981,-1,-1,-1,210458.50864421483,41527.368990874034,17095.20581320491,305439.74436809996,1.0,0.0
713,299633.2605022831,8120.926653058283,43243.22369968598,0,0.0,0.2566909347760672,376099.0572998808,0.27972785144362056,941718.1049430243,262672.0515277309,7386.0647847906075,57710.724609696525,74084.7856367097,33474.85474923397,173137718.4698184,33474.41852360141,38265406.36181281,234882.45291453536,23432.092966520988,250202.6812461808,188,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1982,Aug04v1,CONUS,-1,8,1982,-1,-1,-1,120715.7182142845,43243.22369968598,8120.926653058283,250202.6812461808,1.0,0.0
538,305800.8093607306,16410.40147004132,34684.84008400149,0,0.0,0.25458505936381387,376099.0572998808,0.2675755547752008,941718.1049430243,262672.0515277309,10077.638305311431,59753.420883624145,74084.7856367097,30929.146325829708,173137718.4698184,30928.85577272685,25487114.29206847,234882.45291453536,21650.199040908796,300541.62570275227,315,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1983,Aug04v1,CONUS,-1,8,1983,-1,-1,-1,203610.46205651257,34684.84008400149,16410.40147004132,300541.62570275227,1.0,0.0
1486,300952.78608834243,8899.049859611796,47353.630833588475,0,0.0,0.2595475552552688,376099.0572998808,0.28445890763276277,941718.1049430243,262672.0515277309,12089.616743632114,64805.735442337755,74084.7856367097,33962.47658749661,173137718.4698184,33962.15326525567,28361600.07993865,234882.45291453536,23773.507285678967,318731.0285781578,183,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1984,Aug04v1,CONUS,-1,8,1984,-1,-1,-1,128496.95110885579,47353.630833588475,8899.049859611796,318731.0285781578,1.0,0.0
1397,304312.90342465753,1285.2262517112408,42142.4660232481,0,0.0,0.2627501869639085,376099.0572998808,0.29012179959123024,941718.1049430243,262672.0515277309,9890.38446799493,69642.25345297562,74084.7856367097,35360.76173101315,173137718.4698184,35360.24795972327,45067657.00455202,234882.45291453536,24752.173571806285,246888.9638372807,43,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1985,Aug04v1,CONUS,-1,8,1985,-1,-1,-1,52358.717406801705,42142.4660232481,1285.2262517112408,246888.9638372807,1.0,0.0
812,301565.7832191781,12167.221261686083,39654.76433563851,0,0.0,0.2586173468685507,376099.0572998808,0.2717274504417589,941718.1049430243,262672.0515277309,8603.348628064568,56689.188258071306,74084.7856367097,31769.439531848962,173137718.4698184,31769.13909370953,26354222.752195608,234882.45291453536,22238.397365596666,296731.5998999047,253,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1986,Aug04v1,CONUS,-1,8,1986,-1,-1,-1,161178.6614014517,39654.76433563851,12167.221261686083,296731.5998999047,1.0,0.0
50,303652.43230593606,17211.000211435443,26551.620472972965,0,0.0,0.26164664662124054,376099.0572998808,0.2502367280831821,941718.1049430243,262672.0515277309,8908.769311019449,55369.25064161585,74084.7856367097,27552.35195256664,173137718.4698184,27552.170471385303,15919401.87362095,234882.45291453536,19286.519329969713,274357.82290147175,369,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1987,Aug04v1,CONUS,-1,8,1987,-1,-1,-1,211616.44372997968,26551.620472972965,17211.000211435443,274357.82290147175,1.0,0.0
1488,307889.9653916211,9208.1358190183,51116.8549528991,0,0.0,0.2648600958818636,376099.0572998808,0.293708643783056,941718.1049430243,262672.0515277309,6921.574034583698,57819.785340936905,74084.7856367097,35186.281718604616,173137718.4698184,35185.89669107879,33774344.363859236,234882.45291453536,24630.127683755156,286145.3489274723,189,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1988,Aug04v1,CONUS,-1,8,1988,-1,-1,-1,131587.81278334637,51116.8549528991,9208.1358190183,286145.3489274723,1.0,0.0
1175,304674.93972602737,10452.708446262313,33614.207719050624,0,0.0,0.2680103812356238,376099.0572998808,0.26686745988252775,941718.1049430243,262672.0515277309,9198.410712376424,63645.003676425076,74084.7856367097,31915.851741537583,173137718.4698184,31915.564851259383,25165813.880073544,234882.45291453536,22340.895395881565,328865.3322014256,225,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1989,Aug04v1,CONUS,-1,8,1989,-1,-1,-1,144033.5334961243,33614.207719050624,10452.708446262313,328865.3322014256,1.0,0.0
22,298942.67237442924,3189.6681175498534,48400.15642920515,0,0.0,0.2638806293628622,376099.0572998808,0.28719262977639115,941718.1049430243,262672.0515277309,7262.42116110257,74091.60646216989,74084.7856367097,33954.461157938444,173137718.4698184,33953.62526256297,73324155.81025521,234882.45291453536,23767.537683794075,243779.2856456147,80,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1990,Aug04v1,CONUS,-1,8,1990,-1,-1,-1,71403.13367425135,48400.15642920515,3189.6681175498534,243779.2856456147,1.0,0.0
908,304121.599086758,10153.536018198916,39274.531227083644,0,0.0,0.26104045964163736,376099.0572998808,0.27603138109639325,941718.1049430243,262672.0515277309,12306.236704377156,61785.973090628075,74084.7856367097,32268.502491898023,173137718.4698184,32268.116062481968,33897317.195659325,234882.45291453536,22587.68124373738,289442.76477740856,239,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1991,Aug04v1,CONUS,-1,8,1991,-1,-1,-1,141041.8098149269,39274.531227083644,10153.536018198916,289442.76477740856,1.0,0.0
1560,293797.0072859745,7473.596494934647,29300.78694619015,0,0.0,0.25685292529445597,376099.0572998808,0.2574973631627926,941718.1049430243,262672.0515277309,8564.060567737259,62386.55328256232,74084.7856367097,30903.567667014286,173137718.4698184,30903.335832896537,20336326.125430737,234882.45291453536,21632.33508302757,216372.0409396161,188,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1992,Aug04v1,CONUS,-1,8,1992,-1,-1,-1,114242.4122620032,29300.78694619015,7473.596494934647,216372.0409396161,1.0,0.0
118,303858.71552511415,4913.478370057419,40175.27640532877,0,0.0,0.2629793135138621,376099.0572998808,0.2832842066866996,941718.1049430243,262672.0515277309,10717.674767099263,61165.29872784319,74084.7856367097,34818.5593385507,173137718.4698184,34818.15256938292,35681505.94037981,234882.45291453536,24372.706798568044,222427.77686692492,111,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1993,Aug04v1,CONUS,-1,8,1993,-1,-1,-1,88641.23766859432,40175.27640532877,4913.478370057419,222427.77686692492,1.0,0.0
889,300165.1826484018,1370.3946573761111,41055.78501320035,0,0.0,0.26459623972049845,376099.0572998808,0.2837906342836385,941718.1049430243,262672.0515277309,9979.959889348167,65128.27330201075,74084.7856367097,35418.09478583539,173137718.4698184,35417.54958170926,47824923.338438936,234882.45291453536,24792.284707196486,151503.99107461216,53,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1994,Aug04v1,CONUS,-1,8,1994,-1,-1,-1,53210.40156089458,41055.78501320035,1370.3946573761111,151503.99107461216,1.0,0.0
630,304597.7723744292,11876.52227203053,44297.021020592576,0,0.0,0.26352530192303597,376099.0572998808,0.2796362636824091,941718.1049430243,262672.0515277309,9872.686528010989,63806.569277054805,74084.7856367097,33399.575600611024,173137718.4698184,33399.24963975567,28593057.48914719,234882.45291453536,23379.474747828957,250515.26550233632,275,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1995,Aug04v1,CONUS,-1,8,1995,-1,-1,-1,158271.67427610964,44297.021020592576,11876.52227203053,250515.26550233632,1.0,0.0
1373,302336.11839708564,1534.1742186534905,53102.68175111203,0,0.0,0.26656098729092004,376099.0572998808,0.30071228894722724,941718.1049430243,262672.0515277309,7506.638861990174,56925.8902058898,74084.7856367097,39391.65412165217,173137718.4698184,39390.82587565516,72653157.6142012,234882.45291453536,27573.578112958614,202677.2221322616,48,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1996,Aug04v1,CONUS,-1,8,1996,-1,-1,-1,54848.20392852113,53102.68175111203,1534.1742186534905,202677.2221322616,1.0,0.0
871,298511.59600456624,3812.224713677474,50304.95342199163,0,0.0,0.26346008016396294,376099.0572998808,0.28956515566065244,941718.1049430243,262672.0515277309,10769.50722190088,64920.24177566643,74084.7856367097,35101.33401885106,173137718.4698184,35100.83344916942,43909621.187362105,234882.45291453536,24570.58341441859,222182.38993963817,116,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1997,Aug04v1,CONUS,-1,8,1997,-1,-1,-1,77628.70158544615,50304.95342199163,3812.224713677474,222182.38993963817,1.0,0.0
1501,302805.7374429224,17865.55724586033,37576.22630833144,0,0.0,0.2647134692583764,376099.0572998808,0.2613096450421656,941718.1049430243,262672.0515277309,10344.988523101369,63331.90521969034,74084.7856367097,30157.347468485033,173137718.4698184,30157.09763191785,21915488.35052364,234882.45291453536,21109.968342342498,295074.4924434298,373,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1998,Aug04v1,CONUS,-1,8,1998,-1,-1,-1,218162.01850267308,37576.22630833144,17865.55724586033,295074.4924434298,1.0,0.0
1468,300332.9057077626,0.0,59824.06774333035,0,0.0,0.26952310198963475,376099.0572998808,0.30253755292724566,941718.1049430243,262672.0515277309,6381.788553703635,84857.86997302862,74084.7856367097,34869.57654469721,173137718.4698184,34868.870165635635,61963075.66674545,234882.45291453536,24408.209115944945,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested1999,Aug04v1,CONUS,-1,8,1999,-1,-1,-1,39506.454054539645,59824.06774333035,0.0,0.0,1.0,0.0
1400,303179.88342440804,933.5379560131037,44590.5872294852,0,0.0,0.26564944974459803,376099.0572998808,0.29142427094198037,941718.1049430243,262672.0515277309,10780.97757437463,67591.51685568407,74084.7856367097,36117.264259461925,173137718.4698184,36116.63160579796,55495935.429954745,234882.45291453536,25281.642124058566,152803.09207892726,36,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2000,Aug04v1,CONUS,-1,8,2000,-1,-1,-1,48841.8357357914,44590.5872294852,933.5379560131037,152803.09207892726,1.0,0.0
461,300386.00776255707,3271.19321404554,42576.398789807245,0,0.0,0.2665236620306841,376099.0572998808,0.28209007728539764,941718.1049430243,262672.0515277309,10744.017053317693,65024.70795455092,74084.7856367097,34317.18195545187,173137718.4698184,34316.614451459885,49781051.92289454,234882.45291453536,24021.63011602192,230900.96944293822,95,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2001,Aug04v1,CONUS,-1,8,2001,-1,-1,-1,72218.38525602147,42576.398789807245,3271.19321404554,230900.96944293822,1.0,0.0
1374,306273.04497716896,3210.425760057292,46569.83277084405,0,0.0,0.2699333133065723,376099.0572998808,0.2919699785137299,941718.1049430243,262672.0515277309,7063.411224417119,65045.63394794636,74084.7856367097,35764.0465602102,173137718.4698184,35763.448197108075,52487991.403203145,234882.45291453536,25034.413737975654,259588.76647976035,72,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2002,Aug04v1,CONUS,-1,8,2002,-1,-1,-1,71610.71317578718,46569.83277084405,3210.425760057292,259588.76647976035,1.0,0.0
1006,301020.0848173516,6211.893243113778,40569.42080096087,0,0.0,0.26609755344689456,376099.0572998808,0.2770270805637365,941718.1049430243,262672.0515277309,8735.14559662163,63893.3947541924,74084.7856367097,33780.20996336813,173137718.4698184,33779.8293028778,33391271.079901554,234882.45291453536,23645.880512014464,282878.31731307367,135,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2003,Aug04v1,CONUS,-1,8,2003,-1,-1,-1,101625.3846339822,40569.42080096087,6211.893243113778,282878.31731307367,1.0,0.0
1236,298534.8805783242,1630.9621460711037,42809.081883063365,0,0.0,0.2630067437968984,376099.0572998808,0.2837104588029233,941718.1049430243,262672.0515277309,6949.303915283264,65450.304871922905,74084.7856367097,35145.00891622595,173137718.4698184,35144.5199901156,42888255.2903417,234882.45291453536,24601.163993080918,201508.71120818413,42,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2004,Aug04v1,CONUS,-1,8,2004,-1,-1,-1,55816.07598363794,42809.081883063365,1630.9621460711037,201508.71120818413,1.0,0.0
1528,306573.67842465756,12669.311195598897,42396.773035923834,0,0.0,0.263908294234211,376099.0572998808,0.2778754068242968,941718.1049430243,262672.0515277309,8946.273684705733,59749.62185890682,74084.7856367097,32446.91293245863,173137718.4698184,32446.578742545258,29314904.67455044,234882.45291453536,22712.605119781678,273096.8000946452,240,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2005,Aug04v1,CONUS,-1,8,2005,-1,-1,-1,166199.561892261,42396.773035923834,12669.311195598897,273096.8000946452,1.0,0.0
394,301608.11278538813,4879.281059403802,52082.746846964576,0,0.0,0.2662303199285058,376099.0572998808,0.29154296017985637,941718.1049430243,262672.0515277309,7494.076400334051,73393.10800704376,74084.7856367097,34361.28924679856,173137718.4698184,34360.527077948376,66856916.749706276,234882.45291453536,24052.36895456386,247429.49806733662,109,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2006,Aug04v1,CONUS,-1,8,2006,-1,-1,-1,88299.2637844502,52082.746846964576,4879.281059403802,247429.49806733662,1.0,0.0
635,308302.8090182648,6465.540781536292,47523.90024677322,0,0.0,0.2674591808935575,376099.0572998808,0.29241424879911904,941718.1049430243,262672.0515277309,10535.321080362746,55890.51797855434,74084.7856367097,34904.19693459442,173137718.4698184,34903.68737241548,44698436.74656139,234882.45291453536,24432.581160690836,249152.85996381548,156,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2007,Aug04v1,CONUS,-1,8,2007,-1,-1,-1,104161.86192889501,47523.90024677322,6465.540781536292,249152.85996381548,1.0,0.0
156,300992.27808219177,2569.0898959884325,49440.169195176524,0,0.0,0.2671937081846535,376099.0572998808,0.2914569861661884,941718.1049430243,262672.0515277309,6896.798870989402,65828.43142877458,74084.7856367097,36140.29530405564,173137718.4698184,36139.672337190685,54646216.21694818,234882.45291453536,25297.770636033474,204126.42877146343,71,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2009,Aug04v1,CONUS,-1,8,2009,-1,-1,-1,65197.35517470426,49440.169195176524,2569.0898959884325,204126.42877146343,1.0,0.0
1349,314756.4660958904,13996.777587952924,48592.988289231995,0,0.0,0.265923764832733,376099.0572998808,0.2921084441681488,941718.1049430243,262672.0515277309,8942.66789899251,53605.26424145633,74084.7856367097,33971.036806865515,173137718.4698184,33970.667159853445,32425176.49201192,234882.45291453536,23779.46701189741,291106.75719501474,268,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2010,Aug04v1,CONUS,-1,8,2010,-1,-1,-1,179474.22840678704,48592.988289231995,13996.777587952924,291106.75719501474,1.0,0.0
414,310507.2966894977,3779.4329215078487,66450.0221443005,0,0.0,0.2715464541660344,376099.0572998808,0.31382565288911207,941718.1049430243,262672.0515277309,6224.076155046861,72648.44490786768,74084.7856367097,32657.08707497279,173137718.4698184,32656.534462748292,48474756.58017051,234882.45291453536,22859.57412392381,226501.7390129466,95,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2011,Aug04v1,CONUS,-1,8,2011,-1,-1,-1,77300.77950849368,66450.0221443005,3779.4329215078487,226501.7390129466,1.0,0.0
1069,304626.139571949,2988.77371436292,51635.34629597412,0,0.0,0.27001853277040194,376099.0572998808,0.29619830568552274,941718.1049430243,262672.0515277309,7303.863306312735,62427.697610851734,74084.7856367097,36240.28568983316,173137718.4698184,36239.65730832037,55121185.319054164,234882.45291453536,25367.760115824258,209853.31072815452,88,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2012,Aug04v1,CONUS,-1,8,2012,-1,-1,-1,69394.19352842898,51635.34629597412,2988.77371436292,209853.31072815452,1.0,0.0
1388,305395.1433789954,2680.061482066922,46219.551534423495,0,0.0,0.2691500907322936,376099.0572998808,0.2916084347454845,941718.1049430243,262672.0515277309,7385.146265729509,63770.2851030547,74084.7856367097,35800.95970764053,173137718.4698184,35800.148572340884,71152219.25064804,234882.45291453536,25060.104000638617,214727.09823070408,61,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2013,Aug04v1,CONUS,-1,8,2013,-1,-1,-1,66307.07045848692,46219.551534423495,2680.061482066922,214727.09823070408,1.0,0.0
913,305191.95707762556,0.0,60406.08574625897,0,0.0,0.2650796826455621,376099.0572998808,0.3124546051342735,941718.1049430243,262672.0515277309,6879.809616820665,78277.82031133151,74084.7856367097,37850.18226110595,173137718.4698184,37849.49633217438,60169204.62220688,234882.45291453536,26494.64743252206,0.0,0,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2014,Aug04v1,CONUS,-1,8,2014,-1,-1,-1,39506.459121583684,60406.08574625897,0.0,0.0,1.0,0.0
1182,305580.20993150683,7728.056517470247,35785.21839078565,0,0.0,0.2605947335874114,376099.0572998808,0.2772280830048403,941718.1049430243,262672.0515277309,8907.125302887991,63493.35882563842,74084.7856367097,33561.657594588294,173137718.4698184,33561.206295825956,39587610.72923141,234882.45291453536,23492.844407078166,253631.75683922818,170,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2015,Aug04v1,CONUS,-1,8,2015,-1,-1,-1,116787.01700595845,35785.21839078565,7728.056517470247,253631.75683922818,1.0,0.0
819,307092.93522313295,2046.098595827537,47770.92823045401,0,0.0,0.26490610678651355,376099.0572998808,0.2978223001247438,941718.1049430243,262672.0515277309,7377.4462457079235,68722.8791893426,74084.7856367097,36313.31872517755,173137718.4698184,36312.60740512846,62396495.523179695,234882.45291453536,25418.825183589917,234251.26626057897,53,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2016,Aug04v1,CONUS,-1,8,2016,-1,-1,-1,59967.44246717328,47770.92823045401,2046.098595827537,234251.26626057897,1.0,0.0
86,302036.3121004566,2728.6077998775118,48805.66014039349,0,0.0,0.26426189793513105,376099.0572998808,0.293547134797889,941718.1049430243,262672.0515277309,5983.099276586599,56623.837740137395,74084.7856367097,37124.65378462555,173137718.4698184,37123.85701222061,69892316.20640367,234882.45291453536,25986.699908554427,197129.0497840903,72,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2017,Aug04v1,CONUS,-1,8,2017,-1,-1,-1,66792.53588688279,48805.66014039349,2728.6077998775118,197129.0497840903,1.0,0.0
427,312238.38778538816,11524.333941703766,36781.74337005301,0,0.0,0.26412747334661285,376099.0572998808,0.27867265294554433,941718.1049430243,262672.0515277309,10438.465595127378,62629.83990093912,74084.7856367097,31723.239216417544,173137718.4698184,31722.94201963476,26069893.22410332,234882.45291453536,22206.05941374433,291664.4384243722,216,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2018,Aug04v1,CONUS,-1,8,2018,-1,-1,-1,154749.7881230903,36781.74337005301,11524.333941703766,291664.4384243722,1.0,0.0
1563,308819.6184931507,4253.9473932574265,41830.13956228983,0,0.0,0.2641655045338622,376099.0572998808,0.2897661834580256,941718.1049430243,262672.0515277309,8728.896794841525,59505.49818034507,74084.7856367097,34126.62626218425,173137718.4698184,34126.0201410406,53168521.36918065,234882.45291453536,23888.21409872842,218764.38136264065,112,0.0,optimal,nYrs_20210220_SWBPGP_DYrs8_Tested2019,Aug04v1,CONUS,-1,8,2019,-1,-1,-1,82045.92672416862,41830.13956228983,4253.9473932574265,218764.38136264065,1.0,0.0
