,demand series,natgas capacity,solar series,solar capacity,wind series,wind capacity,storage capacity,status,name,date,region,n_years,opt_years,test_years,end_test_year,scale_factor,syst_cost,curtailed_gen,lost_load,max_lost_load,decarbonization,co2_intensity
1879,302115.5164383562,0,0.2601081183495516,810994.3787354869,0.27968205756301484,2205685.8626639848,1533299.812036287,optimal,nYrs_20210220_SWB_iter00382,Jan29v1,CONUS,2,82-95,-1,-1,-1,58563.44422637567,525270.4314839406,0.0,0.0,1.0,0.0
1906,300986.53818969446,0,0.2616327120954053,1454206.4864879143,0.2902344234358504,1276924.6258809052,4945641.589556514,optimal,nYrs_20210220_SWB_iter00123,Jan29v1,CONUS,2,82-96,-1,-1,-1,78303.51569735601,448486.19110889407,0.0,0.0,1.0,0.0
1931,300986.53818969446,0,0.2616327120954053,1454206.4864879143,0.2902344234358504,1276924.6258809052,4945641.589556514,optimal,nYrs_20210220_SWB_iter00396,Jan29v1,CONUS,2,82-96,-1,-1,-1,78303.51569735601,448486.19110889407,0.0,0.0,1.0,0.0
1734,299983.08310502284,0,0.26310701838285094,948748.5915914329,0.29113270218543313,1272200.710400528,2880453.1066920897,optimal,nYrs_20210220_SWB_iter00255,Jan29v1,CONUS,2,82-99,-1,-1,-1,55568.02085614853,318561.69185263885,0.0,0.0,1.0,0.0
1722,303093.40856164385,0,0.260554360697249,788462.0420153239,0.27483281603029924,1839264.8340837068,2809673.5099688736,optimal,nYrs_20210220_SWB_iter00049,Jan29v1,CONUS,2,83-01,-1,-1,-1,61748.57586543731,407270.29329253803,0.0,0.0,1.0,0.0
1520,302162.87511399906,0,0.2588016619664253,909191.6886077872,0.27565404297512747,1724513.6702594617,2166020.834328476,optimal,nYrs_20210220_SWB_iter00046,Jan29v1,CONUS,2,83-04,-1,-1,-1,56968.50884786094,407778.1842181196,0.0,0.0,1.0,0.0
1556,310278.6377283105,0,0.26025441209827344,644965.4334836461,0.27984199947167476,2497410.3378763376,2316893.4009912736,optimal,nYrs_20210220_SWB_iter00385,Jan29v1,CONUS,2,83-10,-1,-1,-1,66533.22031886523,555983.3779453716,0.0,0.0,1.0,0.0
1589,310278.6377283105,0,0.26025441209827344,644965.4334836461,0.27984199947167476,2497410.3378763376,2316893.4009912736,optimal,nYrs_20210220_SWB_iter00366,Jan29v1,CONUS,2,83-10,-1,-1,-1,66533.22031886523,555983.3779453716,0.0,0.0,1.0,0.0
1998,305597.976369863,0,0.2618675750480537,935580.6052463937,0.27959199476034263,1613157.3028498737,2253846.513455755,optimal,nYrs_20210220_SWB_iter00266,Jan29v1,CONUS,2,83-13,-1,-1,-1,56222.88167714441,389549.37593080883,0.0,0.0,1.0,0.0
1860,303918.5607305936,0,0.25942347864947246,962950.1859097291,0.2805613447865449,1497662.7138930156,2344935.967490773,optimal,nYrs_20210220_SWB_iter00458,Jan29v1,CONUS,2,83-17,-1,-1,-1,55449.54553480943,364965.6162888631,0.0,0.0,1.0,0.0
1967,303918.5607305936,0,0.25942347864947246,962950.1859097291,0.2805613447865449,1497662.7138930156,2344935.967490773,optimal,nYrs_20210220_SWB_iter00072,Jan29v1,CONUS,2,83-17,-1,-1,-1,55449.54553480943,364965.6162888631,0.0,0.0,1.0,0.0
1597,305194.5368217054,0,0.2632153490340051,934663.7392415322,0.28402329948020244,1253599.1309801987,3164076.7771459217,optimal,nYrs_20210220_SWB_iter00471,Jan29v1,CONUS,2,83-20,-1,-1,-1,57146.573748480376,295492.4778515823,0.0,0.0,1.0,0.0
1698,303889.15747716895,0,0.2610198019022216,920219.6409940436,0.275687118690661,1677977.7425244513,2202723.2659201273,optimal,nYrs_20210220_SWB_iter00475,Jan29v1,CONUS,2,83-79,-1,-1,-1,56656.910571616,398323.5788852574,0.0,0.0,1.0,0.0
1975,302717.03493150685,0,0.25563799706994056,968512.393174082,0.27365170310941067,1279968.511416136,2858596.4751740186,optimal,nYrs_20210220_SWB_iter00474,Jan29v1,CONUS,2,83-82,-1,-1,-1,55824.163694163624,293600.96927526005,0.0,0.0,1.0,0.0
1982,305056.85639269406,0,0.25866762316386116,875238.5378481656,0.2788486771832155,1601509.1722379425,2717647.4135934343,optimal,nYrs_20210220_SWB_iter00149,Jan29v1,CONUS,2,83-85,-1,-1,-1,58552.38560587168,367083.80987893906,0.0,0.0,1.0,0.0
1775,303683.29628995433,0,0.2566012031161823,883714.7204889456,0.2696515026084798,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00067,Jan29v1,CONUS,2,83-86,-1,-1,-1,65286.14605589014,536087.6283920499,0.0,0.0,1.0,0.0
1848,305237.874543379,0,0.26129772029971887,576606.151276181,0.2672215073288643,2730978.113348318,2200028.868974288,optimal,nYrs_20210220_SWB_iter00190,Jan29v1,CONUS,2,83-89,-1,-1,-1,68399.63303942156,574809.4218007852,0.0,0.0,1.0,0.0
1613,302371.7408675799,0,0.25923284436333804,987277.1580826205,0.27738409227579597,1399550.5013987625,2421805.610118384,optimal,nYrs_20210220_SWB_iter00137,Jan29v1,CONUS,2,83-90,-1,-1,-1,54804.7811963731,340640.91606206744,0.0,0.0,1.0,0.0
1757,304961.2042237443,0,0.25781275950272564,899270.3653525081,0.271803467935797,1493218.3273883194,2810877.0975850993,optimal,nYrs_20210220_SWB_iter00224,Jan29v1,CONUS,2,83-91,-1,-1,-1,57860.64131268071,331645.315552518,0.0,0.0,1.0,0.0
1553,299790.6977884177,0,0.25572054353702184,987277.1580826207,0.2625295655410812,1399550.5013987627,2421805.6101183835,optimal,nYrs_20210220_SWB_iter00032,Jan29v1,CONUS,2,83-92,-1,-1,-1,54804.78119637311,318919.33384665893,0.0,0.0,1.0,0.0
1676,305199.2908675799,0,0.2590551806434249,803269.291697804,0.27360590922880496,2171486.674446987,1813497.5924384021,optimal,nYrs_20210220_SWB_iter00296,Jan29v1,CONUS,2,83-95,-1,-1,-1,59961.379612701545,496427.61647303397,0.0,0.0,1.0,0.0
1593,304303.2734018265,0,0.25964926431109514,972517.6486241902,0.26444259990868313,1283088.7567563935,2822449.4943572395,optimal,nYrs_20210220_SWB_iter00309,Jan29v1,CONUS,2,83-98,-1,-1,-1,55667.68509126602,285816.7336507892,0.0,0.0,1.0,0.0
1687,304303.2734018265,0,0.25964926431109514,972517.6486241902,0.26444259990868313,1283088.7567563935,2822449.4943572395,optimal,nYrs_20210220_SWB_iter00066,Jan29v1,CONUS,2,83-98,-1,-1,-1,55667.68509126602,285816.7336507892,0.0,0.0,1.0,0.0
1910,303066.8575342466,0,0.26205408067672425,987277.1580826205,0.28505655385122325,1399550.5013987625,2421805.610118384,optimal,nYrs_20210220_SWB_iter00201,Jan29v1,CONUS,2,83-99,-1,-1,-1,54804.7811963731,353564.24903192377,0.0,0.0,1.0,0.0
1696,299743.8333333333,0,0.2612771495260836,698171.4265509159,0.284084683217843,1838239.2161888569,2214801.902758907,optimal,nYrs_20210220_SWB_iter00404,Jan29v1,CONUS,2,84-04,-1,-1,-1,56023.55855725323,404184.23329312034,0.0,0.0,1.0,0.0
1816,305723.5061559508,0,0.26553879752945414,698171.4265509159,0.2991221935678756,1838239.2161888569,2214801.902758907,optimal,nYrs_20210220_SWB_iter00359,Jan29v1,CONUS,2,84-11,-1,-1,-1,56023.558557253236,428895.34924604755,0.0,0.0,1.0,0.0
1519,304022.8606557377,0,0.26222683102089117,698171.4265509159,0.2911406038787533,1838239.2161888569,2214801.902758907,optimal,nYrs_20210220_SWB_iter00091,Jan29v1,CONUS,2,84-16,-1,-1,-1,56023.55855725323,413567.5205628705,0.0,0.0,1.0,0.0
1839,301493.8079685363,0,0.2619015020106036,698171.4265509159,0.2889968049176753,1838239.2161888569,2214801.902758907,optimal,nYrs_20210220_SWB_iter00089,Jan29v1,CONUS,2,84-17,-1,-1,-1,56023.558557253236,412048.68078860285,0.0,0.0,1.0,0.0
1949,301617.7060533516,0,0.2593364234210807,590369.5351631469,0.27733024640485976,2754583.284606594,1276758.140436563,optimal,nYrs_20210220_SWB_iter00203,Jan29v1,CONUS,2,84-81,-1,-1,-1,62194.97400632881,614965.3796125575,0.0,0.0,1.0,0.0
1925,299949.1041381669,0,0.2617111285100863,698171.4265509159,0.2858238988535895,1838239.2161888569,2214801.902758907,optimal,nYrs_20210220_SWB_iter00277,Jan29v1,CONUS,2,84-90,-1,-1,-1,56023.558557253236,407586.13138620666,0.0,0.0,1.0,0.0
1677,302535.0251367989,0,0.2602929863100219,744276.1220414294,0.28025090874661385,1605616.0277314894,2681305.556240902,optimal,nYrs_20210220_SWB_iter00055,Jan29v1,CONUS,2,84-91,-1,-1,-1,56412.73888828762,340126.7605688069,0.0,0.0,1.0,0.0
1642,297374.89668715844,0,0.2582002402748624,698171.4265509159,0.2709781353977777,1838239.2161888569,2214801.902758907,optimal,nYrs_20210220_SWB_iter00121,Jan29v1,CONUS,2,84-92,-1,-1,-1,56023.55855725323,380418.75176551845,0.0,0.0,1.0,0.0
1542,302652.5907534247,0,0.264971947574281,507261.1610621639,0.29078939287870936,2301304.8892215695,2217897.6093176915,optimal,nYrs_20210220_SWB_iter00326,Jan29v1,CONUS,2,85-09,-1,-1,-1,60629.89083975017,500641.871550029,0.0,0.0,1.0,0.0
1898,309534.68476027396,0,0.2643369758983208,644965.4334836458,0.29111512187968946,2497410.3378763385,2316893.400991273,optimal,nYrs_20210220_SWB_iter00450,Jan29v1,CONUS,2,85-10,-1,-1,-1,66533.22031886523,587681.4387277989,0.0,0.0,1.0,0.0
1843,308275.64560502284,0,0.2634388301552607,604562.0659931517,0.28439722626838726,2307698.3835447584,1549993.7252063164,optimal,nYrs_20210220_SWB_iter00014,Jan29v1,CONUS,2,85-18,-1,-1,-1,57263.14659368121,506891.5098036433,0.0,0.0,1.0,0.0
1573,306949.14774281805,0,0.2633521497751447,509188.3698690183,0.2820545602443532,2595997.3592602443,1255911.0172264813,optimal,nYrs_20210220_SWB_iter00140,Jan29v1,CONUS,2,85-80,-1,-1,-1,58302.89159884002,558772.5635945032,0.0,0.0,1.0,0.0
1820,302630.54645462835,0,0.26114668052702456,658321.6473066608,0.287286480224884,2069974.0120999645,1895386.511651346,optimal,nYrs_20210220_SWB_iter00353,Jan29v1,CONUS,2,85-84,-1,-1,-1,56793.8354343754,463546.56781249464,0.0,0.0,1.0,0.0
1857,302630.54645462835,0,0.26114668052702456,658321.6473066608,0.287286480224884,2069974.0120999645,1895386.511651346,optimal,nYrs_20210220_SWB_iter00183,Jan29v1,CONUS,2,85-84,-1,-1,-1,56793.8354343754,463546.56781249464,0.0,0.0,1.0,0.0
1582,302239.0430365297,0,0.2636732133422035,555013.7421748783,0.2869562169374344,2527953.1113496693,1054520.9084749334,optimal,nYrs_20210220_SWB_iter00222,Jan29v1,CONUS,2,85-94,-1,-1,-1,56412.18184307367,569069.4408254431,0.0,0.0,1.0,0.0
1739,301412.24971461185,0,0.2631051335639357,855682.8620165212,0.2898434776259413,1632763.541754992,2664519.0041411556,optimal,nYrs_20210220_SWB_iter00407,Jan29v1,CONUS,2,85-97,-1,-1,-1,58372.53770636188,396083.748195751,0.0,0.0,1.0,0.0
1849,303559.32043379,0,0.2637318281111425,761886.198456784,0.27571572231669794,1834480.9092187576,2310593.8168265764,optimal,nYrs_20210220_SWB_iter00164,Jan29v1,CONUS,2,85-98,-1,-1,-1,57610.47483833587,402286.9717389822,0.0,0.0,1.0,0.0
1785,303919.4140981735,0,0.2642753300875615,440664.16824647743,0.2818487144777444,3306896.1415334153,1157506.0939792504,optimal,nYrs_20210220_SWB_iter00372,Jan29v1,CONUS,2,86-02,-1,-1,-1,67939.83774532999,744506.7532745311,0.0,0.0,1.0,0.0
1611,304069.7308219178,0,0.26126282055138095,883714.7204889456,0.27480142863302787,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00338,Jan29v1,CONUS,2,86-05,-1,-1,-1,65286.14605589014,551003.583275688,0.0,0.0,1.0,0.0
1735,306036.5399543379,0,0.2650819005172926,883714.7204889456,0.2927765516654355,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00160,Jan29v1,CONUS,2,86-11,-1,-1,-1,65286.14605589014,593838.1237750866,0.0,0.0,1.0,0.0
1778,306036.5399543379,0,0.2650819005172926,883714.7204889456,0.2927765516654355,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00488,Jan29v1,CONUS,2,86-11,-1,-1,-1,65286.14605589014,593838.1237750866,0.0,0.0,1.0,0.0
1880,303098.0546625627,0,0.2643257381682464,883714.7204889456,0.2839796159947241,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00168,Jan29v1,CONUS,2,86-12,-1,-1,-1,65286.146055890145,574826.1646452551,0.0,0.0,1.0,0.0
1673,303378.8701484018,0,0.2618485147570564,883714.7204889456,0.2920910277880162,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00178,Jan29v1,CONUS,2,86-14,-1,-1,-1,65286.14605589014,592079.5045137288,0.0,0.0,1.0,0.0
1641,303572.9965753425,0,0.25960604022798106,1283263.100868303,0.27447776672329965,1524873.2633583106,3531575.4991894974,optimal,nYrs_20210220_SWB_iter00275,Jan29v1,CONUS,2,86-15,-1,-1,-1,69347.34602562666,446699.9859477668,0.0,0.0,1.0,0.0
1847,305192.7008561644,0,0.2613914257012065,883714.7204889456,0.28074681694989223,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00370,Jan29v1,CONUS,2,86-19,-1,-1,-1,65286.14605589014,562694.2639881958,0.0,0.0,1.0,0.0
1551,301258.86536707706,0,0.2590830873193562,883714.7204889456,0.2781018872843135,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00397,Jan29v1,CONUS,2,86-84,-1,-1,-1,65286.146055890145,559857.3406378501,0.0,0.0,1.0,0.0
1717,301258.86536707706,0,0.2590830873193562,883714.7204889456,0.2781018872843135,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00440,Jan29v1,CONUS,2,86-84,-1,-1,-1,65286.146055890145,559857.3406378501,0.0,0.0,1.0,0.0
1752,302609.1077625571,0,0.2601319967448957,890187.89841641,0.2609820892624705,2239645.5667112973,2241220.597637597,optimal,nYrs_20210220_SWB_iter00028,Jan29v1,CONUS,2,86-87,-1,-1,-1,65482.08135657996,512640.2771810721,0.0,0.0,1.0,0.0
1825,302609.1077625571,0,0.2601319967448957,890187.89841641,0.2609820892624705,2239645.5667112973,2241220.597637597,optimal,nYrs_20210220_SWB_iter00323,Jan29v1,CONUS,2,86-87,-1,-1,-1,65482.08135657996,512640.2771810721,0.0,0.0,1.0,0.0
1808,304732.2000113999,0,0.2617429913813722,883714.7204889456,0.2827330821283728,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00185,Jan29v1,CONUS,2,86-88,-1,-1,-1,65286.146055890145,568968.7475345453,0.0,0.0,1.0,0.0
1747,300254.22779680364,0,0.2612489881157065,883714.7204889441,0.27946004010907505,2274906.080244153,2150839.5794214034,optimal,nYrs_20210220_SWB_iter00499,Jan29v1,CONUS,2,86-90,-1,-1,-1,65286.14605589014,565849.3368353441,0.0,0.0,1.0,0.0
1527,302843.69115296804,0,0.25982890325509406,883714.7204889456,0.27387941576907604,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00239,Jan29v1,CONUS,2,86-91,-1,-1,-1,65286.14605589014,548235.8712382595,0.0,0.0,1.0,0.0
1736,297676.0814523484,0,0.2577339292268015,883714.7204889441,0.2646026735004433,2274906.080244153,2150839.5794214034,optimal,nYrs_20210220_SWB_iter00342,Jan29v1,CONUS,2,86-92,-1,-1,-1,65286.14605589013,531363.8494251964,0.0,0.0,1.0,0.0
1894,300038.68961187213,0,0.26103871351625685,883714.7204889456,0.28064630305120564,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00070,Jan29v1,CONUS,2,86-97,-1,-1,-1,65286.14605589014,568491.2953923311,0.0,0.0,1.0,0.0
1572,303415.83464432287,0,0.2636507860783525,1393350.1903295752,0.27085867156652016,1153288.154177856,3880973.7870516116,optimal,nYrs_20210220_SWB_iter00380,Jan29v1,CONUS,2,87-00,-1,-1,-1,67599.35061855275,374129.6886737015,0.0,0.0,1.0,0.0
1908,305977.62066210044,0,0.264552913757399,955746.4574250192,0.27132548844115056,1736205.0537527138,2718754.271787307,optimal,nYrs_20210220_SWB_iter00054,Jan29v1,CONUS,2,87-07,-1,-1,-1,61907.17232757042,416692.60764495376,0.0,0.0,1.0,0.0
1882,304616.32111872145,0,0.261120690104326,1537275.105292539,0.26373240554401123,750483.9906540199,3955268.744267674,optimal,nYrs_20210220_SWB_iter00001,Jan29v1,CONUS,2,87-15,-1,-1,-1,63830.64067916131,289676.45066708646,0.0,0.0,1.0,0.0
1714,306619.36394208844,0,0.2628011344193666,478159.4909496559,0.2621393056609913,2164323.9408827187,2630612.7659864645,optimal,nYrs_20210220_SWB_iter00443,Jan29v1,CONUS,2,87-80,-1,-1,-1,61040.94735017891,385402.9034046575,0.0,0.0,1.0,0.0
1744,302300.7626538988,0,0.26059566517124644,820852.9316830548,0.26737122564152205,1562550.4301116755,3002188.767890282,optimal,nYrs_20210220_SWB_iter00108,Jan29v1,CONUS,2,87-84,-1,-1,-1,59215.517714689595,328145.0577121008,0.0,0.0,1.0,0.0
1930,303652.43230593606,0,0.2616466466212405,820852.9316830548,0.2502367280831821,1562550.4301116755,3002188.767890282,optimal,nYrs_20210220_SWB_iter00146,Jan29v1,CONUS,2,87-87,-1,-1,-1,59215.517714689595,301131.03532006004,0.0,0.0,1.0,0.0
1532,305774.0972982216,0,0.2632555692332625,710168.0260669048,0.2720024204855814,2295576.405084185,2318362.758526062,optimal,nYrs_20210220_SWB_iter00485,Jan29v1,CONUS,2,87-88,-1,-1,-1,64279.6755423037,505104.9849773783,0.0,0.0,1.0,0.0
1985,298717.97873917007,0,0.2592465070786918,820852.9316830548,0.2538720118576519,1562550.4301116755,3002188.767890282,optimal,nYrs_20210220_SWB_iter00304,Jan29v1,CONUS,2,87-92,-1,-1,-1,59215.517714689595,309166.0974362142,0.0,0.0,1.0,0.0
1838,301908.807477169,0,0.26312144317086944,820852.9316830548,0.2670136811834103,1562550.4301116755,3002188.767890282,optimal,nYrs_20210220_SWB_iter00022,Jan29v1,CONUS,2,87-94,-1,-1,-1,59215.517714689595,330284.76189813635,0.0,0.0,1.0,0.0
1776,301082.01415525115,0,0.2625533633926017,842424.6962566826,0.2699009418719173,1525943.519405858,3041195.8408697946,optimal,nYrs_20210220_SWB_iter00245,Jan29v1,CONUS,2,87-97,-1,-1,-1,59235.77124548561,330776.28763313824,0.0,0.0,1.0,0.0
1502,307232.72224122204,0,0.26438484608515606,745385.4736879554,0.2858028551511174,2371852.56239034,1852839.2465271314,optimal,nYrs_20210220_SWB_iter00213,Jan29v1,CONUS,2,88-05,-1,-1,-1,62599.71447080159,567271.8937054191,0.0,0.0,1.0,0.0
1794,308096.10482216143,0,0.2661578606277846,761500.221992189,0.2930623316501737,2403107.8070222777,1656020.323778836,optimal,nYrs_20210220_SWB_iter00079,Jan29v1,CONUS,2,88-07,-1,-1,-1,61891.677577615286,598481.9693757867,0.0,0.0,1.0,0.0
1682,305989.08196721313,0,0.26779448441575976,696756.6170181584,0.30248811929183006,2257533.851585617,2535585.048637891,optimal,nYrs_20210220_SWB_iter00100,Jan29v1,CONUS,2,88-08,-1,-1,-1,65069.08966472712,562446.2937878023,0.0,0.0,1.0,0.0
1688,305989.08196721313,0,0.26779448441575976,696756.6170181584,0.30248811929183006,2257533.851585617,2535585.048637891,optimal,nYrs_20210220_SWB_iter00274,Jan29v1,CONUS,2,88-08,-1,-1,-1,65069.08966472712,562446.2937878023,0.0,0.0,1.0,0.0
1921,311318.51909484726,0,0.26539120281355627,659710.0888321839,0.2929096385033828,2471991.0489912997,2350420.332522136,optimal,nYrs_20210220_SWB_iter00082,Jan29v1,CONUS,2,88-10,-1,-1,-1,66591.15554261483,586856.7443171543,0.0,0.0,1.0,0.0
1538,310061.20229138166,0,0.2644942857240435,761500.221992189,0.28620093289975673,2403107.807022277,1656020.3237788393,optimal,nYrs_20210220_SWB_iter00102,Jan29v1,CONUS,2,88-18,-1,-1,-1,61891.6775776153,578336.5348744706,0.0,0.0,1.0,0.0
1510,308354.1560647515,0,0.26451327530454416,761500.221992189,0.29174011024183016,2403107.807022277,1656020.3237788393,optimal,nYrs_20210220_SWB_iter00339,Jan29v1,CONUS,2,88-19,-1,-1,-1,61891.6775776153,593747.2860481273,0.0,0.0,1.0,0.0
1780,304937.7795827633,0,0.266155545572629,761500.221992189,0.2887604415538068,2403107.807022277,1656020.3237788393,optimal,nYrs_20210220_SWB_iter00335,Jan29v1,CONUS,2,88-79,-1,-1,-1,61891.6775776153,591169.2107516691,0.0,0.0,1.0,0.0
1505,304421.37573998177,0,0.2622038255685662,761500.221992189,0.28908377570790944,2403107.807022277,1656020.3237788393,optimal,nYrs_20210220_SWB_iter00180,Jan29v1,CONUS,2,88-84,-1,-1,-1,61891.677577615286,589374.4305974914,0.0,0.0,1.0,0.0
1648,306008.3597811218,0,0.26295289037203795,761500.221992189,0.2848821035906732,2403107.807022277,1656020.3237788393,optimal,nYrs_20210220_SWB_iter00087,Jan29v1,CONUS,2,88-91,-1,-1,-1,61891.6775776153,578232.7788909418,0.0,0.0,1.0,0.0
1817,306008.3597811218,0,0.26295289037203795,761500.221992189,0.2848821035906732,2403107.807022277,1656020.3237788393,optimal,nYrs_20210220_SWB_iter00472,Jan29v1,CONUS,2,88-91,-1,-1,-1,61891.6775776153,578232.7788909418,0.0,0.0,1.0,0.0
1844,306246.1207250342,0,0.2641936118942137,761500.221992189,0.28668207916371796,2403107.807022277,1656020.3237788393,optimal,nYrs_20210220_SWB_iter00020,Jan29v1,CONUS,2,88-95,-1,-1,-1,61891.6775776153,583252.3704588586,0.0,0.0,1.0,0.0
1986,303207.1954514364,0,0.2641610456260035,761500.221992189,0.29163973384505704,2403107.807022277,1656020.3237788393,optimal,nYrs_20210220_SWB_iter00292,Jan29v1,CONUS,2,88-97,-1,-1,-1,61891.6775776153,598066.7229436152,0.0,0.0,1.0,0.0
1609,305351.32900136797,0,0.2647868828619281,757495.8649469349,0.27753130515046365,2395341.185001246,1704927.897454028,optimal,nYrs_20210220_SWB_iter00410,Jan29v1,CONUS,2,88-98,-1,-1,-1,62067.617807521674,559624.3396206746,0.0,0.0,1.0,0.0
1692,303926.3889648883,0,0.26682830062589,919117.9127655176,0.2791626621366449,2204621.717631497,2908219.513150994,optimal,nYrs_20210220_SWB_iter00426,Jan29v1,CONUS,2,89-00,-1,-1,-1,70252.30601269343,555774.0242997651,0.0,0.0,1.0,0.0
1984,305624.3090753425,0,0.2659593377349174,451827.60912668594,0.27237143335341224,2963449.7312059994,1880775.1725318106,optimal,nYrs_20210220_SWB_iter00021,Jan29v1,CONUS,2,89-05,-1,-1,-1,67925.94183247976,621053.5438355657,0.0,0.0,1.0,0.0
1678,308456.66375570773,0,0.2660689272911183,451827.6091266857,0.272770056414036,2963449.731206001,1880775.172531808,optimal,nYrs_20210220_SWB_iter00427,Jan29v1,CONUS,2,89-18,-1,-1,-1,67925.94183247976,619694.7441338487,0.0,0.0,1.0,0.0
1709,303479.69372146117,0,0.26356754718956754,451827.60912668577,0.26852475724038893,2963449.731206,1880775.1725318106,optimal,nYrs_20210220_SWB_iter00363,Jan29v1,CONUS,2,89-81,-1,-1,-1,67925.94183247976,610905.2487938547,0.0,0.0,1.0,0.0
1625,303120.36147260276,0,0.2633138640520873,448993.1018021656,0.2692974551621433,2986805.192678617,1846331.0568524443,optimal,nYrs_20210220_SWB_iter00355,Jan29v1,CONUS,2,89-86,-1,-1,-1,68004.51425739539,618981.9509613209,0.0,0.0,1.0,0.0
1973,304398.2694063927,0,0.26452542043863064,451827.60912668594,0.2714494204894605,2963449.731206,1880775.172531809,optimal,nYrs_20210220_SWB_iter00495,Jan29v1,CONUS,2,89-91,-1,-1,-1,67925.94183247974,618794.0155122038,0.0,0.0,1.0,0.0
1674,303740.33858447487,0,0.2663619252470001,451827.60912668594,0.2640885524623467,2963449.731206,1880775.172531809,optimal,nYrs_20210220_SWB_iter00230,Jan29v1,CONUS,2,89-98,-1,-1,-1,67925.94183247974,598762.511323688,0.0,0.0,1.0,0.0
1941,301064.17612859095,0,0.2647662494171923,1393350.1903295752,0.28931134477858766,1153288.1541778564,3880973.7870516106,optimal,nYrs_20210220_SWB_iter00457,Jan29v1,CONUS,2,90-00,-1,-1,-1,67599.35061855275,399760.50830763235,0.0,0.0,1.0,0.0
1741,299664.34006849315,0,0.2652021456967732,648446.3897319423,0.28464135353089437,1948688.0728436322,2735269.3192663793,optimal,nYrs_20210220_SWB_iter00270,Jan29v1,CONUS,2,90-01,-1,-1,-1,60880.24523013875,426348.27803203504,0.0,0.0,1.0,0.0
1672,302607.8586757991,0,0.26690697133471725,440664.16824647743,0.2895813041450605,3306896.1415334153,1157506.0939792504,optimal,nYrs_20210220_SWB_iter00357,Jan29v1,CONUS,2,90-02,-1,-1,-1,67939.83774532999,772248.3281995044,0.0,0.0,1.0,0.0
1932,298738.4975490196,0,0.2634430888469351,598478.0510660864,0.2854491625037657,2003654.2799209477,1627920.3756870255,optimal,nYrs_20210220_SWB_iter00441,Jan29v1,CONUS,2,90-04,-1,-1,-1,52881.15839581288,430219.3108030695,0.0,0.0,1.0,0.0
1712,302261.44115296804,0,0.2622376814751368,1537275.105292539,0.28221035639061576,750483.9906540199,3955268.744267674,optimal,nYrs_20210220_SWB_iter00305,Jan29v1,CONUS,2,90-15,-1,-1,-1,63830.64067916131,308156.82654938084,0.0,0.0,1.0,0.0
1884,305590.53007990867,0,0.26400405135473753,604562.0659931517,0.28293264136096774,2307698.3835447584,1549993.7252063164,optimal,nYrs_20210220_SWB_iter00489,Jan29v1,CONUS,2,90-18,-1,-1,-1,57263.14659368121,506411.848211057,0.0,0.0,1.0,0.0
1637,303881.14543378993,0,0.26402306694836225,646969.7138416725,0.28847940661720833,1939977.479768904,1619043.8779599469,optimal,nYrs_20210220_SWB_iter00166,Jan29v1,CONUS,2,90-19,-1,-1,-1,52514.76394416483,426159.86537085264,0.0,0.0,1.0,0.0
1608,300613.5600456621,0,0.26150267125318677,590369.5351631469,0.27868734218732066,2754583.284606594,1276758.140436563,optimal,nYrs_20210220_SWB_iter00143,Jan29v1,CONUS,2,90-81,-1,-1,-1,62194.97400632882,620754.8921540267,0.0,0.0,1.0,0.0
1634,300613.5600456621,0,0.26150267125318677,590369.5351631469,0.27868734218732066,2754583.284606594,1276758.140436563,optimal,nYrs_20210220_SWB_iter00319,Jan29v1,CONUS,2,90-81,-1,-1,-1,62194.97400632882,621036.663909684,0.0,0.0,1.0,0.0
1895,300613.5600456621,0,0.26150267125318677,590369.5351631469,0.27868734218732066,2754583.284606594,1276758.140436563,optimal,nYrs_20210220_SWB_iter00294,Jan29v1,CONUS,2,90-81,-1,-1,-1,62194.97400632882,621036.663909684,0.0,0.0,1.0,0.0
1708,300254.22779680364,0,0.2612489881157065,883714.7204889456,0.27946004010907505,2274906.08024415,2150839.5794214075,optimal,nYrs_20210220_SWB_iter00018,Jan29v1,CONUS,2,90-86,-1,-1,-1,65286.14605589014,565786.3384985987,0.0,0.0,1.0,0.0
1558,303422.43878248974,0,0.2643710325721023,761500.2219921893,0.2904550936976488,2403107.8070222773,1656020.3237788365,optimal,nYrs_20210220_SWB_iter00308,Jan29v1,CONUS,2,90-88,-1,-1,-1,61891.677577615286,595687.0438298235,0.0,0.0,1.0,0.0
