Unnamed: 0,demand series,lost_load dispatch,main_node_curtailment dispatch,natgas capacity,natgas dispatch,solar series,solar capacity,wind series,wind capacity,storage capacity,storage dispatch,storage stored,lost_load max dispatch,lost_load num hours,natgas curtailment,status,name,date,region,n_years,opt_years,test_years,iter,end_test_year,scale_factor,syst_cost,curtailed_gen,lost_load,max_lost_load,decarbonization,co2_intensity
1057,304674.93972602737,416.14471793542054,375268.91290978773,0,0.0,0.2680103812356238,1393350.1903295747,0.2668674598825277,1153288.154177857,3880973.78705161,15096.344812668227,208472.33523029124,243328.2507087407,5,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1989,Aug04v1,CONUS,-1,0,1989,-1,-1,-1,71760.79779790697,375268.91290978773,416.14471793542054,243328.2507087407,1.0,0.0
138,298942.67237442924,0.0,398730.61397551437,0,0.0,0.2638806293628622,1393350.1903295747,0.28719262977639115,1153288.154177857,3880973.78705161,10969.184260039634,170859.08445912428,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1990,Aug04v1,CONUS,-1,0,1990,-1,-1,-1,67599.35061855275,398730.61397551437,0.0,0.0,1.0,0.0
375,304121.599086758,0.0,376319.6589282725,0,0.0,0.26104045964163736,1393350.1903295747,0.27603138109639325,1153288.154177857,3880973.78705161,14586.832318894363,223106.7280350513,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1991,Aug04v1,CONUS,-1,0,1991,-1,-1,-1,67599.35061855275,376319.6589282725,0.0,0.0,1.0,0.0
703,293797.0072859745,0.0,359460.0406700049,0,0.0,0.256852925294456,1393350.1903295747,0.2574973631627926,1153288.154177857,3880973.78705161,14358.401721179087,207457.95791572292,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1992,Aug04v1,CONUS,-1,0,1992,-1,-1,-1,67599.35061855278,359460.0406700049,0.0,0.0,1.0,0.0
1333,303858.7155251141,48.62040311793457,387781.09578656795,0,0.0,0.2629793135138621,1393350.1903295747,0.2832842066866996,1153288.154177857,3880973.78705161,13832.907267925859,217419.27503447357,50681.27117288722,3,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1993,Aug04v1,CONUS,-1,0,1993,-1,-1,-1,68085.5546497321,387781.09578656795,48.62040311793457,50681.27117288722,1.0,0.0
109,300165.1826484018,0.0,394589.49881857255,0,0.0,0.26459623972049845,1393350.1903295747,0.2837906342836385,1153288.154177857,3880973.78705161,10899.764419329696,164822.26783087073,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1994,Aug04v1,CONUS,-1,0,1994,-1,-1,-1,67599.35061855275,394589.49881857255,0.0,0.0,1.0,0.0
1673,304597.7723744292,82.04875492190773,383347.72605748475,0,0.0,0.263525301923036,1393350.1903295747,0.2796362636824091,1153288.154177857,3880973.78705161,16364.42397555699,225087.02904632708,94361.25933990696,2,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1995,Aug04v1,CONUS,-1,0,1995,-1,-1,-1,68419.83816777184,383347.72605748475,82.04875492190773,94361.25933990696,1.0,0.0
1547,302336.11839708564,265.0136924167802,414690.4722033639,0,0.0,0.26656098729092004,1393350.1903295747,0.30071228894722724,1153288.154177857,3880973.78705161,13112.714948761592,196001.92043729004,320763.7714131436,3,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1996,Aug04v1,CONUS,-1,0,1996,-1,-1,-1,70249.48754272057,414690.4722033639,265.0136924167802,320763.7714131436,1.0,0.0
280,298511.59600456624,0.0,401104.8760427036,0,0.0,0.2634600801639629,1393350.1903295747,0.28956515566065244,1153288.154177857,3880973.78705161,12827.748374990502,219537.407858891,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1997,Aug04v1,CONUS,-1,0,1997,-1,-1,-1,67599.35061855275,401104.8760427036,0.0,0.0,1.0,0.0
1064,302805.7374429224,0.0,365433.84910914546,0,0.0,0.2647134692583764,1393350.1903295747,0.2613096450421656,1153288.154177857,3880973.78705161,17654.412883116034,242369.09871214203,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1998,Aug04v1,CONUS,-1,0,1998,-1,-1,-1,67599.35061855275,365433.84910914546,0.0,0.0,1.0,0.0
913,300332.90570776263,0.0,423042.2814278765,0,0.0,0.26952310198963475,1393350.1903295747,0.3025375529272457,1153288.154177857,3880973.78705161,9683.59029808021,170984.44982491471,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1999,Aug04v1,CONUS,-1,0,1999,-1,-1,-1,67599.35061855275,423042.2814278765,0.0,0.0,1.0,0.0
999,300386.0077625571,232.1486050476323,395300.2539592175,0,0.0,0.2665236620306841,1393350.1903295747,0.28209007728539764,1153288.154177857,3880973.78705161,11123.856889275316,165829.19570837315,194726.06275799838,4,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2001,Aug04v1,CONUS,-1,0,2001,-1,-1,-1,69920.83666902909,395300.2539592175,232.1486050476323,194726.06275799838,1.0,0.0
1646,306273.04497716896,172.59784214854832,405333.1661784533,0,0.0,0.2699333133065723,1393350.1903295747,0.2919699785137299,1153288.154177857,3880973.78705161,12614.96624715201,168735.3866465965,207323.10932136746,4,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2002,Aug04v1,CONUS,-1,0,2002,-1,-1,-1,69325.32904003822,405333.1661784533,172.59784214854832,207323.10932136746,1.0,0.0
586,301020.0848173516,0.0,387716.61330444156,0,0.0,0.26609755344689456,1393350.1903295747,0.2770270805637365,1153288.154177857,3880973.78705161,13682.057839708486,198033.43025575284,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2003,Aug04v1,CONUS,-1,0,2003,-1,-1,-1,67599.35061855275,387716.61330444156,0.0,0.0,1.0,0.0
1251,298534.8805783242,0.0,393839.390688551,0,0.0,0.2630067437968984,1393350.1903295747,0.2837104588029233,1153288.154177857,3880973.78705161,11559.505492598591,157240.35843133213,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2004,Aug04v1,CONUS,-1,0,2004,-1,-1,-1,67599.35061855278,393839.390688551,0.0,0.0,1.0,0.0
667,306573.6784246576,4.867773299977152,379740.00169973966,0,0.0,0.263908294234211,1393350.1903295747,0.2778754068242968,1153288.154177857,3880973.78705161,16879.112166385516,253599.3119016752,10660.423526949962,1,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2005,Aug04v1,CONUS,-1,0,2005,-1,-1,-1,67648.02835155254,379740.00169973966,4.867773299977152,10660.423526949962,1.0,0.0
