Unnamed: 0,demand series,lost_load dispatch,main_node_curtailment dispatch,natgas capacity,natgas dispatch,solar series,solar capacity,wind series,wind capacity,storage capacity,storage dispatch,storage stored,to_PGP capacity,to_PGP dispatch,PGP_storage capacity,PGP_storage dispatch,PGP_storage stored,from_PGP capacity,from_PGP dispatch,lost_load max dispatch,lost_load num hours,natgas curtailment,status,name,date,region,n_years,opt_years,test_years,iter,end_test_year,scale_factor,syst_cost,curtailed_gen,lost_load,max_lost_load,decarbonization,co2_intensity
1607,303179.88342440804,1350.391229044377,64210.644787679325,0,0.0,0.26564944974459803,331287.4504340519,0.2914242709419804,1039903.9091885393,118787.30559968759,4517.145911463139,25057.97791251019,60755.9091987658,33650.64251735619,217352095.2248728,33650.142085110514,43897565.40747329,218398.73615055592,23555.099459577363,201082.61223228477,43,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2000,Aug04v1,CONUS,-1,11,2000,-1,-1,-1,51600.48401544905,64210.644787679325,1350.391229044377,201082.61223228477,1.0,0.0
1439,300386.0077625571,3682.7342902795094,61046.113642104036,0,0.0,0.2665236620306841,331287.4504340519,0.28209007728539764,1039903.9091885393,118787.30559968759,4336.078132385418,24097.605653375766,60755.9091987658,32132.315018825502,217352095.2248728,32131.757010836714,48948069.19723249,218398.73615055592,22492.229907585697,225901.57691211146,104,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2001,Aug04v1,CONUS,-1,11,2001,-1,-1,-1,74923.91204660335,61046.113642104036,3682.7342902795094,225901.57691211146,1.0,0.0
1629,306273.04497716896,3933.121108574643,66299.52088421196,0,0.0,0.2699333133065723,331287.4504340519,0.2919699785137299,1039903.9091885393,118787.30559968759,5008.021838986674,24110.800052070303,60755.9091987658,32734.922141648833,217352095.2248728,32734.41833568708,44193505.4090509,218398.73615055592,22914.092834980962,248812.4395328644,94,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2002,Aug04v1,CONUS,-1,11,2002,-1,-1,-1,77427.78125402471,66299.52088421196,3933.121108574643,248812.4395328644,1.0,0.0
693,301020.0848173516,6732.341669847969,58729.528128010745,0,0.0,0.26609755344689456,331287.4504340519,0.2770270805637365,1039903.9091885393,118787.30559968759,4337.858922632975,21900.528572562453,60755.9091987658,31207.093416212552,217352095.2248728,31206.76697877134,28634863.270747,218398.73615055592,21844.736885139937,260092.79884792477,165,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2003,Aug04v1,CONUS,-1,11,2003,-1,-1,-1,105419.9842695733,58729.528128010745,6732.341669847969,260092.79884792477,1.0,0.0
411,298534.8805783242,2055.4104729621185,61548.110546858086,0,0.0,0.2630067437968984,331287.4504340519,0.2837104588029233,1039903.9091885393,118787.30559968759,4296.994067271986,23607.39844703941,60755.9091987658,32470.122699080468,217352095.2248728,32469.610751063512,44907720.78718056,218398.73615055592,22728.727525744456,195962.0301963129,55,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2004,Aug04v1,CONUS,-1,11,2004,-1,-1,-1,58650.674447734724,61548.110546858086,2055.4104729621185,195962.0301963129,1.0,0.0
370,306573.6784246576,13043.598409055418,60618.2956612854,0,0.0,0.263908294234211,331287.4504340519,0.2778754068242968,1039903.9091885393,118787.30559968759,4304.808693629615,21789.83225602848,60755.9091987658,29875.045737944107,217352095.2248728,29874.769803575757,24204769.15534147,218398.73615055592,20912.338862503024,269113.9151752699,249,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2005,Aug04v1,CONUS,-1,11,2005,-1,-1,-1,168532.54939720206,60618.2956612854,13043.598409055418,269113.9151752699,1.0,0.0
110,301608.1127853881,4051.680801109515,68215.35144654008,0,0.0,0.2662303199285058,331287.4504340519,0.2915429601798564,1039903.9091885393,118787.30559968759,4223.8449832593105,22807.35199760185,60755.9091987658,34496.80666211798,217352095.2248728,34495.82489251182,86120140.91068344,218398.73615055592,24147.077424758267,242189.1587340189,92,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2006,Aug04v1,CONUS,-1,11,2006,-1,-1,-1,78613.38117424255,68215.35144654008,4051.680801109515,242189.1587340189,1.0,0.0
967,308302.8090182648,7197.466013471708,67808.00818841286,0,0.0,0.2674591808935575,331287.4504340519,0.29241424879911904,1039903.9091885393,118787.30559968759,4187.944887819649,21797.23747344696,60755.9091987658,31993.217500935,217352095.2248728,31992.752089082514,40825601.10192064,218398.73615055592,22394.92646235776,256594.0895078223,158,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2007,Aug04v1,CONUS,-1,11,2007,-1,-1,-1,110071.22904212434,67808.00818841286,7197.466013471708,256594.0895078223,1.0,0.0
1055,304088.1985428051,1749.5253624280747,85196.02273589796,0,0.0,0.2707288729496559,331287.4504340519,0.3112675948006041,1039903.9091885393,118787.30559968759,3732.789761657943,19663.192466303717,60755.9091987658,34900.224969352705,217352095.2248728,34899.52334406767,61546077.64686667,218398.73615055592,24429.666340847365,203706.91473766248,59,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2008,Aug04v1,CONUS,-1,11,2008,-1,-1,-1,55591.82747343536,85196.02273589796,1749.5253624280747,203706.91473766248,1.0,0.0
1054,300992.27808219177,3783.5336919902643,69835.96257303678,0,0.0,0.2671937081846535,331287.4504340519,0.2914569861661884,1039903.9091885393,118787.30559968759,4750.0440292242965,23295.84858600866,60755.9091987658,32985.15606497658,217352095.2248728,32984.597666094334,48982358.086309,218398.73615055592,23089.21836626604,198380.2589763745,99,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2009,Aug04v1,CONUS,-1,11,2009,-1,-1,-1,75931.90751354037,69835.96257303678,3783.5336919902643,198380.2589763745,1.0,0.0
450,314756.4660958904,14290.789143763235,68482.52972571178,0,0.0,0.265923764832733,331287.4504340519,0.2921084441681488,1039903.9091885393,118787.30559968759,3602.813149979552,19805.45662841775,60755.9091987658,30900.14013875908,217352095.2248728,30899.82513295985,27632087.649212986,218398.73615055592,21629.8775930719,286701.9568688904,285,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2010,Aug04v1,CONUS,-1,11,2010,-1,-1,-1,181004.45848691335,68482.52972571178,14290.789143763235,286701.9568688904,1.0,0.0
1630,304626.13957194897,3944.022307144412,72101.71221485628,0,0.0,0.27001853277040194,331287.4504340519,0.29619830568552274,1039903.9091885393,118787.30559968759,4419.500271202721,21935.291560090667,60755.9091987658,33210.192713169155,217352095.2248728,33209.61995621336,50241838.22814669,218398.73615055592,23246.733969349352,197788.33832384352,104,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2012,Aug04v1,CONUS,-1,11,2012,-1,-1,-1,77536.79404763409,72101.71221485628,3944.022307144412,197788.33832384352,1.0,0.0
588,305395.1433789954,3289.2320169862182,65845.79504924906,0,0.0,0.2691500907322936,331287.4504340519,0.2916084347454845,1039903.9091885393,118787.30559968759,3999.0992396464617,23847.036220469552,60755.9091987658,32960.30577007756,217352095.2248728,32959.52607346177,68394439.99508484,218398.73615055592,23071.66825142324,202704.0276386644,75,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2013,Aug04v1,CONUS,-1,11,2013,-1,-1,-1,70988.89072109952,65845.79504924906,3289.2320169862182,202704.0276386644,1.0,0.0
1210,305191.95707762556,978.9142216482624,82915.55194874678,0,0.0,0.2650796826455621,331287.4504340519,0.3124546051342735,1039903.9091885393,118787.30559968759,3489.113550304943,22250.439824081423,60755.9091987658,34620.28980343078,217352095.2248728,34619.629469480264,57924030.74837457,218398.73615055592,24233.740628636177,163328.59680993177,28,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2014,Aug04v1,CONUS,-1,11,2014,-1,-1,-1,47885.715589776366,82915.55194874678,978.9142216482624,163328.59680993177,1.0,0.0
1173,305580.20993150683,8175.215585662505,53917.38810671669,0,0.0,0.2605947335874114,331287.4504340519,0.2772280830048403,1039903.9091885393,118787.30559968759,4846.0125030921945,24820.128863651866,60755.9091987658,31240.49554611247,217352095.2248728,31240.073252491315,37043300.11126282,218398.73615055592,21868.051276743918,249632.05869588078,177,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2015,Aug04v1,CONUS,-1,11,2015,-1,-1,-1,119848.72348443519,53917.38810671669,8175.215585662505,249632.05869588078,1.0,0.0
319,307092.9352231329,2847.945185867964,68374.05088866668,0,0.0,0.26490610678651355,331287.4504340519,0.2978223001247438,1039903.9091885393,118787.30559968759,4335.866490245332,22230.508136329063,60755.9091987658,33442.32673235539,217352095.2248728,33441.657835390564,58675172.35023088,218398.73615055592,23409.1604847734,225964.3707675625,65,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2016,Aug04v1,CONUS,-1,11,2016,-1,-1,-1,66576.02322943015,68374.05088866668,2847.945185867964,225964.3707675625,1.0,0.0
776,302036.3121004566,4013.080515595437,69674.98739195145,0,0.0,0.26426189793513105,331287.4504340519,0.293547134797889,1039903.9091885393,118787.30559968759,4135.869281300636,20430.219961289968,60755.9091987658,33831.918089728584,217352095.2248728,33831.193065791835,63598590.95291039,218398.73615055592,23681.835146054284,203452.17506654235,111,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2017,Aug04v1,CONUS,-1,11,2017,-1,-1,-1,78227.3771889709,69674.98739195145,4013.080515595437,203452.17506654235,1.0,0.0
1631,312238.38778538816,11409.187496344863,54233.965599294075,0,0.0,0.26412747334661285,331287.4504340519,0.27867265294554433,1039903.9091885393,118787.30559968759,4566.807380575865,24999.745729626342,60755.9091987658,29817.04675664128,217352095.2248728,29816.784814131788,22977413.114908516,218398.73615055592,20871.74936989225,279591.0528260757,218,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2018,Aug04v1,CONUS,-1,11,2018,-1,-1,-1,152188.44017150806,54233.965599294075,11409.187496344863,279591.0528260757,1.0,0.0
1256,308819.6184931507,4402.333463591557,60895.51994626874,0,0.0,0.2641655045338622,331287.4504340519,0.2897661834580256,1039903.9091885393,118787.30559968759,4373.009585277107,24469.061170827183,60755.9091987658,31629.457247787563,217352095.2248728,31628.860450462013,52350642.60006931,218398.73615055592,22140.202315323408,207691.28782003355,113,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2019,Aug04v1,CONUS,-1,11,2019,-1,-1,-1,82119.90292483846,60895.51994626874,4402.333463591557,207691.28782003355,1.0,0.0
1470,304589.9207650273,7.657419613727468,72866.58335843845,0,0.0,0.27182205867777515,331287.4504340519,0.3004261049920211,1039903.9091885393,118787.30559968759,4010.821415944649,31025.16915093859,60755.9091987658,33723.6379537317,217352095.2248728,33722.780150787235,75245872.46591558,218398.73615055592,23605.94610555107,9177.43778182813,2,0.0,optimal,nYrs_20210220_SWBPGP_DYrs11_Tested2020,Aug04v1,CONUS,-1,11,2020,-1,-1,-1,38173.14604498464,72866.58335843845,7.657419613727468,9177.43778182813,1.0,0.0
1323,301977.5055936073,33.358907148325116,74876.20093023022,0,0.0,0.2674545444406294,333975.30858915736,0.28379868260612123,1097482.5541911002,145052.31538389876,4909.642293872814,40162.65540305847,57037.624791322276,32146.005440060497,170212968.03261566,32145.510739216235,43394810.95648116,207051.8902891597,22501.857517451368,45861.21267690394,2,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1979,Aug04v1,CONUS,-1,12,1979,-1,-1,-1,38616.34624469663,74876.20093023022,33.358907148325116,45861.21267690394,1.0,0.0
1178,309578.18920765026,4006.452988045273,59755.25221494626,0,0.0,0.2639524678792464,333975.30858915736,0.27400936253503594,1097482.5541911002,145052.31538389876,5755.127156089182,32378.711990979482,57037.624791322276,31441.05914181825,170212968.03261566,31440.719378393267,29803809.201939374,207051.8902891597,22008.503564875296,265253.9187236894,95,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1980,Aug04v1,CONUS,-1,12,1980,-1,-1,-1,78347.28585536586,59755.25221494626,4006.452988045273,265253.9187236894,1.0,0.0
1667,302284.44771689497,13509.006606704372,72104.69131878436,0,0.0,0.2591247131435113,333975.30858915736,0.2701820545982502,1097482.5541911002,145052.31538389876,5743.727503887185,24276.202748440133,57037.624791322276,29568.193695666338,170212968.03261566,29567.89057894895,26589185.727595776,207051.8902891597,20697.523405264266,253639.9113900895,302,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1981,Aug04v1,CONUS,-1,12,1981,-1,-1,-1,173372.81885811125,72104.69131878436,13509.006606704372,253639.9113900895,1.0,0.0
163,299633.2605022831,4371.254006352322,74056.35155895088,0,0.0,0.2566909347760672,333975.30858915736,0.27972785144362056,1097482.5541911002,145052.31538389876,4622.273558682823,28796.73280458129,57037.624791322276,31420.618670071937,170212968.03261566,31419.987192910576,55392733.42674272,207051.8902891597,21993.9910350374,198114.4287018768,130,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1982,Aug04v1,CONUS,-1,12,1982,-1,-1,-1,81995.29600348335,74056.35155895088,4371.254006352322,198114.4287018768,1.0,0.0
860,305800.8093607306,10943.8149289224,61817.121864723376,0,0.0,0.2545850593638139,333975.30858915736,0.2675755547752008,1097482.5541911002,145052.31538389876,5959.11512500614,31361.502546099717,57037.624791322276,29300.910055839904,170212968.03261566,29300.577914795667,29135179.31802263,207051.8902891597,20510.40454035697,291771.4566675165,214,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1983,Aug04v1,CONUS,-1,12,1983,-1,-1,-1,147720.901625889,61817.121864723376,10943.8149289224,291771.4566675165,1.0,0.0
939,300952.7860883425,5213.926048974695,79733.41410994982,0,0.0,0.2595475552552688,333975.30858915736,0.2844589076327628,1097482.5541911002,145052.31538389876,4569.629709339363,26996.696613997567,57037.624791322276,31418.404016490924,170212968.03261566,31417.9738358608,37735142.97990117,207051.8902891597,21992.58168510256,234856.13886411925,126,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1984,Aug04v1,CONUS,-1,12,1984,-1,-1,-1,90422.01642608306,79733.41410994982,5213.926048974695,234856.13886411925,1.0,0.0
650,304312.90342465753,74.14009303590157,79807.90945174838,0,0.0,0.2627501869639085,333975.30858915736,0.29012179959123024,1097482.5541911002,145052.31538389876,4537.012602907835,40217.07241255656,57037.624791322276,29652.799478863457,170212968.03261566,29652.408355420717,34309073.973297805,207051.8902891597,20756.685848794496,46820.03500552592,7,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1985,Aug04v1,CONUS,-1,12,1985,-1,-1,-1,39024.15386519476,79807.90945174838,74.14009303590157,46820.03500552592,1.0,0.0
424,301565.7832191781,7941.946039010804,68503.83086695247,0,0.0,0.2586173468685507,333975.30858915736,0.2717274504417589,1097482.5541911002,145052.31538389876,5024.895193977553,27829.06983420629,57037.624791322276,30060.778176560747,170212968.03261566,30060.461698991698,27761190.262930676,207051.8902891597,21042.323189294184,279844.80539398314,201,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1986,Aug04v1,CONUS,-1,12,1986,-1,-1,-1,117702.21401855984,68503.83086695247,7941.946039010804,279844.80539398314,1.0,0.0
1684,303652.4323059361,11249.539461775903,48987.899645185804,0,0.0,0.2616466466212405,333975.30858915736,0.2502367280831821,1097482.5541911002,145052.31538389876,5125.104826875967,30382.04408049415,57037.624791322276,27524.002805352142,170212968.03261566,27523.75304476145,21908823.74587301,207051.8902891597,19266.627131333014,227443.98130396797,274,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1987,Aug04v1,CONUS,-1,12,1987,-1,-1,-1,150778.14393373937,48987.899645185804,11249.539461775903,227443.98130396797,1.0,0.0
1432,307889.9653916211,5758.823947368133,84167.07499791573,0,0.0,0.2648600958818636,333975.30858915736,0.29370864378305606,1097482.5541911002,145052.31538389876,4602.533600314884,28188.442919063662,57037.624791322276,32922.71406870095,170212968.03261566,32922.18016684071,46833496.49049974,207051.8902891597,23045.5261167885,280383.80852106714,135,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1988,Aug04v1,CONUS,-1,12,1988,-1,-1,-1,95870.99796727195,84167.07499791573,5758.823947368133,280383.80852106714,1.0,0.0
1469,304674.93972602737,6102.309887584986,61083.450143882474,0,0.0,0.2680103812356238,333975.30858915736,0.2668674598825277,1097482.5541911002,145052.31538389876,5622.066245822116,32348.521636503872,57037.624791322276,30346.8734920707,170212968.03261566,30346.51224895396,31687992.69149174,207051.8902891597,21242.55857426777,227822.6794084245,160,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1989,Aug04v1,CONUS,-1,12,1989,-1,-1,-1,99305.85299063234,61083.450143882474,6102.309887584986,227822.6794084245,1.0,0.0
1165,298942.67237442924,1056.8505565015587,82655.90823576286,0,0.0,0.2638806293628622,333975.30858915736,0.28719262977639115,1097482.5541911002,145052.31538389876,4101.4071793761605,33298.119971231834,57037.624791322276,30635.44678711233,170212968.03261566,30634.600613134546,74225787.60590991,207051.8902891597,21444.220429194174,146813.24064875772,48,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1990,Aug04v1,CONUS,-1,12,1990,-1,-1,-1,48851.26017003322,82655.90823576286,1056.8505565015587,146813.24064875772,1.0,0.0
60,304121.599086758,5638.709459590798,68973.8376997719,0,0.0,0.26104045964163736,333975.30858915736,0.27603138109639325,1097482.5541911002,145052.31538389876,5584.323277806466,27816.468767833063,57037.624791322276,30254.950389797657,170212968.03261566,30254.54462441142,35593454.924373835,207051.8902891597,21178.181237087992,282261.1159889729,140,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1991,Aug04v1,CONUS,-1,12,1991,-1,-1,-1,94669.84855439005,68973.8376997719,5638.709459590798,282261.1159889729,1.0,0.0
1152,293797.0072859745,2679.3820015779893,54677.209159424034,0,0.0,0.256852925294456,333975.30858915736,0.2574973631627926,1097482.5541911002,145052.31538389876,5094.325277967779,31864.919764540453,57037.624791322276,30223.32226279811,170212968.03261566,30222.857847146468,40738215.04765476,207051.8902891597,21156.000493002528,188338.266013877,78,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1992,Aug04v1,CONUS,-1,12,1992,-1,-1,-1,65076.57392045308,54677.209159424034,2679.3820015779893,188338.266013877,1.0,0.0
1639,303858.7155251141,740.346952719945,71204.70641848243,0,0.0,0.2629793135138621,333975.30858915736,0.2832842066866996,1097482.5541911002,145052.31538389876,6158.9437396790345,30334.357138840067,57037.624791322276,32556.891377333184,170212968.03261566,32556.44549480292,39112502.64378075,207051.8902891597,22789.511846362042,214249.03771158934,22,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1993,Aug04v1,CONUS,-1,12,1993,-1,-1,-1,45686.22739895312,71204.70641848243,740.346952719945,214249.03771158934,1.0,0.0
316,300165.1826484018,18.200219428006186,77125.58473631719,0,0.0,0.26459623972049845,333975.30858915736,0.2837906342836385,1097482.5541911002,145052.31538389876,4396.4232479229795,38686.202569377674,57037.624791322276,30281.256611301582,170212968.03261566,30280.779312598188,41868307.36707436,207051.8902891597,21196.545518818737,19984.734046822938,3,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1994,Aug04v1,CONUS,-1,12,1994,-1,-1,-1,38464.75619743261,77125.58473631719,18.200219428006186,19984.734046822938,1.0,0.0
1074,304597.7723744292,8045.221662175848,75314.64529628692,0,0.0,0.263525301923036,333975.30858915736,0.2796362636824091,1097482.5541911002,145052.31538389876,5167.567795485415,25877.98810953289,57037.624791322276,30834.295185493575,170212968.03261566,30833.979888500602,27657630.95743852,207051.8902891597,21583.785921950413,237122.1572523803,207,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1995,Aug04v1,CONUS,-1,12,1995,-1,-1,-1,118734.97156519,75314.64529628692,8045.221662175848,237122.1572523803,1.0,0.0
236,302336.11839708564,344.1664928954878,90881.00905366936,0,0.0,0.26656098729092004,333975.30858915736,0.30071228894722724,1097482.5541911002,145052.31538389876,3803.185914739301,33216.60423617065,57037.624791322276,35349.68168325752,170212968.03261566,35348.81795287801,75765822.8796342,207051.8902891597,24744.1725670146,164362.69668399013,15,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1996,Aug04v1,CONUS,-1,12,1996,-1,-1,-1,41724.427548159554,90881.00905366936,344.1664928954878,164362.69668399013,1.0,0.0
695,298511.59600456624,542.2273271640338,83598.64196844601,0,0.0,0.2634600801639629,333975.30858915736,0.28956515566065244,1097482.5541911002,145052.31538389876,4487.528661261425,28260.337402197027,57037.624791322276,32549.315018312056,170212968.03261566,32548.703124491833,53674896.48419485,207051.8902891597,22784.09218714428,159788.8009457962,32,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1997,Aug04v1,CONUS,-1,12,1997,-1,-1,-1,43705.03113039796,83598.64196844601,542.2273271640338,159788.8009457962,1.0,0.0
687,302805.7374429224,13413.378271693498,64758.65256618633,0,0.0,0.2647134692583764,333975.30858915736,0.2613096450421656,1097482.5541911002,145052.31538389876,5530.211614337848,31585.5891201041,57037.624791322276,28033.66064947463,170212968.03261566,28033.397183917692,23111013.76444409,207051.8902891597,19623.378028742383,286877.66740901035,296,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1998,Aug04v1,CONUS,-1,12,1998,-1,-1,-1,172416.5328993241,64758.65256618633,13413.378271693498,286877.66740901035,1.0,0.0
1170,300332.90570776263,14.087743043483233,100355.88503774037,0,0.0,0.26952310198963475,333975.30858915736,0.3025375529272457,1097482.5541911002,145052.31538389876,4081.646852848866,40137.74428991963,57037.624791322276,28706.425861547643,170212968.03261566,28705.85373196605,50186805.46572312,207051.8902891597,20094.097612376234,20020.87462500864,3,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested1999,Aug04v1,CONUS,-1,12,1999,-1,-1,-1,38423.62875630872,100355.88503774037,14.087743043483233,20020.87462500864,1.0,0.0
436,303179.88342440804,265.14189709409845,83034.9313772031,0,0.0,0.26564944974459803,333975.30858915736,0.2914242709419804,1097482.5541911002,145052.31538389876,4097.3401865505875,39304.19313584608,57037.624791322276,30398.9401435344,170212968.03261566,30398.595435332045,30237561.655305706,207051.8902891597,21279.016804732437,90376.76972551618,13,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested2000,Aug04v1,CONUS,-1,12,2000,-1,-1,-1,40934.173174248346,83034.9313772031,265.14189709409845,90376.76972551618,1.0,0.0
481,300386.0077625571,63.52618010084812,74343.36166571721,0,0.0,0.2665236620306841,333975.30858915736,0.28209007728539764,1097482.5541911002,145052.31538389876,4852.240239784652,37952.79133488744,57037.624791322276,32111.308043736786,170212968.03261566,32110.627359229464,59709167.39181604,207051.8902891597,22477.43915146062,62989.71476182767,3,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested2001,Aug04v1,CONUS,-1,12,2001,-1,-1,-1,38918.0189151061,74343.36166571721,63.52618010084812,62989.71476182767,1.0,0.0
93,306273.04497716896,112.1515655754892,79947.36500377198,0,0.0,0.2699333133065723,333975.30858915736,0.2919699785137299,1097482.5541911002,145052.31538389876,4779.60117082891,34760.155196575695,57037.624791322276,32862.74499067167,170212968.03261566,32862.100882497434,56500717.11527085,207051.8902891597,23003.470617748204,76162.2022483673,5,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested2002,Aug04v1,CONUS,-1,12,2002,-1,-1,-1,39404.27404732092,79947.36500377198,112.1515655754892,76162.2022483673,1.0,0.0
1543,301020.0848173516,2544.3982103560875,70715.19595619153,0,0.0,0.26609755344689456,333975.30858915736,0.2770270805637365,1097482.5541911002,145052.31538389876,5638.881920504314,27663.849916306783,57037.624791322276,31684.388320687904,170212968.03261566,31683.919681665986,41108686.11863507,207051.8902891597,22178.743777166183,244173.52493195512,76,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested2003,Aug04v1,CONUS,-1,12,2003,-1,-1,-1,63726.738492043405,70715.19595619153,2544.3982103560875,244173.52493195512,1.0,0.0
1201,298534.8805783242,40.72035176307004,78299.44365845349,0,0.0,0.2630067437968984,333975.30858915736,0.2837104588029233,1097482.5541911002,145052.31538389876,4186.174612867711,37519.78944981358,57037.624791322276,30121.341062926236,170212968.03261566,30120.85874070992,42308966.40082112,207051.8902891597,21084.601118496947,37621.155020234,5,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested2004,Aug04v1,CONUS,-1,12,2004,-1,-1,-1,38689.957248923296,78299.44365845349,40.72035176307004,37621.155020234,1.0,0.0
71,306573.6784246576,8624.392785498938,72365.86316589666,0,0.0,0.263908294234211,333975.30858915736,0.2778754068242968,1097482.5541911002,145052.31538389876,5068.619855538509,28740.64722596407,57037.624791322276,30502.684754890903,170212968.03261566,30502.352615082968,29135070.864991955,207051.8902891597,21351.646830558082,264550.0507341282,189,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested2005,Aug04v1,CONUS,-1,12,2005,-1,-1,-1,124526.6822346714,72365.86316589666,8624.392785498938,264550.0507341282,1.0,0.0
1356,301608.1127853881,3090.6396514852336,87169.99499271181,0,0.0,0.2662303199285058,333975.30858915736,0.2915429601798564,1097482.5541911002,145052.31538389876,4296.74158217306,32261.2525862793,57037.624791322276,31173.13212486177,170212968.03261566,31172.317657790332,71444480.03066891,207051.8902891597,21820.622360453235,224975.64968565322,80,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested2006,Aug04v1,CONUS,-1,12,2006,-1,-1,-1,69189.15203395725,87169.99499271181,3090.6396514852336,224975.64968565322,1.0,0.0
51,308302.8090182648,3046.1035854684496,80823.08095274978,0,0.0,0.2674591808935575,333975.30858915736,0.29241424879911904,1097482.5541911002,145052.31538389876,4491.861805625515,26378.58631160762,57037.624791322276,32480.923874574917,170212968.03261566,32480.27990013341,56488986.07635729,207051.8902891597,22736.195930093385,211085.6558205247,79,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested2007,Aug04v1,CONUS,-1,12,2007,-1,-1,-1,68743.79359715473,80823.08095274978,3046.1035854684496,211085.6558205247,1.0,0.0
312,304088.1985428051,47.5458871098431,103686.85507099473,0,0.0,0.2707288729496559,333975.30858915736,0.3112675948006041,1097482.5541911002,145052.31538389876,5226.250012865651,32574.81680123628,57037.624791322276,32554.80281822641,170212968.03261566,32554.15916832025,56460518.17036603,207051.8902891597,22787.91141782417,55116.12111977412,3,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested2008,Aug04v1,CONUS,-1,12,2008,-1,-1,-1,38758.21673916309,103686.85507099473,47.5458871098431,55116.12111977412,1.0,0.0
1243,300992.27808219177,104.22591725823273,83530.43828180777,0,0.0,0.2671937081846535,333975.30858915736,0.2914569861661884,1097482.5541911002,145052.31538389876,5168.175477927453,28395.910743646626,57037.624791322276,33094.20451755469,170212968.03261566,33093.46277592717,65065055.12888284,207051.8902891597,23165.423943149013,46921.402090532116,7,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested2009,Aug04v1,CONUS,-1,12,2009,-1,-1,-1,39325.017957561206,83530.43828180777,104.22591725823273,46921.402090532116,1.0,0.0
105,314756.4660958904,9909.8537262363,81454.02482959029,0,0.0,0.265923764832733,333975.30858915736,0.2921084441681488,1097482.5541911002,145052.31538389876,4688.235954765245,26787.10131342352,57037.624791322276,30983.61723950436,170212968.03261566,30983.239220409585,33159569.70737192,207051.8902891597,21688.26745428671,280602.99823435786,202,0.0,optimal,nYrs_20210220_SWBPGP_DYrs12_Tested2010,Aug04v1,CONUS,-1,12,2010,-1,-1,-1,137381.2924595981,81454.02482959029,9909.8537262363,280602.99823435786,1.0,0.0
