,demand series,lost_load dispatch,main_node_curtailment dispatch,natgas capacity,natgas dispatch,solar series,solar capacity,wind series,wind capacity,storage capacity,storage dispatch,storage stored,lost_load max dispatch,lost_load num hours,natgas curtailment,status,name,date,region,n_years,opt_years,test_years,iter,end_test_year,scale_factor,syst_cost,curtailed_gen,lost_load,max_lost_load,decarbonization,co2_intensity
1057,304674.93972602737,416.14471793542054,375268.91290978773,0,0.0,0.2680103812356238,1393350.1903295747,0.26686745988252775,1153288.154177857,3880973.78705161,15096.344812668227,208472.33523029124,243328.2507087407,5,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1989,Aug04v1,CONUS,-1,0,1989,-1,-1,-1,71760.79779790697,375268.91290978773,416.14471793542054,243328.2507087407,1.0,0.0
138,298942.67237442924,0.0,398730.6139755144,0,0.0,0.2638806293628622,1393350.1903295747,0.28719262977639115,1153288.154177857,3880973.78705161,10969.184260039634,170859.08445912428,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1990,Aug04v1,CONUS,-1,0,1990,-1,-1,-1,67599.35061855275,398730.6139755144,0.0,0.0,1.0,0.0
375,304121.599086758,0.0,376319.6589282725,0,0.0,0.26104045964163736,1393350.1903295747,0.27603138109639325,1153288.154177857,3880973.78705161,14586.832318894365,223106.72803505126,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1991,Aug04v1,CONUS,-1,0,1991,-1,-1,-1,67599.35061855275,376319.6589282725,0.0,0.0,1.0,0.0
703,293797.0072859745,0.0,359460.0406700049,0,0.0,0.25685292529445597,1393350.1903295747,0.2574973631627926,1153288.154177857,3880973.78705161,14358.401721179089,207457.95791572295,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1992,Aug04v1,CONUS,-1,0,1992,-1,-1,-1,67599.35061855277,359460.0406700049,0.0,0.0,1.0,0.0
1333,303858.71552511415,48.62040311793457,387781.095786568,0,0.0,0.2629793135138621,1393350.1903295747,0.2832842066866996,1153288.154177857,3880973.78705161,13832.907267925859,217419.27503447354,50681.27117288721,3,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1993,Aug04v1,CONUS,-1,0,1993,-1,-1,-1,68085.5546497321,387781.095786568,48.62040311793457,50681.27117288721,1.0,0.0
109,300165.1826484018,0.0,394589.49881857255,0,0.0,0.26459623972049845,1393350.1903295747,0.2837906342836385,1153288.154177857,3880973.78705161,10899.764419329696,164822.26783087073,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1994,Aug04v1,CONUS,-1,0,1994,-1,-1,-1,67599.35061855275,394589.49881857255,0.0,0.0,1.0,0.0
1673,304597.7723744292,82.04875492190773,383347.7260574848,0,0.0,0.26352530192303597,1393350.1903295747,0.2796362636824091,1153288.154177857,3880973.78705161,16364.42397555699,225087.02904632708,94361.25933990697,2,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1995,Aug04v1,CONUS,-1,0,1995,-1,-1,-1,68419.83816777184,383347.7260574848,82.04875492190773,94361.25933990697,1.0,0.0
1547,302336.11839708564,265.0136924167802,414690.4722033639,0,0.0,0.26656098729092004,1393350.1903295747,0.30071228894722724,1153288.154177857,3880973.78705161,13112.714948761593,196001.92043729004,320763.7714131436,3,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1996,Aug04v1,CONUS,-1,0,1996,-1,-1,-1,70249.48754272057,414690.4722033639,265.0136924167802,320763.7714131436,1.0,0.0
280,298511.59600456624,0.0,401104.87604270363,0,0.0,0.26346008016396294,1393350.1903295747,0.28956515566065244,1153288.154177857,3880973.78705161,12827.748374990502,219537.407858891,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1997,Aug04v1,CONUS,-1,0,1997,-1,-1,-1,67599.35061855275,401104.87604270363,0.0,0.0,1.0,0.0
1064,302805.7374429224,0.0,365433.8491091455,0,0.0,0.2647134692583764,1393350.1903295747,0.2613096450421656,1153288.154177857,3880973.78705161,17654.412883116034,242369.09871214203,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1998,Aug04v1,CONUS,-1,0,1998,-1,-1,-1,67599.35061855275,365433.8491091455,0.0,0.0,1.0,0.0
913,300332.9057077626,0.0,423042.2814278765,0,0.0,0.26952310198963475,1393350.1903295747,0.30253755292724566,1153288.154177857,3880973.78705161,9683.59029808021,170984.44982491471,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested1999,Aug04v1,CONUS,-1,0,1999,-1,-1,-1,67599.35061855275,423042.2814278765,0.0,0.0,1.0,0.0
999,300386.00776255707,232.1486050476323,395300.2539592175,0,0.0,0.2665236620306841,1393350.1903295747,0.28209007728539764,1153288.154177857,3880973.78705161,11123.856889275316,165829.19570837315,194726.06275799836,4,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2001,Aug04v1,CONUS,-1,0,2001,-1,-1,-1,69920.83666902909,395300.2539592175,232.1486050476323,194726.06275799836,1.0,0.0
1646,306273.04497716896,172.5978421485483,405333.16617845325,0,0.0,0.2699333133065723,1393350.1903295747,0.2919699785137299,1153288.154177857,3880973.78705161,12614.96624715201,168735.3866465965,207323.10932136746,4,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2002,Aug04v1,CONUS,-1,0,2002,-1,-1,-1,69325.32904003822,405333.16617845325,172.5978421485483,207323.10932136746,1.0,0.0
586,301020.0848173516,0.0,387716.6133044416,0,0.0,0.26609755344689456,1393350.1903295747,0.2770270805637365,1153288.154177857,3880973.78705161,13682.057839708486,198033.43025575284,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2003,Aug04v1,CONUS,-1,0,2003,-1,-1,-1,67599.35061855275,387716.6133044416,0.0,0.0,1.0,0.0
1251,298534.8805783242,0.0,393839.390688551,0,0.0,0.2630067437968984,1393350.1903295747,0.2837104588029233,1153288.154177857,3880973.78705161,11559.505492598593,157240.35843133213,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2004,Aug04v1,CONUS,-1,0,2004,-1,-1,-1,67599.35061855277,393839.390688551,0.0,0.0,1.0,0.0
667,306573.67842465756,4.867773299977152,379740.0016997397,0,0.0,0.263908294234211,1393350.1903295747,0.2778754068242968,1153288.154177857,3880973.78705161,16879.112166385516,253599.3119016752,10660.423526949962,1,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2005,Aug04v1,CONUS,-1,0,2005,-1,-1,-1,67648.02835155254,379740.0016997397,4.867773299977152,10660.423526949962,1.0,0.0
401,301608.11278538813,0.0,404312.83262589894,0,0.0,0.2662303199285058,1393350.1903295747,0.29154296017985637,1153288.154177857,3880973.78705161,11357.334561703079,201409.1607289484,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2006,Aug04v1,CONUS,-1,0,2006,-1,-1,-1,67599.35061855275,404312.83262589894,0.0,0.0,1.0,0.0
1279,308302.8090182648,0.0,400139.53864366043,0,0.0,0.2674591808935575,1393350.1903295747,0.29241424879911904,1153288.154177857,3880973.78705161,13115.338555355536,232411.9375752106,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2007,Aug04v1,CONUS,-1,0,2007,-1,-1,-1,67599.35061855275,400139.53864366043,0.0,0.0,1.0,0.0
146,304088.1985428051,0.0,430812.3596114327,0,0.0,0.2707288729496559,1393350.1903295747,0.3112675948006041,1153288.154177857,3880973.78705161,11687.0957056458,200895.41971867665,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2008,Aug04v1,CONUS,-1,0,2008,-1,-1,-1,67599.35061855277,430812.3596114327,0.0,0.0,1.0,0.0
1367,300992.27808219177,68.80166776448621,406148.63956798456,0,0.0,0.2671937081846535,1393350.1903295747,0.2914569861661884,1153288.154177857,3880973.78705161,12187.00670674763,185932.1771364758,146401.8434270787,2,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2009,Aug04v1,CONUS,-1,0,2009,-1,-1,-1,68287.36729619761,406148.63956798456,68.80166776448621,146401.8434270787,1.0,0.0
1581,314756.4660958904,93.22971163852328,390801.94831706653,0,0.0,0.265923764832733,1393350.1903295747,0.2921084441681488,1153288.154177857,3880973.78705161,17480.4686264446,240996.97349728047,123033.15753162352,3,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2010,Aug04v1,CONUS,-1,0,2010,-1,-1,-1,68531.64773493799,390801.94831706653,93.22971163852328,123033.15753162352,1.0,0.0
930,310507.2966894977,0.0,428698.41498723364,0,0.0,0.2715464541660344,1393350.1903295747,0.31382565288911207,1153288.154177857,3880973.78705161,9747.452436123267,175464.2068675822,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2011,Aug04v1,CONUS,-1,0,2011,-1,-1,-1,67599.35061855275,428698.41498723364,0.0,0.0,1.0,0.0
561,304626.139571949,0.0,411989.76511027094,0,0.0,0.27001853277040194,1393350.1903295747,0.29619830568552274,1153288.154177857,3880973.78705161,10938.077959442775,101212.65932808325,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2012,Aug04v1,CONUS,-1,0,2012,-1,-1,-1,67599.35061855277,411989.76511027094,0.0,0.0,1.0,0.0
672,305395.1433789954,0.0,404684.42408584285,0,0.0,0.2691500907322936,1393350.1903295747,0.2916084347454845,1153288.154177857,3880973.78705161,11224.655907218486,191893.03634428183,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2013,Aug04v1,CONUS,-1,0,2013,-1,-1,-1,67599.35061855275,404684.42408584285,0.0,0.0,1.0,0.0
1256,305191.95707762556,0.0,423238.10028652276,0,0.0,0.2650796826455621,1393350.1903295747,0.3124546051342735,1153288.154177857,3880973.78705161,11398.359017549405,223144.82487474915,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2014,Aug04v1,CONUS,-1,0,2014,-1,-1,-1,67599.35061855275,423238.10028652276,0.0,0.0,1.0,0.0
640,305580.20993150683,0.0,375765.4792339738,0,0.0,0.2605947335874114,1393350.1903295747,0.2772280830048403,1153288.154177857,3880973.78705161,13281.132481241366,199370.29836621138,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2015,Aug04v1,CONUS,-1,0,2015,-1,-1,-1,67599.35061855275,375765.4792339738,0.0,0.0,1.0,0.0
1244,307092.93522313295,0.0,404199.7036813276,0,0.0,0.26490610678651355,1393350.1903295747,0.2978223001247438,1153288.154177857,3880973.78705161,11585.392568318299,180031.4046081987,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2016,Aug04v1,CONUS,-1,0,2016,-1,-1,-1,67599.35061855277,404199.7036813276,0.0,0.0,1.0,0.0
277,302036.3121004566,0.0,403405.69913729426,0,0.0,0.26426189793513105,1393350.1903295747,0.293547134797889,1153288.154177857,3880973.78705161,11787.564216947547,185260.03524871412,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2017,Aug04v1,CONUS,-1,0,2017,-1,-1,-1,67599.35061855275,403405.69913729426,0.0,0.0,1.0,0.0
1551,312238.38778538816,82.7196928096885,375585.1293969422,0,0.0,0.26412747334661285,1393350.1903295747,0.27867265294554433,1153288.154177857,3880973.78705161,15019.691105760508,205446.36228050568,177140.9268839562,2,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2018,Aug04v1,CONUS,-1,0,2018,-1,-1,-1,68426.54754664964,375585.1293969422,82.7196928096885,177140.9268839562,1.0,0.0
1464,308819.6184931507,0.0,392241.0523722852,0,0.0,0.2641655045338622,1393350.1903295747,0.2897661834580256,1153288.154177857,3880973.78705161,10770.329841081142,142983.28098296432,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2019,Aug04v1,CONUS,-1,0,2019,-1,-1,-1,67599.35061855275,392241.0523722852,0.0,0.0,1.0,0.0
355,304589.92076502735,0.0,419510.2200770885,0,0.0,0.27182205867777515,1393350.1903295747,0.3004261049920211,1153288.154177857,3880973.78705161,10069.107576046652,202924.32823654925,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs0_Tested2020,Aug04v1,CONUS,-1,0,2020,-1,-1,-1,67599.35061855277,419510.2200770885,0.0,0.0,1.0,0.0
1694,301977.5055936073,0.0,610330.8401029648,0,0.0,0.2674545444406294,605155.3151861149,0.28379868260612123,2645028.7448352776,1609912.2005920855,1780.823752868099,89763.84500757935,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1979,Aug04v1,CONUS,-1,1,1979,-1,-1,-1,63109.61325647077,610330.8401029648,0.0,0.0,1.0,0.0
1081,309578.18920765026,0.0,574821.7458702654,0,0.0,0.26395246787924637,605155.3151861149,0.27400936253503594,2645028.7448352776,1609912.2005920855,840.5165106647694,139801.63105129803,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1980,Aug04v1,CONUS,-1,1,1980,-1,-1,-1,63109.61325647075,574821.7458702654,0.0,0.0,1.0,0.0
1385,302284.44771689497,0.0,569009.2123647261,0,0.0,0.25912471314351126,605155.3151861149,0.2701820545982502,2645028.7448352776,1609912.2005920855,1396.0390957652592,110040.22737985765,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1981,Aug04v1,CONUS,-1,1,1981,-1,-1,-1,63109.61325647077,569009.2123647261,0.0,0.0,1.0,0.0
1177,299633.2605022831,0.0,595435.0950779009,0,0.0,0.2566909347760672,605155.3151861149,0.27972785144362056,2645028.7448352776,1609912.2005920855,1412.566052268139,70557.79037660167,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1982,Aug04v1,CONUS,-1,1,1982,-1,-1,-1,63109.61325647077,595435.0950779009,0.0,0.0,1.0,0.0
966,305800.8093607306,120.0709517177235,555960.9768872219,0,0.0,0.25458505936381387,605155.3151861149,0.2675755547752008,2645028.7448352776,1609912.2005920855,1496.2891069629547,50939.56655542088,86128.27939797024,7,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1983,Aug04v1,CONUS,-1,1,1983,-1,-1,-1,64310.322773648004,555960.9768872219,120.0709517177235,86128.27939797024,1.0,0.0
980,300952.78608834243,0.0,608346.5812715357,0,0.0,0.2595475552552688,605155.3151861149,0.28445890763276277,2645028.7448352776,1609912.2005920855,1516.6862637463364,61376.71846612949,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1984,Aug04v1,CONUS,-1,1,1984,-1,-1,-1,63109.61325647075,608346.5812715357,0.0,0.0,1.0,0.0
152,304312.90342465753,0.0,621927.8372669715,0,0.0,0.2627501869639085,605155.3151861149,0.29012179959123024,2645028.7448352776,1609912.2005920855,1254.3178798006668,455605.610221848,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1985,Aug04v1,CONUS,-1,1,1985,-1,-1,-1,63109.61325647077,621927.8372669715,0.0,0.0,1.0,0.0
1036,301565.7832191781,101.52047485570371,573544.2800401304,0,0.0,0.2586173468685507,605155.3151861149,0.2717274504417589,2645028.7448352776,1609912.2005920855,1990.1500845243806,81779.80213732462,84765.40979271749,6,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1986,Aug04v1,CONUS,-1,1,1986,-1,-1,-1,64124.81800502781,573544.2800401304,101.52047485570371,84765.40979271749,1.0,0.0
1719,303652.43230593606,55.41892174760751,516358.32890665694,0,0.0,0.26164664662124054,605155.3151861149,0.2502367280831821,2645028.7448352776,1609912.2005920855,2377.567819471107,61308.3603438136,96922.46136218449,3,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1987,Aug04v1,CONUS,-1,1,1987,-1,-1,-1,63663.802473946846,516358.32890665694,55.41892174760751,96922.46136218449,1.0,0.0
1535,307889.9653916211,93.55301212639905,629243.7568181439,0,0.0,0.2648600958818636,605155.3151861149,0.293708643783056,2645028.7448352776,1609912.2005920855,972.2516104725596,99275.58220880452,116164.45874266577,3,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1988,Aug04v1,CONUS,-1,1,1988,-1,-1,-1,64045.14337773475,629243.7568181439,93.55301212639905,116164.45874266577,1.0,0.0
783,304674.93972602737,191.76288744616008,563387.6942237284,0,0.0,0.2680103812356238,605155.3151861149,0.26686745988252775,2645028.7448352776,1609912.2005920855,1692.6244729288176,96185.88588574567,190728.46456589916,4,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1989,Aug04v1,CONUS,-1,1,1989,-1,-1,-1,65027.24213093236,563387.6942237284,191.76288744616008,190728.46456589916,1.0,0.0
921,298942.67237442924,0.0,620314.0457866567,0,0.0,0.2638806293628622,605155.3151861149,0.28719262977639115,2645028.7448352776,1609912.2005920855,573.6472460229664,96277.77058586199,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1990,Aug04v1,CONUS,-1,1,1990,-1,-1,-1,63109.61325647077,620314.0457866567,0.0,0.0,1.0,0.0
359,304121.599086758,0.0,583868.0351843544,0,0.0,0.26104045964163736,605155.3151861149,0.27603138109639325,2645028.7448352776,1609912.2005920855,808.4551589446148,134683.66785064325,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1991,Aug04v1,CONUS,-1,1,1991,-1,-1,-1,63109.61325647077,583868.0351843544,0.0,0.0,1.0,0.0
693,293797.0072859745,0.0,542613.6547765343,0,0.0,0.25685292529445597,605155.3151861149,0.2574973631627926,2645028.7448352776,1609912.2005920855,1015.8320143304182,27716.543429409885,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1992,Aug04v1,CONUS,-1,1,1992,-1,-1,-1,63109.61325647075,542613.6547765343,0.0,0.0,1.0,0.0
366,303858.71552511415,0.0,604347.262059484,0,0.0,0.2629793135138621,605155.3151861149,0.2832842066866996,2645028.7448352776,1609912.2005920855,2059.1311039382085,308616.44467600883,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1993,Aug04v1,CONUS,-1,1,1993,-1,-1,-1,63109.61325647077,604347.262059484,0.0,0.0,1.0,0.0
1315,300165.1826484018,0.0,610561.2273952337,0,0.0,0.26459623972049845,605155.3151861149,0.2837906342836385,2645028.7448352776,1609912.2005920855,258.0225959136463,101413.74773675298,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1994,Aug04v1,CONUS,-1,1,1994,-1,-1,-1,63109.61325647077,610561.2273952337,0.0,0.0,1.0,0.0
1573,304597.7723744292,0.0,594415.7681301936,0,0.0,0.26352530192303597,605155.3151861149,0.2796362636824091,2645028.7448352776,1609912.2005920855,944.8535901607058,105160.15776236453,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1995,Aug04v1,CONUS,-1,1,1995,-1,-1,-1,63109.61325647077,594415.7681301936,0.0,0.0,1.0,0.0
1006,302336.11839708564,296.4167049698114,654513.6842285156,0,0.0,0.26656098729092004,605155.3151861149,0.30071228894722724,2645028.7448352776,1609912.2005920855,1346.333436933982,42115.16261384647,300642.0764640804,3,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1996,Aug04v1,CONUS,-1,1,1996,-1,-1,-1,66073.78030616888,654513.6842285156,296.4167049698114,300642.0764640804,1.0,0.0
1483,298511.59600456624,53.14020969245214,626802.6287181897,0,0.0,0.26346008016396294,605155.3151861149,0.28956515566065244,2645028.7448352776,1609912.2005920855,723.494800213708,85972.63600527948,61567.21842956799,3,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1997,Aug04v1,CONUS,-1,1,1997,-1,-1,-1,63641.01535339528,626802.6287181897,53.14020969245214,61567.21842956799,1.0,0.0
1373,302805.7374429224,0.0,548375.2367544019,0,0.0,0.2647134692583764,605155.3151861149,0.2613096450421656,2645028.7448352776,1609912.2005920855,1639.6743377443504,101261.46981356098,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1998,Aug04v1,CONUS,-1,1,1998,-1,-1,-1,63109.61325647077,548375.2367544019,0.0,0.0,1.0,0.0
1466,300332.9057077626,0.0,662729.8337238549,0,0.0,0.26952310198963475,605155.3151861149,0.30253755292724566,2645028.7448352776,1609912.2005920855,2344.0296311170346,60700.56817640221,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested1999,Aug04v1,CONUS,-1,1,1999,-1,-1,-1,63109.61325647077,662729.8337238549,0.0,0.0,1.0,0.0
29,303179.88342440804,163.58524501684016,628353.2661548266,0,0.0,0.26564944974459803,605155.3151861149,0.29142427094198037,2645028.7448352776,1609912.2005920855,1929.4082068715652,72634.45878233772,140269.30884176856,5,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested2000,Aug04v1,CONUS,-1,1,2000,-1,-1,-1,64745.46570663917,628353.2661548266,163.58524501684016,140269.30884176856,1.0,0.0
1416,306273.04497716896,94.32948984417118,629316.5311711711,0,0.0,0.2699333133065723,605155.3151861149,0.2919699785137299,2645028.7448352776,1609912.2005920855,1123.1319208890498,47339.718708324,112787.15949188409,3,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested2002,Aug04v1,CONUS,-1,1,2002,-1,-1,-1,64052.908154912475,629316.5311711711,94.32948984417118,112787.15949188409,1.0,0.0
1030,301020.0848173516,6.398163927365107,592687.2069812259,0,0.0,0.26609755344689456,605155.3151861149,0.2770270805637365,2645028.7448352776,1609912.2005920855,660.0115936593986,64058.32106509678,14011.979000929583,1,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested2003,Aug04v1,CONUS,-1,1,2003,-1,-1,-1,63173.59489574442,592687.2069812259,6.398163927365107,14011.979000929583,1.0,0.0
383,298534.8805783242,0.0,610872.0748124439,0,0.0,0.2630067437968984,605155.3151861149,0.2837104588029233,2645028.7448352776,1609912.2005920855,1549.494237518598,281363.89172470465,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested2004,Aug04v1,CONUS,-1,1,2004,-1,-1,-1,63109.61325647075,610872.0748124439,0.0,0.0,1.0,0.0
256,306573.67842465756,0.0,587845.263704446,0,0.0,0.263908294234211,605155.3151861149,0.2778754068242968,2645028.7448352776,1609912.2005920855,2460.743547101778,142868.86327355227,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested2005,Aug04v1,CONUS,-1,1,2005,-1,-1,-1,63109.61325647077,587845.263704446,0.0,0.0,1.0,0.0
363,301608.11278538813,0.0,630438.099225296,0,0.0,0.2662303199285058,605155.3151861149,0.29154296017985637,2645028.7448352776,1609912.2005920855,1828.4405594958043,74801.31044168255,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested2006,Aug04v1,CONUS,-1,1,2006,-1,-1,-1,63109.61325647077,630438.099225296,0.0,0.0,1.0,0.0
1304,308302.8090182648,0.0,626641.4898584082,0,0.0,0.2674591808935575,605155.3151861149,0.29241424879911904,2645028.7448352776,1609912.2005920855,3175.5590035767113,116965.81673059458,0.0,0,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested2007,Aug04v1,CONUS,-1,1,2007,-1,-1,-1,63109.61325647077,626641.4898584082,0.0,0.0,1.0,0.0
653,304088.1985428051,64.86926562468474,683014.3107747096,0,0.0,0.2707288729496559,605155.3151861149,0.3112675948006041,2645028.7448352776,1609912.2005920855,960.2800603119789,37276.811946355665,114159.01703609093,2,0.0,optimal,nYrs_20210220_SWB_DYrs1_Tested2008,Aug04v1,CONUS,-1,1,2008,-1,-1,-1,63758.30591271761,683014.3107747096,64.86926562468474,114159.01703609093,1.0,0.0
