Capacity data calculated from MERRA-2,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
Year,Month,Day,Hour,wind
2019,4,9,10,0.1326940718059668
2019,4,9,11,0.09132965616623483
2019,4,9,12,0.06948690236165381
2019,4,9,13,0.06464830689328807
2019,4,9,14,0.07267207765954835
2019,4,9,15,0.09538848825140361
2019,4,9,16,0.16511273020642636
2019,4,9,17,0.28876478033252684
2019,4,9,18,0.39197825744802106
2019,4,9,19,0.457018146548858
2019,4,9,20,0.4932566494621336
2019,4,9,21,0.5099993333736597
2019,4,9,22,0.5120674632382144
2019,4,9,23,0.5056934173205823
2019,4,9,24,0.49649160956381433
2019,4,10,1,0.48395113621866587
2019,4,10,2,0.4694778669560952
2019,4,10,3,0.45321229114462785
2019,4,10,4,0.43408543717287734
2019,4,10,5,0.37500291541199055
2019,4,10,6,0.31479502382101027
2019,4,10,7,0.2816216563440007
2019,4,10,8,0.24196402404567147
2019,4,10,9,0.1954982270359755
2019,4,10,10,0.14952271751707513
2019,4,10,11,0.11385723481844758
2019,4,10,12,0.09553470131653823
2019,4,10,13,0.09214295419262666
2019,4,10,14,0.10083719918685866
2019,4,10,15,0.1248371835174391
2019,4,10,16,0.20146184972893413
2019,4,10,17,0.3356131674613731
2019,4,10,18,0.43610451543378
2019,4,10,19,0.5009784584710884
2019,4,10,20,0.5304101862228365
2019,4,10,21,0.5373605872163101
2019,4,10,22,0.5307489433347664
2019,4,10,23,0.5165866651855893
2019,4,10,24,0.5016817836251833
2019,4,11,1,0.49042312350459655
2019,4,11,2,0.4785656581204721
2019,4,11,3,0.4638493282787049
2019,4,11,4,0.44116783310142615
2019,4,11,5,0.38625593198156294
2019,4,11,6,0.30407824066067307
2019,4,11,7,0.2691438235608285
2019,4,11,8,0.22920562655340745
2019,4,11,9,0.18317092907318908
2019,4,11,10,0.1425080285005011
2019,4,11,11,0.10967168130954488
2019,4,11,12,0.09638513783368424
2019,4,11,13,0.0985454311046468
2019,4,11,14,0.11228890990398561
2019,4,11,15,0.13989266384175458
2019,4,11,16,0.22516535659670045
2019,4,11,17,0.3554122623961667
2019,4,11,18,0.4492228569054804
2019,4,11,19,0.501938698367543
2019,4,11,20,0.5217766653040519
2019,4,11,21,0.5236245811853918
2019,4,11,22,0.5179926519026387
2019,4,11,23,0.5067094456648826
2019,4,11,24,0.49074856511085574
2019,4,12,1,0.4742341554695949
2019,4,12,2,0.4591023472310625
2019,4,12,3,0.4444449706648237
2019,4,12,4,0.42584438899639876
2019,4,12,5,0.3714875759885149
2019,4,12,6,0.27198120262753367
2019,4,12,7,0.21004791829395997
2019,4,12,8,0.19480677859105297
2019,4,12,9,0.16240906509469719
2019,4,12,10,0.12427328800685616
2019,4,12,11,0.09784459854767019
2019,4,12,12,0.08813869296718561
2019,4,12,13,0.08992693144551417
2019,4,12,14,0.09905574447684587
2019,4,12,15,0.1171354282833161
2019,4,12,16,0.187626852865456
2019,4,12,17,0.2985525386407136
2019,4,12,18,0.39232408484913217
2019,4,12,19,0.46296538625955835
2019,4,12,20,0.5032479241021384
2019,4,12,21,0.5253341291013439
2019,4,12,22,0.5310784313886274
2019,4,12,23,0.5247440950469117
2019,4,12,24,0.5142565689402099
2019,4,13,1,0.5026232467806903
2019,4,13,2,0.4915680483575103
2019,4,13,3,0.48037712599250704
2019,4,13,4,0.45842713891859227
2019,4,13,5,0.39084193984700155
2019,4,13,6,0.2745969406433489
2019,4,13,7,0.20081817290803142
2019,4,13,8,0.1827228319443654
2019,4,13,9,0.16448977754197147
2019,4,13,10,0.1457308407118804
2019,4,13,11,0.12828953320723274
2019,4,13,12,0.11903328320130407
2019,4,13,13,0.12005065744710004
2019,4,13,14,0.13056192033068917
2019,4,13,15,0.155168963970292
2019,4,13,16,0.24501424025856694
2019,4,13,17,0.37105493014594465
2019,4,13,18,0.47261947912479213
2019,4,13,19,0.5344082483309721
2019,4,13,20,0.5621691548966365
2019,4,13,21,0.5737579814241794
2019,4,13,22,0.5725871650354716
2019,4,13,23,0.5632869184207614
2019,4,13,24,0.5497999143981983
2019,4,14,1,0.5327351747438458
2019,4,14,2,0.5109015125105141
2019,4,14,3,0.4879037190067593
2019,4,14,4,0.45965111364472716
2019,4,14,5,0.38565559131657734
2019,4,14,6,0.27616903878126886
2019,4,14,7,0.24982661482094004
2019,4,14,8,0.2513373016903718
2019,4,14,9,0.24786528649035783
2019,4,14,10,0.24006351324864492
2019,4,14,11,0.2166954853723394
2019,4,14,12,0.19541855913440295
2019,4,14,13,0.18573707576164636
2019,4,14,14,0.1864234173262944
2019,4,14,15,0.20134877047114358
2019,4,14,16,0.27666874063407226
2019,4,14,17,0.37395274452342103
2019,4,14,18,0.4532232884656483
2019,4,14,19,0.5058995863528483
2019,4,14,20,0.533661511091237
2019,4,14,21,0.5408175885875462
2019,4,14,22,0.5395087946718785
2019,4,14,23,0.5290911406972914
2019,4,14,24,0.5085544657211584
2019,4,15,1,0.4813682316814265
2019,4,15,2,0.45337256926983893
2019,4,15,3,0.42893905762722984
2019,4,15,4,0.4066824498955591
2019,4,15,5,0.35665432829906607
2019,4,15,6,0.29108850846915846
2019,4,15,7,0.2542830547920197
2019,4,15,8,0.22235554044814623
2019,4,15,9,0.19433919189435409
2019,4,15,10,0.17490362116299385
2019,4,15,11,0.13782693697358384
2019,4,15,12,0.11234836718500643
2019,4,15,13,0.1039273952769285
2019,4,15,14,0.10828593735154765
2019,4,15,15,0.1246296303499419
2019,4,15,16,0.1720895687570774
2019,4,15,17,0.24998327353878969
2019,4,15,18,0.34607101187194467
2019,4,15,19,0.4061369942549675
2019,4,15,20,0.441212218799716
2019,4,15,21,0.46188402433868164
2019,4,15,22,0.4734746167660077
2019,4,15,23,0.4769287444554748
2019,4,15,24,0.47157408852224897
2019,4,16,1,0.46204704136174496
2019,4,16,2,0.44890649474207683
2019,4,16,3,0.4330995801024946
2019,4,16,4,0.4142757720949256
2019,4,16,5,0.37872103046971756
2019,4,16,6,0.3120763847014522
2019,4,16,7,0.2635296748250264
2019,4,16,8,0.2276450250177758
2019,4,16,9,0.19222781393818666
2019,4,16,10,0.1452830485261903
2019,4,16,11,0.10903150126515264
2019,4,16,12,0.08768549592245567
2019,4,16,13,0.08164981111372492
2019,4,16,14,0.08771684353505527
2019,4,16,15,0.10669876997508407
2019,4,16,16,0.16976917663217048
2019,4,16,17,0.2915634128518069
2019,4,16,18,0.41766564437414955
2019,4,16,19,0.4856186113014793
2019,4,16,20,0.5220893709988799
2019,4,16,21,0.5403526121001745
2019,4,16,22,0.5412878661328576
2019,4,16,23,0.5309525003458677
2019,4,16,24,0.5136149367148963
2019,4,17,1,0.4967979640992534
2019,4,17,2,0.48097965639614687
2019,4,17,3,0.4651283346747562
2019,4,17,4,0.4515111280815246
2019,4,17,5,0.4087187515590232
2019,4,17,6,0.3348679185749138
2019,4,17,7,0.28694223926381673
2019,4,17,8,0.24585771377147364
2019,4,17,9,0.2293705666093757
2019,4,17,10,0.18875532202126938
2019,4,17,11,0.1481038976972121
2019,4,17,12,0.12264212793399804
2019,4,17,13,0.1122278835796657
2019,4,17,14,0.11537254831087777
2019,4,17,15,0.13548802889277156
2019,4,17,16,0.210522752806427
2019,4,17,17,0.3773656309244312
2019,4,17,18,0.4915713720999265
2019,4,17,19,0.557194706823065
2019,4,17,20,0.5928296346636338
2019,4,17,21,0.6030007016988836
2019,4,17,22,0.5949517955967577
2019,4,17,23,0.5795763411914362
2019,4,17,24,0.5610294347238052
2019,4,18,1,0.542244387307358
2019,4,18,2,0.5226784214402774
2019,4,18,3,0.5059738084019972
2019,4,18,4,0.4872798475028848
2019,4,18,5,0.4380424271865062
2019,4,18,6,0.41293075474874197
2019,4,18,7,0.3858220544320753
2019,4,18,8,0.34351331459148393
2019,4,18,9,0.3007152695180356
2019,4,18,10,0.24430728716600808
2019,4,18,11,0.19753338690028968
2019,4,18,12,0.1668364414064366
2019,4,18,13,0.15518585670327104
2019,4,18,14,0.16023877329801423
2019,4,18,15,0.18276140720324519
2019,4,18,16,0.26071406124020696
2019,4,18,17,0.4334622531619369
2019,4,18,18,0.5218709764698087
2019,4,18,19,0.5692335847108266
2019,4,18,20,0.593882997419679
2019,4,18,21,0.5993209473514614
2019,4,18,22,0.5869671730324848
2019,4,18,23,0.5685769853014329
2019,4,18,24,0.5516423775671166
2019,4,19,1,0.5380088787996979
2019,4,19,2,0.5285212295057498
2019,4,19,3,0.5236080788738631
2019,4,19,4,0.5215985473405936
2019,4,19,5,0.4823654451353836
2019,4,19,6,0.4198508009646075
2019,4,19,7,0.3779949246046105
2019,4,19,8,0.33830165645828586
2019,4,19,9,0.3323525496468879
2019,4,19,10,0.30095428712047184
2019,4,19,11,0.25980189563744316
2019,4,19,12,0.23242308677652163
2019,4,19,13,0.2218158970334173
2019,4,19,14,0.22556102923774887
2019,4,19,15,0.24088949493472447
2019,4,19,16,0.312005655915522
2019,4,19,17,0.4697197981442937
2019,4,19,18,0.5520160732837646
2019,4,19,19,0.59639598295091
2019,4,19,20,0.6121543590022942
2019,4,19,21,0.6087609543304134
2019,4,19,22,0.59346577686886
2019,4,19,23,0.5686680028746367
2019,4,19,24,0.5416530732512213
2019,4,20,1,0.5175852640091289
2019,4,20,2,0.49660202559582
2019,4,20,3,0.47632303676015486
2019,4,20,4,0.4545211064346
2019,4,20,5,0.40112112790875304
2019,4,20,6,0.3149795446262899
2019,4,20,7,0.2939332621894972
2019,4,20,8,0.2690008272525481
2019,4,20,9,0.2458728468651126
2019,4,20,10,0.21883790314359522
2019,4,20,11,0.1907709103392878
2019,4,20,12,0.1766948149739246
2019,4,20,13,0.17279585467302994
2019,4,20,14,0.1782480961266008
2019,4,20,15,0.19569517385884827
2019,4,20,16,0.27097946577128734
2019,4,20,17,0.4527609352644752
2019,4,20,18,0.5497251560138512
2019,4,20,19,0.5967892793454536
2019,4,20,20,0.6178139991200593
2019,4,20,21,0.6238070621607389
2019,4,20,22,0.6215161278194621
2019,4,20,23,0.6137992133883143
2019,4,20,24,0.5990642393420142
2019,4,21,1,0.580675887880705
2019,4,21,2,0.5580369364377084
2019,4,21,3,0.5327655343192766
2019,4,21,4,0.505114102870057
2019,4,21,5,0.4355298234709196
2019,4,21,6,0.3606315416723554
2019,4,21,7,0.35444434108513606
2019,4,21,8,0.32050669939524234
2019,4,21,9,0.28121766245635604
2019,4,21,10,0.24433770720749126
2019,4,21,11,0.21765527683848945
2019,4,21,12,0.2083611188423518
2019,4,21,13,0.21588442230052857
2019,4,21,14,0.23845535063501022
2019,4,21,15,0.2758404318051298
2019,4,21,16,0.3484465674266972
2019,4,21,17,0.5149500445699299
2019,4,21,18,0.5903881809794198
2019,4,21,19,0.6323940798557761
2019,4,21,20,0.6486857262550928
2019,4,21,21,0.6518525390147645
2019,4,21,22,0.6447860014434759
2019,4,21,23,0.6279399975417795
2019,4,21,24,0.6040080668825875
2019,4,22,1,0.5776361306778278
2019,4,22,2,0.5499401905728566
2019,4,22,3,0.5245151884972835
2019,4,22,4,0.4992600248188688
2019,4,22,5,0.4329557190060088
2019,4,22,6,0.41040135542669454
2019,4,22,7,0.3973843311729008
2019,4,22,8,0.33315592032024627
2019,4,22,9,0.2955886533834855
2019,4,22,10,0.25014375783499293
2019,4,22,11,0.2043552045446004
2019,4,22,12,0.18015751396126925
2019,4,22,13,0.17644829038584253
2019,4,22,14,0.18835437304548824
2019,4,22,15,0.21239137561351368
2019,4,22,16,0.2816524546591055
2019,4,22,17,0.45640399381683056
2019,4,22,18,0.5449000687592138
2019,4,22,19,0.6035420990015965
2019,4,22,20,0.6238293553397151
2019,4,22,21,0.625290210357666
2019,4,22,22,0.6176735325882375
2019,4,22,23,0.6017025675869705
2019,4,22,24,0.5790295067884986
2019,4,23,1,0.5524045445509096
2019,4,23,2,0.5273704848639497
2019,4,23,3,0.5028331383762765
2019,4,23,4,0.4770232763623729
2019,4,23,5,0.3970917728483128
2019,4,23,6,0.3030842304196238
2019,4,23,7,0.2954440778316177
2019,4,23,8,0.2882087008192404
2019,4,23,9,0.2556538942702142
2019,4,23,10,0.21541262104668113
2019,4,23,11,0.17896497230812192
2019,4,23,12,0.15816456939467427
2019,4,23,13,0.1530520880927946
2019,4,23,14,0.1585258713631723
2019,4,23,15,0.17176471228461998
2019,4,23,16,0.23256673711730297
2019,4,23,17,0.36726937513514146
2019,4,23,18,0.4619358400319791
2019,4,23,19,0.5230704980797597
2019,4,23,20,0.5438216183695943
2019,4,23,21,0.5482879762623903
2019,4,23,22,0.546973487747591
2019,4,23,23,0.5459288056092504
2019,4,23,24,0.5390587676708161
2019,4,24,1,0.5242635757849293
2019,4,24,2,0.5052121156062732
2019,4,24,3,0.48642861543363447
2019,4,24,4,0.4600396134510857
2019,4,24,5,0.37105221428745316
2019,4,24,6,0.25319879361002867
2019,4,24,7,0.19771252502289915
2019,4,24,8,0.2153157488450097
2019,4,24,9,0.19571366419799033
2019,4,24,10,0.1573551040961655
2019,4,24,11,0.12779203411043452
2019,4,24,12,0.11045064193197923
2019,4,24,13,0.10224544193279847
2019,4,24,14,0.10298502265058847
2019,4,24,15,0.11528495213173166
2019,4,24,16,0.1737669523602952
2019,4,24,17,0.29766623418178595
2019,4,24,18,0.4142587376662238
2019,4,24,19,0.477459750379632
2019,4,24,20,0.5073131952999621
2019,4,24,21,0.5251150183043092
2019,4,24,22,0.5345658932334216
2019,4,24,23,0.536378341305348
2019,4,24,24,0.5293101369388764
2019,4,25,1,0.5160549246509789
2019,4,25,2,0.5009585798831427
2019,4,25,3,0.484353189479536
2019,4,25,4,0.4575552882932238
2019,4,25,5,0.37175405988310795
2019,4,25,6,0.2311554625061331
2019,4,25,7,0.1454889425793216
2019,4,25,8,0.14482105906546155
2019,4,25,9,0.1696906142826035
2019,4,25,10,0.15875774879547042
2019,4,25,11,0.13415274406332758
2019,4,25,12,0.12284145936974843
2019,4,25,13,0.12190352976289891
2019,4,25,14,0.1292156415176142
2019,4,25,15,0.14902760574296342
2019,4,25,16,0.21350957513712
2019,4,25,17,0.3186358640824394
2019,4,25,18,0.41168385102075455
2019,4,25,19,0.4589806934634868
2019,4,25,20,0.4812164858384243
2019,4,25,21,0.49321146281465045
2019,4,25,22,0.500495697759981
2019,4,25,23,0.5059470897927028
2019,4,25,24,0.5083849320933823
2019,4,26,1,0.5064406396353079
2019,4,26,2,0.4982491379728294
2019,4,26,3,0.4855455526774827
2019,4,26,4,0.469139890477651
2019,4,26,5,0.4098858357263113
2019,4,26,6,0.2766108281351093
2019,4,26,7,0.1647815799458557
2019,4,26,8,0.15261510208889256
2019,4,26,9,0.19373429199833347
2019,4,26,10,0.20137009283737137
2019,4,26,11,0.17755181966351744
2019,4,26,12,0.1581503285464815
2019,4,26,13,0.14883412707300703
2019,4,26,14,0.148812027757742
2019,4,26,15,0.16088349682672043
2019,4,26,16,0.22020994198215887
2019,4,26,17,0.34278898031247723
2019,4,26,18,0.43941490719751064
2019,4,26,19,0.48979810220524356
2019,4,26,20,0.5158958539068197
2019,4,26,21,0.5289487039227472
2019,4,26,22,0.5355083058892337
2019,4,26,23,0.5376039540169608
2019,4,26,24,0.5405941916972797
2019,4,27,1,0.5471603559913136
2019,4,27,2,0.551822771963589
2019,4,27,3,0.5496071756439483
2019,4,27,4,0.5362709891154878
2019,4,27,5,0.4662279926689225
2019,4,27,6,0.33466741390556265
2019,4,27,7,0.23849181659427487
2019,4,27,8,0.23022278539834093
2019,4,27,9,0.24587391467743577
2019,4,27,10,0.24980390169537986
2019,4,27,11,0.2223491479163488
2019,4,27,12,0.19690364077016131
2019,4,27,13,0.17782400213551805
2019,4,27,14,0.16778440872627903
2019,4,27,15,0.17415900194244338
2019,4,27,16,0.23869035596677074
2019,4,27,17,0.38376042444634717
2019,4,27,18,0.4894131893718963
2019,4,27,19,0.5443563827950927
2019,4,27,20,0.5709903455596294
2019,4,27,21,0.5890698278128995
2019,4,27,22,0.5989255837772004
2019,4,27,23,0.5993472859113221
2019,4,27,24,0.5934534153796451
2019,4,28,1,0.5821069157277237
2019,4,28,2,0.566297367510596
2019,4,28,3,0.5486155601654088
2019,4,28,4,0.5248233213918845
2019,4,28,5,0.4522640098766913
2019,4,28,6,0.33644231296551735
2019,4,28,7,0.2328208381083606
2019,4,28,8,0.22269746948610972
2019,4,28,9,0.2423671963611727
2019,4,28,10,0.23544455007679133
2019,4,28,11,0.19581656734867103
2019,4,28,12,0.16240879879514664
2019,4,28,13,0.14034741919534996
2019,4,28,14,0.13127994278681399
2019,4,28,15,0.13943151045666793
2019,4,28,16,0.20236874035427413
2019,4,28,17,0.3196504025578373
2019,4,28,18,0.42425770991663436
2019,4,28,19,0.49432976516033195
2019,4,28,20,0.5361358604520954
2019,4,28,21,0.5604660216287599
2019,4,28,22,0.5713681531749818
2019,4,28,23,0.5698713772944053
2019,4,28,24,0.5596336573910726
2019,4,29,1,0.5454459247658077
2019,4,29,2,0.5280273981990801
2019,4,29,3,0.5082820855794986
2019,4,29,4,0.4734267047396228
2019,4,29,5,0.40175571036867247
2019,4,29,6,0.2942999676830423
2019,4,29,7,0.20264158900486479
2019,4,29,8,0.168450534413976
2019,4,29,9,0.17450521204187366
2019,4,29,10,0.1590123059477184
2019,4,29,11,0.13029132823942902
2019,4,29,12,0.11328073040337079
2019,4,29,13,0.10700364121869349
2019,4,29,14,0.11033341073349634
2019,4,29,15,0.13032138263101312
2019,4,29,16,0.20498444704686938
2019,4,29,17,0.2923273894371629
2019,4,29,18,0.36715731057740625
2019,4,29,19,0.44002104822991317
2019,4,29,20,0.4775950661092249
2019,4,29,21,0.49618947697054167
2019,4,29,22,0.5058822550920852
2019,4,29,23,0.5060171880419194
2019,4,29,24,0.49537283407517957
2019,4,30,1,0.4781492247340033
2019,4,30,2,0.4595822232676181
2019,4,30,3,0.44039680042224366
2019,4,30,4,0.40522711115633103
2019,4,30,5,0.3463049717806908
2019,4,30,6,0.25038524515446636
2019,4,30,7,0.1789513240933978
2019,4,30,8,0.16874720280266625
2019,4,30,9,0.16487962432711334
2019,4,30,10,0.1473110717425073
2019,4,30,11,0.12971074528137688
2019,4,30,12,0.12090475608667856
2019,4,30,13,0.1190044303292581
2019,4,30,14,0.12248610744581646
2019,4,30,15,0.13520943554853457
2019,4,30,16,0.19033252264570807
2019,4,30,17,0.2526729712841403
2019,4,30,18,0.3104355857450837
2019,4,30,19,0.35155310345339247
2019,4,30,20,0.3706278685960062
2019,4,30,21,0.37369432882318965
2019,4,30,22,0.3708259012922938
2019,4,30,23,0.36612959967330616
2019,4,30,24,0.3601779843367529
2019,5,1,1,0.3537164177090416
2019,5,1,2,0.3420392326536562
2019,5,1,3,0.32729751369334525
2019,5,1,4,0.3016656597524489
2019,5,1,5,0.2660718056756128
2019,5,1,6,0.21676927412612093
2019,5,1,7,0.15275450218908296
2019,5,1,8,0.12139642413262225
2019,5,1,9,0.11933146485825381
2019,5,1,10,0.11108472099708412
2019,5,1,11,0.1040002007882683
2019,5,1,12,0.10271617555806752
2019,5,1,13,0.10644412126518225
2019,5,1,14,0.11351568886869363
2019,5,1,15,0.1292413565772997
2019,5,1,16,0.1869755298503404
2019,5,1,17,0.24691863436903874
2019,5,1,18,0.30444806125437396
2019,5,1,19,0.3439820918279305
2019,5,1,20,0.36442445975847065
2019,5,1,21,0.3749278926528033
2019,5,1,22,0.3754884354820908
2019,5,1,23,0.37363382048911675
2019,5,1,24,0.36931619014545003
2019,5,2,1,0.36140065470434174
2019,5,2,2,0.35030433200979433
2019,5,2,3,0.33711881155817003
2019,5,2,4,0.311620210217982
2019,5,2,5,0.2797944060913986
2019,5,2,6,0.21608475923712717
2019,5,2,7,0.14287199915025975
2019,5,2,8,0.1241712809510742
2019,5,2,9,0.12244698342351897
2019,5,2,10,0.10760762135649737
2019,5,2,11,0.10100902237025036
2019,5,2,12,0.10115684477507215
2019,5,2,13,0.10713380914270453
2019,5,2,14,0.11800197735250446
2019,5,2,15,0.13911746191126464
2019,5,2,16,0.20606664818510248
2019,5,2,17,0.27667744040872766
2019,5,2,18,0.32961351674007977
2019,5,2,19,0.3717319895657493
2019,5,2,20,0.3933521487061273
2019,5,2,21,0.40332120954914796
2019,5,2,22,0.406599250761469
2019,5,2,23,0.40392846474845223
2019,5,2,24,0.4005300494967634
2019,5,3,1,0.3937749953851973
2019,5,3,2,0.3848253756186848
2019,5,3,3,0.3745247112589445
2019,5,3,4,0.3560698692540821
2019,5,3,5,0.32811004224487267
2019,5,3,6,0.24689979404569365
2019,5,3,7,0.17088860181461835
2019,5,3,8,0.16403563745583827
2019,5,3,9,0.16169322649273526
2019,5,3,10,0.13727443819095414
2019,5,3,11,0.11880161554173062
2019,5,3,12,0.1136186718069754
2019,5,3,13,0.11825199829388482
2019,5,3,14,0.13089028200759947
2019,5,3,15,0.15575164359970003
2019,5,3,16,0.24362981124298383
2019,5,3,17,0.3604699424849336
2019,5,3,18,0.44910185060854446
2019,5,3,19,0.5165965228751583
2019,5,3,20,0.5575531878571411
2019,5,3,21,0.5758816972631324
2019,5,3,22,0.583314798680455
2019,5,3,23,0.5844133712246936
2019,5,3,24,0.5815390757341262
2019,5,4,1,0.5734687734474333
2019,5,4,2,0.5600805818255348
2019,5,4,3,0.5425824828104198
2019,5,4,4,0.5130248896453733
2019,5,4,5,0.44821101013557163
2019,5,4,6,0.34724676690701195
2019,5,4,7,0.29457550622975937
2019,5,4,8,0.29042766331952136
2019,5,4,9,0.274739068946823
2019,5,4,10,0.22197925702117183
2019,5,4,11,0.17210574602863868
2019,5,4,12,0.14707852241735908
2019,5,4,13,0.14012530688707237
2019,5,4,14,0.14645820848312788
2019,5,4,15,0.16693823017003964
2019,5,4,16,0.24994304006167262
2019,5,4,17,0.3799679664402488
2019,5,4,18,0.4468614961474183
2019,5,4,19,0.5030924010981576
2019,5,4,20,0.5383670953571712
2019,5,4,21,0.556632386828716
2019,5,4,22,0.5637737271334243
2019,5,4,23,0.5612007482779163
2019,5,4,24,0.5547060488607468
2019,5,5,1,0.5465185421131338
2019,5,5,2,0.5346949976142534
2019,5,5,3,0.5172028804150205
2019,5,5,4,0.4928677436177788
2019,5,5,5,0.4258818348286137
2019,5,5,6,0.305020183028485
2019,5,5,7,0.20975294840645786
2019,5,5,8,0.20651163058418479
2019,5,5,9,0.21453124091076334
2019,5,5,10,0.200533647769343
2019,5,5,11,0.17161946381848378
2019,5,5,12,0.15346049193006225
2019,5,5,13,0.1452738365309645
2019,5,5,14,0.14416846422898824
2019,5,5,15,0.15352525667889808
2019,5,5,16,0.22375538874538398
2019,5,5,17,0.3155312006312279
2019,5,5,18,0.3884806535871633
2019,5,5,19,0.45965889784799935
2019,5,5,20,0.4918570675120764
2019,5,5,21,0.503595504515089
2019,5,5,22,0.5104282423427091
2019,5,5,23,0.5115400316340588
2019,5,5,24,0.5064090720343476
2019,5,6,1,0.49820034584893147
2019,5,6,2,0.4875384928718312
2019,5,6,3,0.4743946501976507
2019,5,6,4,0.44428416626351547
2019,5,6,5,0.38213936892732997
2019,5,6,6,0.2749624842999719
2019,5,6,7,0.1854494930530187
2019,5,6,8,0.1675923463572067
2019,5,6,9,0.16599876959298185
2019,5,6,10,0.16486560682680906
2019,5,6,11,0.14762129158573653
2019,5,6,12,0.13503808330137884
2019,5,6,13,0.12902593409018623
2019,5,6,14,0.1315055214806462
2019,5,6,15,0.14566043621253133
2019,5,6,16,0.20729527914223422
2019,5,6,17,0.28403997824643495
2019,5,6,18,0.35070391623540287
2019,5,6,19,0.43104033489516225
2019,5,6,20,0.4753932084751278
2019,5,6,21,0.5002986731706908
2019,5,6,22,0.5179203811465118
2019,5,6,23,0.5264689268769328
2019,5,6,24,0.5237319997039228
2019,5,7,1,0.5182333716240506
2019,5,7,2,0.5096924804809886
2019,5,7,3,0.5020742529687572
2019,5,7,4,0.48970051496113914
2019,5,7,5,0.457906833767725
2019,5,7,6,0.3949356667487376
2019,5,7,7,0.332826025253067
2019,5,7,8,0.29746219326741363
2019,5,7,9,0.29112585586234446
2019,5,7,10,0.27319397094514153
2019,5,7,11,0.23023712706416902
2019,5,7,12,0.19583865357790087
2019,5,7,13,0.1769616967360462
2019,5,7,14,0.17262360223124226
2019,5,7,15,0.18300663304479697
2019,5,7,16,0.24658723336263505
2019,5,7,17,0.3417914546251968
2019,5,7,18,0.4280551746375089
2019,5,7,19,0.5236898589754783
2019,5,7,20,0.5634525971052993
2019,5,7,21,0.5849634255333832
2019,5,7,22,0.5949704887840602
2019,5,7,23,0.5976288977749178
2019,5,7,24,0.59457889471452
2019,5,8,1,0.5875501528391489
2019,5,8,2,0.5770426997592956
2019,5,8,3,0.5610047227291284
2019,5,8,4,0.5298742095595566
2019,5,8,5,0.48457142275982684
2019,5,8,6,0.46857182348107485
2019,5,8,7,0.4347782748223017
2019,5,8,8,0.3710576219085812
2019,5,8,9,0.3223761549290224
2019,5,8,10,0.29424574643398294
2019,5,8,11,0.2524358333084507
2019,5,8,12,0.21645202993373433
2019,5,8,13,0.19623297121702224
2019,5,8,14,0.18971975918146247
2019,5,8,15,0.2010868628962626
2019,5,8,16,0.2585049216599168
2019,5,8,17,0.3685024600595422
2019,5,8,18,0.45218824069427077
2019,5,8,19,0.5148072447316164
2019,5,8,20,0.5462496338095342
2019,5,8,21,0.5657205868061493
2019,5,8,22,0.5770963548738617
2019,5,8,23,0.5770458493857479
2019,5,8,24,0.5694993108570742
2019,5,9,1,0.5599397041291847
2019,5,9,2,0.5502562426733847
2019,5,9,3,0.5400301504834099
2019,5,9,4,0.5218428453526622
2019,5,9,5,0.48400219784694226
2019,5,9,6,0.4676234099463701
2019,5,9,7,0.44010583724004837
2019,5,9,8,0.37418480108924457
2019,5,9,9,0.3155629610907715
2019,5,9,10,0.2780482881989851
2019,5,9,11,0.23266722134658785
2019,5,9,12,0.18944558903918124
2019,5,9,13,0.16371756029093132
2019,5,9,14,0.15617390120383992
2019,5,9,15,0.1677527837867277
2019,5,9,16,0.22190677675698392
2019,5,9,17,0.34806940186606733
2019,5,9,18,0.4375313226340744
2019,5,9,19,0.4865738965102499
2019,5,9,20,0.5126744167796586
2019,5,9,21,0.5281056292619944
2019,5,9,22,0.5332929322688472
2019,5,9,23,0.5311210849503816
2019,5,9,24,0.5235898690958394
2019,5,10,1,0.5144897872961905
2019,5,10,2,0.5054214139565876
2019,5,10,3,0.4979657870717365
2019,5,10,4,0.480719770914227
2019,5,10,5,0.4334635064875428
2019,5,10,6,0.36312368690331787
2019,5,10,7,0.33450545393925496
2019,5,10,8,0.29513502364799515
2019,5,10,9,0.26329852205410853
2019,5,10,10,0.2234450668690766
2019,5,10,11,0.18872215026502984
2019,5,10,12,0.16056608023742538
2019,5,10,13,0.14734494641212928
2019,5,10,14,0.14780835246766982
2019,5,10,15,0.1625819290415952
2019,5,10,16,0.22849504222250577
2019,5,10,17,0.3786876913038504
2019,5,10,18,0.48072227309310506
2019,5,10,19,0.5259499344110343
2019,5,10,20,0.5471797057605755
2019,5,10,21,0.5561924956438962
2019,5,10,22,0.555827899681383
2019,5,10,23,0.5472643009536107
2019,5,10,24,0.5336653182019578
2019,5,11,1,0.5198185441188936
2019,5,11,2,0.5094757768207805
2019,5,11,3,0.49827413608248616
2019,5,11,4,0.47352555359146425
2019,5,11,5,0.421481915494883
2019,5,11,6,0.3290645719412394
2019,5,11,7,0.2713019112382812
2019,5,11,8,0.24795433150264853
2019,5,11,9,0.23833888262771077
2019,5,11,10,0.20864618172906046
2019,5,11,11,0.17625687983770277
2019,5,11,12,0.14939905085399965
2019,5,11,13,0.1347573746334954
2019,5,11,14,0.13274684547128474
2019,5,11,15,0.14409387392061707
2019,5,11,16,0.206764932269525
