Capacity data calculated from MERRA-2,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
Year,Month,Day,Hour,wind
2019,1,3,14,0.18891545345104524
2019,1,3,15,0.22559902837187978
2019,1,3,16,0.34699674528280244
2019,1,3,17,0.45303310516725204
2019,1,3,18,0.5303359178781706
2019,1,3,19,0.5756443968200599
2019,1,3,20,0.5899277329715863
2019,1,3,21,0.5819782370234435
2019,1,3,22,0.5606614985025902
2019,1,3,23,0.5382275000542633
2019,1,3,24,0.5217982257930815
2019,1,4,1,0.5085816848089382
2019,1,4,2,0.49843752320032986
2019,1,4,3,0.4875698951061768
2019,1,4,4,0.4711148235293051
2019,1,4,5,0.48823449967948346
2019,1,4,6,0.4699807903961118
2019,1,4,7,0.41723892441516
2019,1,4,8,0.3374745593532964
