Capacity data calculated from MERRA-2,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
Year,Month,Day,Hour,solar
2019,2,1,19,0.0
2019,2,1,20,0.0
2019,2,1,21,0.0
2019,2,1,22,0.0
2019,2,1,23,0.0
2019,2,1,24,0.0
2019,2,2,1,0.0
2019,2,2,2,0.0
2019,2,2,3,0.0
2019,2,2,4,0.01667628157839136
2019,2,2,5,0.19543432021573387
2019,2,2,6,0.4455281613081444
2019,2,2,7,0.6687377193358434
2019,2,2,8,0.7713033530233286
2019,2,2,9,0.7950761842143589
2019,2,2,10,0.7926559936374464
2019,2,2,11,0.7785230289623044
2019,2,2,12,0.7603395193251757
2019,2,2,13,0.7278004585681069
2019,2,2,14,0.6476953716746333
2019,2,2,15,0.47687605316102916
2019,2,2,16,0.2686896956827918
2019,2,2,17,0.08797322906804092
2019,2,2,18,4.868983142823059e-05
2019,2,2,19,0.0
2019,2,2,20,0.0
2019,2,2,21,0.0
2019,2,2,22,0.0
2019,2,2,23,0.0
2019,2,2,24,0.0
2019,2,3,1,0.0
2019,2,3,2,0.0
2019,2,3,3,0.0
2019,2,3,4,0.015417961235281347
2019,2,3,5,0.19542676233654338
2019,2,3,6,0.4674999655720176
2019,2,3,7,0.678407974434086
2019,2,3,8,0.7803913003463786
2019,2,3,9,0.7994942789526807
2019,2,3,10,0.7908663881427137
2019,2,3,11,0.775618210269797
2019,2,3,12,0.7579193796797374
2019,2,3,13,0.7285222425510023
2019,2,3,14,0.6473573299335381
2019,2,3,15,0.4710773996543952
2019,2,3,16,0.2692759697765338
2019,2,3,17,0.08704583150051164
2019,2,3,18,3.445416061820285e-05
2019,2,3,19,0.0
2019,2,3,20,0.0
2019,2,3,21,0.0
2019,2,3,22,0.0
2019,2,3,23,0.0
2019,2,3,24,0.0
2019,2,4,1,0.0
2019,2,4,2,0.0
2019,2,4,3,0.0
2019,2,4,4,0.013618552385485407
2019,2,4,5,0.18752101252077816
2019,2,4,6,0.48330408887071424
2019,2,4,7,0.6852206097704543
2019,2,4,8,0.777639435232373
2019,2,4,9,0.7994337541010409
2019,2,4,10,0.7953471546620057
2019,2,4,11,0.785605114042762
2019,2,4,12,0.7743959301435359
2019,2,4,13,0.751389308333187
2019,2,4,14,0.6857846921924592
2019,2,4,15,0.5213976809787885
2019,2,4,16,0.3287784942303454
2019,2,4,17,0.13444172631318105
2019,2,4,18,4.6294451152259296e-05
2019,2,4,19,0.0
2019,2,4,20,0.0
2019,2,4,21,0.0
2019,2,4,22,0.0
2019,2,4,23,0.0
2019,2,4,24,0.0
2019,2,5,1,0.0
2019,2,5,2,0.0
2019,2,5,3,0.0
2019,2,5,4,0.012107358621233029
2019,2,5,5,0.158767563932375
2019,2,5,6,0.4639153977608767
