BEGIN_DATA,,,,
Year,Month,Day,Hour,wind 25% top
2017,5,23,24,0.4921269082500284
2017,5,24,4,0.47859735100002837
2017,5,24,8,0.4322990322500283
2017,5,24,12,0.41069636225002826
2017,5,24,16,0.28207735450002824
2017,5,24,20,0.33268368175002827
2017,5,24,24,0.3728411012500283
2017,5,25,4,0.6436639595000284
2017,5,25,8,0.7566150622500283
2017,5,25,12,0.6739427980000282
2017,5,25,16,0.5440339702500284
2017,5,25,20,0.5878507032500283
2017,5,25,24,0.5842289252500283
2017,5,26,4,0.6897210395000284
2017,5,26,8,0.6707893845000283
2017,5,26,12,0.5455805805000281
2017,5,26,16,0.32084787550002813
2017,5,26,20,0.22267928675002818
2017,5,26,24,0.19810241325002823
2017,5,27,4,0.3777982280000282
2017,5,27,8,0.47269429375002836
2017,5,27,12,0.4742919640000282
2017,5,27,16,0.24793552250002826
2017,5,27,20,0.25035848800002825
2017,5,27,24,0.3321455515000283
2017,5,28,4,0.5308694765000281
2017,5,28,8,0.6437583807500281
2017,5,28,12,0.6186245422500283
2017,5,28,16,0.3814054697500282
2017,5,28,20,0.48815930500002813
2017,5,28,24,0.5021501615000281
2017,5,29,4,0.5222021247500279
2017,5,29,8,0.508145227500028
2017,5,29,12,0.48077929275002795
2017,5,29,16,0.3385146057500279
2017,5,29,20,0.4340878375000279
2017,5,29,24,0.4360565187500279
2017,5,30,4,0.4597769450000279
2017,5,30,8,0.34340896875002785
2017,5,30,12,0.3124070732500279
2017,5,30,16,0.17816461200002792
2017,5,30,20,0.2593022697500279
2017,5,30,24,0.2343171255000279
2017,5,31,4,0.35424589575002796
2017,5,31,8,0.45843963575002794
2017,5,31,12,0.38243028525002787
2017,5,31,16,0.1491292427500278
2017,5,31,20,0.1834357255000278
2017,5,31,24,0.18338176600002784
2017,6,1,4,0.4055815897500278
2017,6,1,8,0.4766534907500278
2017,6,1,12,0.3820118672500276
2017,6,1,16,0.13852809800002763
2017,6,1,20,0.15670340900002766
2017,6,1,24,0.19417725300002764
2017,6,2,4,0.5367184005000276
2017,6,2,8,0.6130104450000274
2017,6,2,12,0.48906438200002755
2017,6,2,16,0.2342894560000276
2017,6,2,20,0.3489371650000277
2017,6,2,24,0.3944495580000276
2017,6,3,4,0.5171121032500274
2017,6,3,8,0.45896820550002737
2017,6,3,12,0.32877403550002743
2017,6,3,16,0.10872577275002744
2017,6,3,20,0.14540059125002744
2017,6,3,24,0.1486661355000274
2017,6,4,4,0.23516670725002736
2017,6,4,8,0.2875061087500274
2017,6,4,12,0.30694978000002754
2017,6,4,16,0.1067100205000275
2017,6,4,20,0.1232458215000275
2017,6,4,24,0.1277446020000275
2017,6,5,4,0.33410347725002754
2017,6,5,8,0.3967170750000275
2017,6,5,12,0.3663624737500275
2017,6,5,16,0.1701961810000276
2017,6,5,20,0.17379565025002763
2017,6,5,24,0.19571354700002763
2017,6,6,4,0.4968127827500276
2017,6,6,8,0.5007843780000276
2017,6,6,12,0.3323498982500276
2017,6,6,16,0.17178699525002755
2017,6,6,20,0.12469187300002754
2017,6,6,24,0.12848644600002754
2017,6,7,4,0.2749551285000275
2017,6,7,8,0.2845149127500275
2017,6,7,12,0.17684000575002745
2017,6,7,16,0.05139823000002747
2017,6,7,20,0.05395927675002745
2017,6,7,24,0.07177551600002745
2017,6,8,4,0.3635301977500274
2017,6,8,8,0.45124378100002727
2017,6,8,12,0.2928393360000274
2017,6,8,16,0.1193549227500274
2017,6,8,20,0.12143093500002741
2017,6,8,24,0.13978487925002747
2017,6,9,4,0.4893886452500274
2017,6,9,8,0.6063013017500274
2017,6,9,12,0.49126359725002755
2017,6,9,16,0.3000203382500275
2017,6,9,20,0.3800154107500275
2017,6,9,24,0.4635589727500274
2017,6,10,4,0.7802632010000274
2017,6,10,8,0.7915148747500275
2017,6,10,12,0.7389880977500276
2017,6,10,16,0.7425206350000277
2017,6,10,20,0.6591218545000279
2017,6,10,24,0.618615046750028
2017,6,11,4,0.7091410915000278
2017,6,11,8,0.7413000032500278
2017,6,11,12,0.7231317662500278
2017,6,11,16,0.6027085440000277
2017,6,11,20,0.5424096820000278
2017,6,11,24,0.5529090535000278
2017,6,12,4,0.6464316395000279
2017,6,12,8,0.6290017097500281
2017,6,12,12,0.521701626000028
2017,6,12,16,0.33697564625002807
2017,6,12,20,0.3832933065000281
2017,6,12,24,0.591398713250028
2017,6,13,4,0.8074959572500281
2017,6,13,8,0.8025172055000281
2017,6,13,12,0.6534479560000279
2017,6,13,16,0.5099408380000281
2017,6,13,20,0.5838540267500282
2017,6,13,24,0.6756886162500283
2017,6,14,4,0.7549910907500282
2017,6,14,8,0.7603677390000281
2017,6,14,12,0.6864125522500282
2017,6,14,16,0.503375396000028
2017,6,14,20,0.4652604302500281
2017,6,14,24,0.4645019492500281
2017,6,15,4,0.567106054500028
2017,6,15,8,0.5719590500000279
2017,6,15,12,0.44739487925002797
2017,6,15,16,0.278256653250028
2017,6,15,20,0.355087858750028
2017,6,15,24,0.44010373650002804
2017,6,16,4,0.4890405840000279
2017,6,16,8,0.4721662975000279
2017,6,16,12,0.4174226207500278
2017,6,16,16,0.21868266200002776
2017,6,16,20,0.3046011465000278
2017,6,16,24,0.38338335975002785
