BEGIN_DATA,,,,
Year,Month,Day,Hour,solar 25% top
2017,2,2,12,1.4243814461245563e-14
2017,2,2,16,0.12366433750001425
2017,2,2,20,0.5252738380000141
2017,2,2,24,0.4429996970000142
2017,2,3,4,0.004419269750014179
2017,2,3,8,1.4179629692634421e-14
2017,2,3,12,1.4179629692634421e-14
2017,2,3,16,0.12424704600001418
2017,2,3,20,0.4944113632500142
2017,2,3,24,0.43664503100001417
2017,2,4,4,0.006982124500014189
2017,2,4,8,1.4189170671752294e-14
2017,2,4,12,1.4189170671752294e-14
2017,2,4,16,0.16091596975001418
2017,2,4,20,0.5998829405000143
2017,2,4,24,0.5145451525000143
2017,2,5,4,0.007317201750014324
2017,2,5,8,1.4323611741140496e-14
2017,2,5,12,1.4323611741140496e-14
2017,2,5,16,0.14907096700001432
2017,2,5,20,0.5547244117500143
2017,2,5,24,0.45297767475001427
2017,2,6,4,0.004311691500014259
2017,2,6,8,1.4258559610791366e-14
2017,2,6,12,1.4258559610791366e-14
2017,2,6,16,0.10007290475001426
2017,2,6,20,0.4836664657500143
2017,2,6,24,0.4189474755000144
2017,2,7,4,0.0061583907500143975
2017,2,7,8,1.43982048506075e-14
2017,2,7,12,1.43982048506075e-14
2017,2,7,16,0.1237054950000144
2017,2,7,20,0.5071334600000146
2017,2,7,24,0.4640504815000144
2017,2,8,4,0.005788696500014415
2017,2,8,8,1.441468472362928e-14
2017,2,8,12,1.441468472362928e-14
2017,2,8,16,0.15231345450001443
2017,2,8,20,0.5904567067500145
2017,2,8,24,0.5321665527500146
2017,2,9,4,0.00680020925001458
2017,2,9,8,1.4579483453847075e-14
2017,2,9,12,1.4579483453847075e-14
2017,2,9,16,0.17921991775001458
2017,2,9,20,0.6044795952500146
2017,2,9,24,0.5080082320000145
2017,2,10,4,0.006244687750014508
2017,2,10,8,1.4507492429594038e-14
2017,2,10,12,1.4507492429594038e-14
2017,2,10,16,0.1450413377500145
2017,2,10,20,0.5085290712500146
2017,2,10,24,0.39373115625001465
2017,2,11,4,0.0035662780000146332
2017,2,11,8,1.4632831349105495e-14
2017,2,11,12,1.4632831349105495e-14
2017,2,11,16,0.14027984575001465
2017,2,11,20,0.5147310570000146
2017,2,11,24,0.4663369407500147
2017,2,12,4,0.014206133500014706
2017,2,12,8,1.4704366338760664e-14
2017,2,12,12,1.4704366338760664e-14
2017,2,12,16,0.1345726795000147
2017,2,12,20,0.5548576025000147
2017,2,12,24,0.4595643032500146
2017,2,13,4,0.017512145750014627
2017,2,13,8,1.4628166566611398e-14
2017,2,13,12,1.4628166566611398e-14
2017,2,13,16,0.10829866475001464
2017,2,13,20,0.5297061957500147
2017,2,13,24,0.4639454965000147
2017,2,14,4,0.014703585750014708
2017,2,14,8,1.470878129947488e-14
2017,2,14,12,1.470878129947488e-14
2017,2,14,16,0.1794703392500147
2017,2,14,20,0.6579676840000146
2017,2,14,24,0.5858134357500147
2017,2,15,4,0.017225826250014634
2017,2,15,8,1.4631969850423688e-14
2017,2,15,12,1.4631969850423688e-14
2017,2,15,16,0.22611118550001463
2017,2,15,20,0.7237313352500147
2017,2,15,24,0.6437856107500147
2017,2,16,4,0.017468422250014742
2017,2,16,8,1.474283629882391e-14
2017,2,16,12,1.474283629882391e-14
2017,2,16,16,0.21259797550001475
2017,2,16,20,0.6772782717500146
2017,2,16,24,0.5977700597500145
2017,2,17,4,0.01924873200001445
2017,2,17,8,1.445340344668122e-14
2017,2,17,12,1.445340344668122e-14
2017,2,17,16,0.16092258625001446
2017,2,17,20,0.4934406877500145
2017,2,17,24,0.3964042732500146
2017,2,18,4,0.005008121500014576
2017,2,18,8,1.4575052836258225e-14
2017,2,18,12,1.4575052836258225e-14
2017,2,18,16,0.09860290475001457
