BEGIN_DATA,,,,
Year,Month,Day,Hour,Demand
2017,1,1,1,34048
2017,1,1,2,35717
2017,1,1,3,34894
2017,1,1,4,33703
2017,1,1,5,32518
2017,1,1,6,31397
2017,1,1,7,30351
2017,1,1,8,29416
2017,1,1,9,28857
2017,1,1,10,28181
2017,1,1,11,27794
2017,1,1,12,27613
2017,1,1,13,27757
2017,1,1,14,28351
2017,1,1,15,29028
2017,1,1,16,29799
2017,1,1,17,30815
2017,1,1,18,31450
2017,1,1,19,31921
2017,1,1,20,32201
2017,1,1,21,32260
2017,1,1,22,32202
2017,1,1,23,32212
2017,1,1,24,32254
2017,1,2,1,33254
2017,1,2,2,35057
2017,1,2,3,34765
2017,1,2,4,34009
2017,1,2,5,33149
2017,1,2,6,31730
2017,1,2,7,30120
2017,1,2,8,28548
2017,1,2,9,27482
2017,1,2,10,26918
2017,1,2,11,26816
2017,1,2,12,27172
2017,1,2,13,28071
2017,1,2,14,29398
2017,1,2,15,30352
2017,1,2,16,31288
2017,1,2,17,32218
2017,1,2,18,33177
2017,1,2,19,34017
2017,1,2,20,34515
2017,1,2,21,34941
2017,1,2,22,35313
2017,1,2,23,35518
2017,1,2,24,35475
2017,1,3,1,35884
2017,1,3,2,37411
2017,1,3,3,36910
2017,1,3,4,35954
2017,1,3,5,34511
2017,1,3,6,32300
2017,1,3,7,29908
2017,1,3,8,28298
2017,1,3,9,27296
2017,1,3,10,26890
2017,1,3,11,27006
2017,1,3,12,27720
2017,1,3,13,29934
2017,1,3,14,33537
2017,1,3,15,35348
2017,1,3,16,35508
2017,1,3,17,35600
2017,1,3,18,35944
2017,1,3,19,36279
2017,1,3,20,36697
2017,1,3,21,37226
2017,1,3,22,37565
2017,1,3,23,37761
2017,1,3,24,38172
2017,1,4,1,39265
2017,1,4,2,41169
2017,1,4,3,41009
2017,1,4,4,40344
2017,1,4,5,38964
2017,1,4,6,36791
2017,1,4,7,34582
2017,1,4,8,33266
2017,1,4,9,32949
2017,1,4,10,32983
2017,1,4,11,33640
2017,1,4,12,35102
2017,1,4,13,37964
2017,1,4,14,42540
2017,1,4,15,44366
2017,1,4,16,44077
2017,1,4,17,44118
2017,1,4,18,43739
2017,1,4,19,43139
2017,1,4,20,42151
2017,1,4,21,41498
2017,1,4,22,40328
2017,1,4,23,39295
2017,1,4,24,39497
2017,1,5,1,41769
2017,1,5,2,44706
2017,1,5,3,45065
2017,1,5,4,44770
2017,1,5,5,43415
2017,1,5,6,40933
2017,1,5,7,38601
2017,1,5,8,37097
2017,1,5,9,36250
2017,1,5,10,35736
2017,1,5,11,35761
2017,1,5,12,36580
2017,1,5,13,38948
2017,1,5,14,42677
2017,1,5,15,43865
2017,1,5,16,42897
2017,1,5,17,42483
2017,1,5,18,42285
2017,1,5,19,41777
2017,1,5,20,41214
2017,1,5,21,40861
2017,1,5,22,40583
2017,1,5,23,40765
2017,1,5,24,41934
2017,1,6,1,44203
2017,1,6,2,46645
2017,1,6,3,47180
2017,1,6,4,47321
2017,1,6,5,46471
2017,1,6,6,44496
2017,1,6,7,42698
2017,1,6,8,41857
2017,1,6,9,41712
2017,1,6,10,41826
2017,1,6,11,42417
2017,1,6,12,43972
2017,1,6,13,47041
2017,1,6,14,51431
2017,1,6,15,53624
2017,1,6,16,53792
2017,1,6,17,54524
2017,1,6,18,55020
2017,1,6,19,54898
2017,1,6,20,54673
2017,1,6,21,54758
2017,1,6,22,54832
2017,1,6,23,55091
2017,1,6,24,56057
2017,1,7,1,57850
2017,1,7,2,59662
2017,1,7,3,59395
2017,1,7,4,58961
2017,1,7,5,57980
2017,1,7,6,56182
2017,1,7,7,54718
2017,1,7,8,53796
2017,1,7,9,53319
2017,1,7,10,53266
2017,1,7,11,53559
2017,1,7,12,54299
2017,1,7,13,55603
2017,1,7,14,57235
2017,1,7,15,58665
2017,1,7,16,58840
2017,1,7,17,57523
2017,1,7,18,55274
2017,1,7,19,52472
2017,1,7,20,49364
2017,1,7,21,46395
2017,1,7,22,44030
2017,1,7,23,42578
2017,1,7,24,42484
2017,1,8,1,44972
2017,1,8,2,48872
2017,1,8,3,50353
2017,1,8,4,51168
2017,1,8,5,51190
2017,1,8,6,50517
2017,1,8,7,49754
2017,1,8,8,49034
2017,1,8,9,48798
2017,1,8,10,48816
2017,1,8,11,49074
2017,1,8,12,49773
2017,1,8,13,50876
2017,1,8,14,52351
2017,1,8,15,53487
2017,1,8,16,53081
2017,1,8,17,51138
2017,1,8,18,48734
2017,1,8,19,46208
2017,1,8,20,43743
2017,1,8,21,41512
2017,1,8,22,39902
2017,1,8,23,38947
2017,1,8,24,39186
2017,1,9,1,41441
2017,1,9,2,44552
2017,1,9,3,45409
2017,1,9,4,45300
2017,1,9,5,44186
2017,1,9,6,42016
2017,1,9,7,39739
2017,1,9,8,38322
2017,1,9,9,37605
2017,1,9,10,37434
2017,1,9,11,37765
2017,1,9,12,38995
2017,1,9,13,41772
2017,1,9,14,45662
2017,1,9,15,46545
2017,1,9,16,44938
