BEGIN_DATA,,,,
Year,Month,Day,Hour,Demand
2018,1,1,1,52917
2018,1,1,2,54476
2018,1,1,3,54009
2018,1,1,4,53207
2018,1,1,5,52403
2018,1,1,6,51437
2018,1,1,7,50863
2018,1,1,8,50587
2018,1,1,9,50650
2018,1,1,10,50737
2018,1,1,11,51021
2018,1,1,12,51727
2018,1,1,13,52953
2018,1,1,14,54315
2018,1,1,15,55106
2018,1,1,16,55567
2018,1,1,17,56087
2018,1,1,18,55952
2018,1,1,19,55272
2018,1,1,20,54104
2018,1,1,21,52642
2018,1,1,22,51450
2018,1,1,23,50785
2018,1,1,24,51339
2018,1,2,1,54199
2018,1,2,2,57027
2018,1,2,3,57318
2018,1,2,4,57274
2018,1,2,5,56380
2018,1,2,6,54452
2018,1,2,7,52594
2018,1,2,8,51219
2018,1,2,9,50518
2018,1,2,10,50239
2018,1,2,11,50385
2018,1,2,12,51235
2018,1,2,13,53353
2018,1,2,14,56170
2018,1,2,15,57810
2018,1,2,16,58350
2018,1,2,17,58968
2018,1,2,18,59160
2018,1,2,19,58725
2018,1,2,20,57931
2018,1,2,21,57334
2018,1,2,22,56965
2018,1,2,23,57026
2018,1,2,24,57875
2018,1,3,1,60163
2018,1,3,2,61957
2018,1,3,3,61807
2018,1,3,4,61153
2018,1,3,5,59575
2018,1,3,6,57020
2018,1,3,7,55027
2018,1,3,8,53958
2018,1,3,9,53717
2018,1,3,10,53910
2018,1,3,11,54638
2018,1,3,12,55923
2018,1,3,13,58470
2018,1,3,14,61821
2018,1,3,15,62879
2018,1,3,16,61347
2018,1,3,17,58605
2018,1,3,18,55553
2018,1,3,19,52336
2018,1,3,20,49240
2018,1,3,21,46748
2018,1,3,22,44549
2018,1,3,23,43192
2018,1,3,24,43128
2018,1,4,1,45711
2018,1,4,2,49551
2018,1,4,3,50718
2018,1,4,4,51408
2018,1,4,5,51111
2018,1,4,6,49520
2018,1,4,7,48113
2018,1,4,8,47346
2018,1,4,9,47240
2018,1,4,10,47495
2018,1,4,11,48231
2018,1,4,12,49668
2018,1,4,13,52332
2018,1,4,14,55940
2018,1,4,15,57185
2018,1,4,16,55492
2018,1,4,17,52328
2018,1,4,18,49120
2018,1,4,19,46349
2018,1,4,20,43909
2018,1,4,21,42151
2018,1,4,22,40781
2018,1,4,23,40356
2018,1,4,24,41116
2018,1,5,1,43616
2018,1,5,2,46225
2018,1,5,3,46700
2018,1,5,4,46689
2018,1,5,5,45635
2018,1,5,6,43643
2018,1,5,7,41799
2018,1,5,8,40557
2018,1,5,9,40111
2018,1,5,10,40088
2018,1,5,11,40585
2018,1,5,12,41784
2018,1,5,13,44266
2018,1,5,14,47585
2018,1,5,15,49047
2018,1,5,16,48214
2018,1,5,17,46545
2018,1,5,18,44660
2018,1,5,19,42534
2018,1,5,20,40418
2018,1,5,21,38831
2018,1,5,22,37573
