BEGIN_DATA,,,,
Year,Month,Day,Hour,Demand
2016,1,12,1,542445
2016,1,12,2,543639
2016,1,12,3,535222
2016,1,12,4,517768
2016,1,12,5,493946
2016,1,12,6,476108
2016,1,12,7,463046
2016,1,12,8,454908
2016,1,12,9,451631
2016,1,12,10,454626
2016,1,12,11,468323
2016,1,12,12,501211
2016,1,12,13,532066
2016,1,12,14,539233
2016,1,12,15,532105
2016,1,12,16,521670
2016,1,12,17,510052
2016,1,12,18,498062
2016,1,12,19,488561
2016,1,12,20,480756
2016,1,12,21,474428
2016,1,12,22,476053
2016,1,12,23,492115
2016,1,12,24,513200
2016,1,13,1,524891
2016,1,13,2,526072
2016,1,13,3,519458
2016,1,13,4,503849
2016,1,13,5,483469
2016,1,13,6,465481
2016,1,13,7,454923
2016,1,13,8,448875
2016,1,13,9,447429
2016,1,13,10,452208
2016,1,13,11,469687
2016,1,13,12,505391
2016,1,13,13,537146
2016,1,13,14,545012
2016,1,13,15,537234
2016,1,13,16,525619
2016,1,13,17,512003
2016,1,13,18,498883
2016,1,13,19,487741
2016,1,13,20,480098
2016,1,13,21,475714
2016,1,13,22,479086
2016,1,13,23,495539
2016,1,13,24,515312
2016,1,14,1,525731
2016,1,14,2,525788
2016,1,14,3,518221
2016,1,14,4,499085
2016,1,14,5,476059
2016,1,14,6,455967
2016,1,14,7,443426
2016,1,14,8,434625
2016,1,14,9,430323
2016,1,14,10,433882
2016,1,14,11,449048
2016,1,14,12,482678
2016,1,14,13,511825
2016,1,14,14,518934
2016,1,14,15,511165
2016,1,14,16,499774
2016,1,14,17,485758
2016,1,14,18,471708
2016,1,14,19,461997
2016,1,14,20,454127
2016,1,14,21,449692
2016,1,14,22,451533
2016,1,14,23,463636
2016,1,14,24,481986
2016,1,15,1,491071
2016,1,15,2,490964
2016,1,15,3,482259
2016,1,15,4,462693
2016,1,15,5,440735
2016,1,15,6,420298
2016,1,15,7,406086
2016,1,15,8,397042
2016,1,15,9,392675
2016,1,15,10,394761
2016,1,15,11,407359
2016,1,15,12,436666
2016,1,15,13,466185
2016,1,15,14,477552
2016,1,15,15,480240
2016,1,15,16,481526
2016,1,15,17,477244
2016,1,15,18,470535
2016,1,15,19,464809
2016,1,15,20,459306
2016,1,15,21,455638
2016,1,15,22,456911
2016,1,15,23,464155
2016,1,15,24,471864
2016,1,16,1,473518
2016,1,16,2,469990
2016,1,16,3,462067
2016,1,16,4,446898
2016,1,16,5,429098
2016,1,16,6,411200
2016,1,16,7,397507
2016,1,16,8,388116
2016,1,16,9,383335
2016,1,16,10,382836
2016,1,16,11,388193
2016,1,16,12,398613
2016,1,16,13,414957
2016,1,16,14,431737
2016,1,16,15,445036
2016,1,16,16,450767
2016,1,16,17,449596
2016,1,16,18,445176
2016,1,16,19,438693
2016,1,16,20,433491
2016,1,16,21,430588
2016,1,16,22,433541
2016,1,16,23,444810
2016,1,16,24,460141
2016,1,17,1,466002
2016,1,17,2,466202
2016,1,17,3,461031
2016,1,17,4,449651
2016,1,17,5,433925
2016,1,17,6,420780
2016,1,17,7,409148
2016,1,17,8,400726
2016,1,17,9,397107
2016,1,17,10,396995
2016,1,17,11,401148
2016,1,17,12,411144
2016,1,17,13,426593
2016,1,17,14,444517
2016,1,17,15,458932
2016,1,17,16,464245
2016,1,17,17,462424
2016,1,17,18,459077
2016,1,17,19,454097
2016,1,17,20,448939
2016,1,17,21,445370
2016,1,17,22,448873
2016,1,17,23,464088
2016,1,17,24,485734
2016,1,18,1,496055
2016,1,18,2,499903
2016,1,18,3,495273
2016,1,18,4,485022
2016,1,18,5,469740
2016,1,18,6,455921
2016,1,18,7,448386
2016,1,18,8,444095
2016,1,18,9,444476
2016,1,18,10,451294
2016,1,18,11,467139
2016,1,18,12,494557
2016,1,18,13,523689
2016,1,18,14,540845
2016,1,18,15,544986
2016,1,18,16,543295
2016,1,18,17,536682
2016,1,18,18,527471
2016,1,18,19,517624
2016,1,18,20,509646
2016,1,18,21,504548
2016,1,18,22,507574
2016,1,18,23,526254
2016,1,18,24,549477
2016,1,19,1,562369
2016,1,19,2,563958
2016,1,19,3,556327
2016,1,19,4,538055
2016,1,19,5,516738
2016,1,19,6,501292
2016,1,19,7,488827
2016,1,19,8,482783
2016,1,19,9,481076
2016,1,19,10,486092
2016,1,19,11,502163
2016,1,19,12,535457
2016,1,19,13,566299
2016,1,19,14,573164
2016,1,19,15,566429
2016,1,19,16,557716
2016,1,19,17,545130
2016,1,19,18,531980
2016,1,19,19,520957
2016,1,19,20,512504
2016,1,19,21,508038
2016,1,19,22,511350
2016,1,19,23,528590
2016,1,19,24,550838
2016,1,20,1,561888
2016,1,20,2,561943
2016,1,20,3,552117
2016,1,20,4,532519
2016,1,20,5,508121
2016,1,20,6,489033
2016,1,20,7,477201
2016,1,20,8,469244
2016,1,20,9,465073
2016,1,20,10,467668
2016,1,20,11,480665
2016,1,20,12,511178
2016,1,20,13,538547
2016,1,20,14,545720
2016,1,20,15,541525
2016,1,20,16,535783
2016,1,20,17,524933
2016,1,20,18,513323
2016,1,20,19,504846
2016,1,20,20,499511
2016,1,20,21,496267
2016,1,20,22,498452
2016,1,20,23,512960
2016,1,20,24,530355
2016,1,21,1,536685
2016,1,21,2,533921
2016,1,21,3,523733
2016,1,21,4,502414
2016,1,21,5,477551
2016,1,21,6,456315
2016,1,21,7,443693
2016,1,21,8,435960
2016,1,21,9,432949
2016,1,21,10,435901
2016,1,21,11,448923
2016,1,21,12,480425
2016,1,21,13,510035
2016,1,21,14,518534
2016,1,21,15,515838
2016,1,21,16,511625
2016,1,21,17,504869
2016,1,21,18,497314
2016,1,21,19,490719
2016,1,21,20,486338
2016,1,21,21,483984
2016,1,21,22,486412
2016,1,21,23,501961
2016,1,21,24,520445
2016,1,22,1,527936
2016,1,22,2,526468
2016,1,22,3,516856
2016,1,22,4,498821
2016,1,22,5,476229
2016,1,22,6,456375
2016,1,22,7,444230
2016,1,22,8,436401
2016,1,22,9,433510
2016,1,22,10,436978
2016,1,22,11,449180
2016,1,22,12,477761
2016,1,22,13,507663
2016,1,22,14,521669
2016,1,22,15,527730
2016,1,22,16,530526
2016,1,22,17,527349
2016,1,22,18,521407
2016,1,22,19,515885
2016,1,22,20,510547
2016,1,22,21,506514
2016,1,22,22,507046
2016,1,22,23,517154
2016,1,22,24,529079
2016,1,23,1,532762
2016,1,23,2,529195
2016,1,23,3,520505
2016,1,23,4,505807
2016,1,23,5,487425
2016,1,23,6,471931
2016,1,23,7,460046
2016,1,23,8,452760
2016,1,23,9,448842
2016,1,23,10,449099
2016,1,23,11,454288
