BEGIN_DATA,,,,
Year,Month,Day,Hour,Demand
2017,1,1,1,460100
2017,1,1,2,453422
2017,1,1,3,441182
2017,1,1,4,426814
2017,1,1,5,413606
2017,1,1,6,401106
2017,1,1,7,390937
2017,1,1,8,382518
2017,1,1,9,374478
2017,1,1,10,370403
2017,1,1,11,369926
2017,1,1,12,372903
2017,1,1,13,379570
2017,1,1,14,387793
2017,1,1,15,396509
2017,1,1,16,400994
2017,1,1,17,402220
2017,1,1,18,403367
2017,1,1,19,401772
2017,1,1,20,399746
2017,1,1,21,398800
2017,1,1,22,403046
2017,1,1,23,419814
2017,1,1,24,434297
2017,1,2,1,440115
2017,1,2,2,440838
2017,1,2,3,431352
2017,1,2,4,417567
2017,1,2,5,401437
2017,1,2,6,384337
2017,1,2,7,370500
2017,1,2,8,360592
2017,1,2,9,355303
2017,1,2,10,355093
2017,1,2,11,359699
2017,1,2,12,370834
2017,1,2,13,384754
2017,1,2,14,398844
2017,1,2,15,414479
2017,1,2,16,428402
2017,1,2,17,437707
2017,1,2,18,441318
2017,1,2,19,442071
2017,1,2,20,440969
2017,1,2,21,440008
2017,1,2,22,445260
2017,1,2,23,458277
2017,1,2,24,467538
2017,1,3,1,472161
2017,1,3,2,468403
2017,1,3,3,454457
2017,1,3,4,434340
2017,1,3,5,411296
2017,1,3,6,392785
2017,1,3,7,379151
2017,1,3,8,368934
2017,1,3,9,365192
2017,1,3,10,366704
2017,1,3,11,378114
2017,1,3,12,404263
2017,1,3,13,433553
2017,1,3,14,450533
2017,1,3,15,461157
2017,1,3,16,469104
2017,1,3,17,473349
2017,1,3,18,473866
2017,1,3,19,473606
2017,1,3,20,472163
2017,1,3,21,470546
2017,1,3,22,473413
2017,1,3,23,485237
2017,1,3,24,497845
2017,1,4,1,502393
2017,1,4,2,499733
2017,1,4,3,486541
2017,1,4,4,465907
2017,1,4,5,443325
2017,1,4,6,423253
2017,1,4,7,408901
2017,1,4,8,399838
2017,1,4,9,396420
2017,1,4,10,399125
2017,1,4,11,412649
2017,1,4,12,441796
2017,1,4,13,473007
2017,1,4,14,487001
2017,1,4,15,493466
2017,1,4,16,495850
2017,1,4,17,492945
2017,1,4,18,488240
2017,1,4,19,483697
2017,1,4,20,479274
2017,1,4,21,476302
2017,1,4,22,480482
2017,1,4,23,499225
2017,1,4,24,520008
2017,1,5,1,529531
2017,1,5,2,530826
2017,1,5,3,519728
2017,1,5,4,500524
2017,1,5,5,479307
2017,1,5,6,460385
2017,1,5,7,446763
2017,1,5,8,438008
2017,1,5,9,435674
2017,1,5,10,438966
2017,1,5,11,452344
2017,1,5,12,482897
2017,1,5,13,512836
2017,1,5,14,523932
2017,1,5,15,526593
2017,1,5,16,526854
2017,1,5,17,523686
2017,1,5,18,517564
2017,1,5,19,513147
2017,1,5,20,510399
2017,1,5,21,508669
2017,1,5,22,511575
2017,1,5,23,525869
2017,1,5,24,540999
2017,1,6,1,547396
2017,1,6,2,547898
2017,1,6,3,536593
2017,1,6,4,517497
2017,1,6,5,496321
2017,1,6,6,476887
2017,1,6,7,463646
2017,1,6,8,456083
2017,1,6,9,453881
2017,1,6,10,457531
2017,1,6,11,471074
2017,1,6,12,500733
2017,1,6,13,531794
2017,1,6,14,546903
2017,1,6,15,554542
2017,1,6,16,557404
2017,1,6,17,554591
2017,1,6,18,549315
2017,1,6,19,545195
2017,1,6,20,542380
2017,1,6,21,540283
2017,1,6,22,542808
2017,1,6,23,557217
2017,1,6,24,570790
2017,1,7,1,575743
2017,1,7,2,575205
2017,1,7,3,566147
2017,1,7,4,550231
2017,1,7,5,532906
2017,1,7,6,518714
2017,1,7,7,507562
2017,1,7,8,499966
2017,1,7,9,497016
2017,1,7,10,497609
2017,1,7,11,503290
2017,1,7,12,513985
2017,1,7,13,530735
2017,1,7,14,548299
2017,1,7,15,561370
2017,1,7,16,565064
2017,1,7,17,561741
2017,1,7,18,553718
2017,1,7,19,541937
2017,1,7,20,530082
2017,1,7,21,521190
2017,1,7,22,521706
2017,1,7,23,538110
2017,1,7,24,558960
2017,1,8,1,568931
2017,1,8,2,571918
2017,1,8,3,566310
2017,1,8,4,553906
2017,1,8,5,539480
2017,1,8,6,526543
2017,1,8,7,518041
2017,1,8,8,512041
2017,1,8,9,510312
2017,1,8,10,511573
2017,1,8,11,516155
2017,1,8,12,526905
2017,1,8,13,540834
2017,1,8,14,553999
2017,1,8,15,556349
2017,1,8,16,548798
2017,1,8,17,537753
2017,1,8,18,527633
2017,1,8,19,518815
2017,1,8,20,510186
2017,1,8,21,505797
2017,1,8,22,509704
2017,1,8,23,529357
2017,1,8,24,552270
2017,1,9,1,563706
2017,1,9,2,567703
2017,1,9,3,558499
2017,1,9,4,540391
2017,1,9,5,520846
2017,1,9,6,504499
2017,1,9,7,494134
2017,1,9,8,488001
2017,1,9,9,486041
2017,1,9,10,491505
2017,1,9,11,506463
2017,1,9,12,536915
2017,1,9,13,567144
2017,1,9,14,576580
2017,1,9,15,571737
2017,1,9,16,561467
2017,1,9,17,547578
2017,1,9,18,534973
2017,1,9,19,523764
2017,1,9,20,514460
2017,1,9,21,508760
2017,1,9,22,510466
2017,1,9,23,528262
2017,1,9,24,544799
2017,1,10,1,552032
2017,1,10,2,549751
2017,1,10,3,536247
2017,1,10,4,514922
2017,1,10,5,490851
2017,1,10,6,469848
2017,1,10,7,453686
2017,1,10,8,442361
2017,1,10,9,437221
2017,1,10,10,439763
2017,1,10,11,452474
2017,1,10,12,481722
2017,1,10,13,509144
2017,1,10,14,518134
2017,1,10,15,516390
2017,1,10,16,511385
2017,1,10,17,503714
2017,1,10,18,495330
2017,1,10,19,488847
2017,1,10,20,483235
2017,1,10,21,479750
2017,1,10,22,482184
2017,1,10,23,493932
2017,1,10,24,506130
2017,1,11,1,511830
2017,1,11,2,508870
2017,1,11,3,493736
2017,1,11,4,472361
2017,1,11,5,446851
2017,1,11,6,422976
2017,1,11,7,407740
2017,1,11,8,398277
2017,1,11,9,393670
2017,1,11,10,395005
2017,1,11,11,407238
2017,1,11,12,436012
2017,1,11,13,464508
2017,1,11,14,474041
2017,1,11,15,474073
2017,1,11,16,473431
2017,1,11,17,469238
2017,1,11,18,464061
2017,1,11,19,460403
2017,1,11,20,456878
2017,1,11,21,454597
2017,1,11,22,457104
2017,1,11,23,468523
2017,1,11,24,480814
2017,1,12,1,486418
2017,1,12,2,485539
2017,1,12,3,472791
2017,1,12,4,450811
2017,1,12,5,426957
2017,1,12,6,404298
2017,1,12,7,387044
2017,1,12,8,376261
2017,1,12,9,371844
2017,1,12,10,372984
2017,1,12,11,384811
2017,1,12,12,414748
2017,1,12,13,445057
2017,1,12,14,457541
2017,1,12,15,462225
2017,1,12,16,465168
2017,1,12,17,464921
2017,1,12,18,463309
2017,1,12,19,461396
2017,1,12,20,459282
2017,1,12,21,456711
2017,1,12,22,458036
2017,1,12,23,468059
2017,1,12,24,480484
2017,1,13,1,486700
2017,1,13,2,485807
2017,1,13,3,474254
2017,1,13,4,454027
2017,1,13,5,431689
2017,1,13,6,412436
2017,1,13,7,396930
2017,1,13,8,386658
2017,1,13,9,382055
2017,1,13,10,382905
2017,1,13,11,395672
2017,1,13,12,424306
2017,1,13,13,453621
2017,1,13,14,467095
2017,1,13,15,474060
2017,1,13,16,478806
2017,1,13,17,478935
2017,1,13,18,476338
2017,1,13,19,472780
2017,1,13,20,469371
2017,1,13,21,466656
2017,1,13,22,467886
2017,1,13,23,477227
2017,1,13,24,486960
2017,1,14,1,488232
2017,1,14,2,484535
2017,1,14,3,473844
2017,1,14,4,456744
2017,1,14,5,436699
2017,1,14,6,417417
2017,1,14,7,404132
2017,1,14,8,394734
2017,1,14,9,387686
2017,1,14,10,385821
2017,1,14,11,389704
2017,1,14,12,398748
2017,1,14,13,413989
2017,1,14,14,430864
2017,1,14,15,445673
2017,1,14,16,456430
2017,1,14,17,460132
2017,1,14,18,458507
2017,1,14,19,453575
2017,1,14,20,448424
2017,1,14,21,445346
2017,1,14,22,446253
2017,1,14,23,454164
2017,1,14,24,465291
2017,1,15,1,468358
2017,1,15,2,467621
2017,1,15,3,457676
2017,1,15,4,443013
2017,1,15,5,425310
2017,1,15,6,408287
2017,1,15,7,396055
2017,1,15,8,386916
2017,1,15,9,381505
2017,1,15,10,379304
2017,1,15,11,380306
2017,1,15,12,387020
2017,1,15,13,398745
2017,1,15,14,413325
2017,1,15,15,425547
2017,1,15,16,431040
2017,1,15,17,432271
2017,1,15,18,431553
2017,1,15,19,429651
2017,1,15,20,426779
2017,1,15,21,425850
2017,1,15,22,428840
2017,1,15,23,440711
2017,1,15,24,456013
2017,1,16,1,458273
2017,1,16,2,460275
2017,1,16,3,451608
2017,1,16,4,436764
2017,1,16,5,418058
2017,1,16,6,401136
2017,1,16,7,387647
2017,1,16,8,380057
2017,1,16,9,377578
2017,1,16,10,379721
2017,1,16,11,389220
2017,1,16,12,409650
2017,1,16,13,433701
2017,1,16,14,450884
2017,1,16,15,462917
2017,1,16,16,471118
2017,1,16,17,473119
2017,1,16,18,471092
2017,1,16,19,467327
2017,1,16,20,462606
2017,1,16,21,459444
2017,1,16,22,461145
2017,1,16,23,472522
2017,1,16,24,484165
2017,1,17,1,489283
2017,1,17,2,486720
2017,1,17,3,472703
2017,1,17,4,450554
2017,1,17,5,426222
2017,1,17,6,405376
2017,1,17,7,388996
2017,1,17,8,379508
2017,1,17,9,374907
2017,1,17,10,376915
2017,1,17,11,389628
2017,1,17,12,418314
2017,1,17,13,447809
2017,1,17,14,461709
2017,1,17,15,468908
2017,1,17,16,472381
2017,1,17,17,470753
2017,1,17,18,467580
2017,1,17,19,464944
2017,1,17,20,461380
2017,1,17,21,459156
2017,1,17,22,461177
2017,1,17,23,471089
2017,1,17,24,483851
2017,1,18,1,488458
2017,1,18,2,485935
2017,1,18,3,471290
2017,1,18,4,449159
2017,1,18,5,425017
2017,1,18,6,403853
2017,1,18,7,387853
2017,1,18,8,377865
2017,1,18,9,373628
2017,1,18,10,374968
2017,1,18,11,385712
2017,1,18,12,413625
2017,1,18,13,443563
2017,1,18,14,456990
2017,1,18,15,462654
2017,1,18,16,465561
2017,1,18,17,464203
2017,1,18,18,461374
2017,1,18,19,459864
2017,1,18,20,456606
2017,1,18,21,454504
2017,1,18,22,456656
2017,1,18,23,465774
2017,1,18,24,479362
2017,1,19,1,485445
2017,1,19,2,483403
2017,1,19,3,470421
2017,1,19,4,448893
2017,1,19,5,424469
2017,1,19,6,404152
