BEGIN_DATA,,,,
Year,Month,Day,Hour,Demand
2018,1,1,1,565775
2018,1,1,2,565018
2018,1,1,3,556335
2018,1,1,4,545294
2018,1,1,5,536111
2018,1,1,6,526734
2018,1,1,7,520702
2018,1,1,8,517050
2018,1,1,9,513778
2018,1,1,10,515468
2018,1,1,11,520798
2018,1,1,12,529193
2018,1,1,13,539720
2018,1,1,14,549409
2018,1,1,15,554921
2018,1,1,16,557024
2018,1,1,17,555174
2018,1,1,18,551181
2018,1,1,19,543688
2018,1,1,20,537806
2018,1,1,21,533590
2018,1,1,22,539631
2018,1,1,23,563326
2018,1,1,24,586199
2018,1,2,1,599956
2018,1,2,2,603312
2018,1,2,3,596899
2018,1,2,4,582867
2018,1,2,5,566209
2018,1,2,6,554080
2018,1,2,7,542368
2018,1,2,8,536452
2018,1,2,9,536428
2018,1,2,10,543093
2018,1,2,11,558830
2018,1,2,12,585315
2018,1,2,13,611431
2018,1,2,14,624330
2018,1,2,15,625587
2018,1,2,16,620713
2018,1,2,17,610447
2018,1,2,18,596898
2018,1,2,19,585601
2018,1,2,20,576110
2018,1,2,21,570642
2018,1,2,22,576798
2018,1,2,23,598374
2018,1,2,24,621838
2018,1,3,1,631823
2018,1,3,2,632395
2018,1,3,3,620879
2018,1,3,4,600869
2018,1,3,5,579790
2018,1,3,6,562053
2018,1,3,7,550343
2018,1,3,8,543085
2018,1,3,9,539250
2018,1,3,10,543776
2018,1,3,11,557017
2018,1,3,12,581030
2018,1,3,13,604503
2018,1,3,14,614072
2018,1,3,15,612029
2018,1,3,16,603264
2018,1,3,17,590812
2018,1,3,18,576325
2018,1,3,19,562069
2018,1,3,20,550184
2018,1,3,21,544184
2018,1,3,22,546680
2018,1,3,23,562604
2018,1,3,24,583883
2018,1,4,1,596382
2018,1,4,2,599544
2018,1,4,3,591479
2018,1,4,4,575444
2018,1,4,5,556908
2018,1,4,6,540634
2018,1,4,7,530400
2018,1,4,8,524739
2018,1,4,9,523653
2018,1,4,10,527923
2018,1,4,11,540311
2018,1,4,12,567371
2018,1,4,13,595843
2018,1,4,14,608440
2018,1,4,15,609615
2018,1,4,16,601182
2018,1,4,17,588219
2018,1,4,18,573773
2018,1,4,19,560991
2018,1,4,20,550274
2018,1,4,21,543846
2018,1,4,22,548073
2018,1,4,23,569985
2018,1,4,24,593995
2018,1,5,1,604881
2018,1,5,2,607607
2018,1,5,3,599735
2018,1,5,4,583916
2018,1,5,5,565212
2018,1,5,6,549786
2018,1,5,7,539084
2018,1,5,8,534180
2018,1,5,9,533236
2018,1,5,10,538296
2018,1,5,11,552140
2018,1,5,12,576719
2018,1,5,13,603558
2018,1,5,14,615606
2018,1,5,15,612299
2018,1,5,16,600785
2018,1,5,17,585856
2018,1,5,18,568619
2018,1,5,19,553068
2018,1,5,20,542137
2018,1,5,21,536053
2018,1,5,22,541675
2018,1,5,23,560214
2018,1,5,24,579324
2018,1,6,1,588521
2018,1,6,2,592262
2018,1,6,3,585364
2018,1,6,4,573690
2018,1,6,5,557392
2018,1,6,6,543817
2018,1,6,7,533282
2018,1,6,8,527556
2018,1,6,9,526963
2018,1,6,10,528803
2018,1,6,11,535850
2018,1,6,12,548649
2018,1,6,13,564536
2018,1,6,14,576072
2018,1,6,15,575844
2018,1,6,16,566434
2018,1,6,17,552108
2018,1,6,18,538830
2018,1,6,19,525491
2018,1,6,20,515597
2018,1,6,21,509666
2018,1,6,22,514703
2018,1,6,23,534661
2018,1,6,24,556096
2018,1,7,1,564189
2018,1,7,2,569446
2018,1,7,3,567340
2018,1,7,4,556732
2018,1,7,5,543404
2018,1,7,6,527834
2018,1,7,7,517719
2018,1,7,8,511584
2018,1,7,9,509817
2018,1,7,10,506955
2018,1,7,11,511405
2018,1,7,12,518785
2018,1,7,13,528356
2018,1,7,14,536623
2018,1,7,15,535755
2018,1,7,16,527546
2018,1,7,17,517331
2018,1,7,18,507749
2018,1,7,19,498285
2018,1,7,20,492483
2018,1,7,21,492296
2018,1,7,22,498579
2018,1,7,23,517213
2018,1,7,24,534914
2018,1,8,1,539860
2018,1,8,2,540038
2018,1,8,3,528296
2018,1,8,4,509527
2018,1,8,5,489874
2018,1,8,6,471732
2018,1,8,7,459478
2018,1,8,8,451878
2018,1,8,9,449036
2018,1,8,10,452755
2018,1,8,11,466293
2018,1,8,12,494285
2018,1,8,13,521567
2018,1,8,14,533509
2018,1,8,15,533382
2018,1,8,16,529051
2018,1,8,17,522327
2018,1,8,18,513953
2018,1,8,19,507339
2018,1,8,20,502530
2018,1,8,21,499225
2018,1,8,22,500114
2018,1,8,23,512714
2018,1,8,24,526307
2018,1,9,1,531389
2018,1,9,2,525917
2018,1,9,3,510989
2018,1,9,4,490600
2018,1,9,5,466980
2018,1,9,6,445960
2018,1,9,7,429715
2018,1,9,8,420615
2018,1,9,9,417514
2018,1,9,10,420478
2018,1,9,11,433757
2018,1,9,12,464207
2018,1,9,13,493789
2018,1,9,14,503647
2018,1,9,15,501526
2018,1,9,16,495820
2018,1,9,17,488249
2018,1,9,18,480273
2018,1,9,19,473402
2018,1,9,20,467098
2018,1,9,21,464417
2018,1,9,22,467986
2018,1,9,23,482228
2018,1,9,24,499693
2018,1,10,1,507351
2018,1,10,2,506478
2018,1,10,3,494566
2018,1,10,4,473611
2018,1,10,5,452464
2018,1,10,6,432782
2018,1,10,7,417502
2018,1,10,8,408227
2018,1,10,9,404007
2018,1,10,10,406236
2018,1,10,11,418116
2018,1,10,12,447371
2018,1,10,13,475344
2018,1,10,14,484568
2018,1,10,15,486174
2018,1,10,16,483582
2018,1,10,17,476657
2018,1,10,18,470400
2018,1,10,19,465737
2018,1,10,20,461509
2018,1,10,21,458850
2018,1,10,22,460379
2018,1,10,23,473182
2018,1,10,24,486491
2018,1,11,1,491659
2018,1,11,2,489770
2018,1,11,3,476797
2018,1,11,4,455206
2018,1,11,5,431383
2018,1,11,6,410196
2018,1,11,7,392535
2018,1,11,8,381605
2018,1,11,9,376910
2018,1,11,10,377901
2018,1,11,11,389833
2018,1,11,12,416827
2018,1,11,13,444305
2018,1,11,14,457161
2018,1,11,15,463576
2018,1,11,16,464549
2018,1,11,17,462580
2018,1,11,18,460330
2018,1,11,19,459087
2018,1,11,20,457018
2018,1,11,21,456948
2018,1,11,22,460158
2018,1,11,23,472311
2018,1,11,24,485677
2018,1,12,1,492790
2018,1,12,2,493033
2018,1,12,3,482174
2018,1,12,4,462541
2018,1,12,5,440388
2018,1,12,6,423408
2018,1,12,7,409692
2018,1,12,8,401669
2018,1,12,9,398644
2018,1,12,10,401344
2018,1,12,11,414831
2018,1,12,12,444851
2018,1,12,13,474916
2018,1,12,14,491909
2018,1,12,15,502441
2018,1,12,16,507184
2018,1,12,17,505021
2018,1,12,18,500115
2018,1,12,19,494764
2018,1,12,20,488518
2018,1,12,21,483421
2018,1,12,22,484778
2018,1,12,23,495253
2018,1,12,24,507468
2018,1,13,1,512277
2018,1,13,2,512091
2018,1,13,3,503994
2018,1,13,4,490334
2018,1,13,5,473483
2018,1,13,6,458931
2018,1,13,7,447588
2018,1,13,8,440012
2018,1,13,9,437043
2018,1,13,10,437054
2018,1,13,11,442863
2018,1,13,12,457429
2018,1,13,13,476219
2018,1,13,14,494762
2018,1,13,15,509860
2018,1,13,16,513833
2018,1,13,17,508409
2018,1,13,18,498811
2018,1,13,19,488568
2018,1,13,20,479903
2018,1,13,21,475778
2018,1,13,22,479320
2018,1,13,23,496386
2018,1,13,24,517504
2018,1,14,1,529142
2018,1,14,2,536050
2018,1,14,3,531201
2018,1,14,4,522259
2018,1,14,5,509402
2018,1,14,6,498583
2018,1,14,7,490744
2018,1,14,8,487109
2018,1,14,9,485194
2018,1,14,10,487581
2018,1,14,11,493680
2018,1,14,12,507365
2018,1,14,13,525750
2018,1,14,14,540528
2018,1,14,15,541231
2018,1,14,16,530949
2018,1,14,17,517209
2018,1,14,18,503679
2018,1,14,19,493223
2018,1,14,20,483397
2018,1,14,21,479311
2018,1,14,22,482886
2018,1,14,23,500556
2018,1,14,24,521040
2018,1,15,1,532004
2018,1,15,2,538178
2018,1,15,3,534626
2018,1,15,4,523119
2018,1,15,5,508162
2018,1,15,6,497089
2018,1,15,7,489232
2018,1,15,8,484559
2018,1,15,9,483802
2018,1,15,10,487860
2018,1,15,11,501474
2018,1,15,12,525472
2018,1,15,13,549017
2018,1,15,14,562203
2018,1,15,15,564173
2018,1,15,16,558461
2018,1,15,17,547255
2018,1,15,18,536551
2018,1,15,19,526558
2018,1,15,20,516998
2018,1,15,21,512161
2018,1,15,22,516139
2018,1,15,23,530177
2018,1,15,24,549891
2018,1,16,1,559060
2018,1,16,2,561825
2018,1,16,3,551963
2018,1,16,4,535726
2018,1,16,5,517771
2018,1,16,6,503261
2018,1,16,7,493745
2018,1,16,8,488463
2018,1,16,9,489544
2018,1,16,10,494972
2018,1,16,11,513052
2018,1,16,12,544615
2018,1,16,13,573082
2018,1,16,14,585060
2018,1,16,15,584791
2018,1,16,16,579414
2018,1,16,17,568601
2018,1,16,18,559394
2018,1,16,19,552582
2018,1,16,20,545976
2018,1,16,21,543684
2018,1,16,22,547995
2018,1,16,23,563301
2018,1,16,24,582164
2018,1,17,1,591490
2018,1,17,2,592835
2018,1,17,3,581978
2018,1,17,4,564244
2018,1,17,5,544999
2018,1,17,6,529247
2018,1,17,7,516977
2018,1,17,8,511393
2018,1,17,9,510627
2018,1,17,10,514970
2018,1,17,11,528712
2018,1,17,12,556854
2018,1,17,13,585592
2018,1,17,14,598964
2018,1,17,15,603240
2018,1,17,16,597659
2018,1,17,17,585565
2018,1,17,18,573312
2018,1,17,19,562219
2018,1,17,20,551657
2018,1,17,21,544453
2018,1,17,22,547553
2018,1,17,23,565143
2018,1,17,24,587371
2018,1,18,1,600135
2018,1,18,2,601851
2018,1,18,3,595448
2018,1,18,4,577231
2018,1,18,5,559755
2018,1,18,6,545738
2018,1,18,7,540638
2018,1,18,8,537208
2018,1,18,9,537561
2018,1,18,10,542113
2018,1,18,11,557524
2018,1,18,12,586503
2018,1,18,13,615346
2018,1,18,14,623916
2018,1,18,15,614245
2018,1,18,16,595372
2018,1,18,17,573487
2018,1,18,18,553926
2018,1,18,19,537452
2018,1,18,20,524251
2018,1,18,21,515941
2018,1,18,22,517555
2018,1,18,23,535181
2018,1,18,24,559403
2018,1,19,1,572150
2018,1,19,2,575717
2018,1,19,3,568139
2018,1,19,4,551397
2018,1,19,5,531251
2018,1,19,6,515385
2018,1,19,7,502950
2018,1,19,8,495762
2018,1,19,9,494885
2018,1,19,10,499138
2018,1,19,11,513412
2018,1,19,12,544186
2018,1,19,13,571899
2018,1,19,14,577346
2018,1,19,15,565155
2018,1,19,16,546645
2018,1,19,17,526230
2018,1,19,18,507701
2018,1,19,19,492922
2018,1,19,20,480208
2018,1,19,21,471386
2018,1,19,22,472284
2018,1,19,23,483682
2018,1,19,24,502010
2018,1,20,1,509145
2018,1,20,2,511412
2018,1,20,3,504913
2018,1,20,4,489423
2018,1,20,5,473219
2018,1,20,6,455690
2018,1,20,7,442094
2018,1,20,8,433259
2018,1,20,9,428568
2018,1,20,10,428581
2018,1,20,11,433590
2018,1,20,12,444311
2018,1,20,13,459414
2018,1,20,14,470298
2018,1,20,15,470560
2018,1,20,16,464133
2018,1,20,17,453478
2018,1,20,18,440354
2018,1,20,19,429221
2018,1,20,20,420833
2018,1,20,21,415134
2018,1,20,22,415921
2018,1,20,23,427139
2018,1,20,24,442410
2018,1,21,1,449651
2018,1,21,2,452433
2018,1,21,3,445923
2018,1,21,4,433690
2018,1,21,5,419472
2018,1,21,6,404614
2018,1,21,7,393111
2018,1,21,8,385982
2018,1,21,9,380700
2018,1,21,10,380247
2018,1,21,11,382384
2018,1,21,12,391031
2018,1,21,13,403559
2018,1,21,14,415757
2018,1,21,15,421416
2018,1,21,16,420419
2018,1,21,17,416713
2018,1,21,18,414122
2018,1,21,19,411810
2018,1,21,20,410547
2018,1,21,21,409568
2018,1,21,22,412141
2018,1,21,23,422796
2018,1,21,24,440156
2018,1,22,1,448602
2018,1,22,2,449939
2018,1,22,3,439882
2018,1,22,4,422770
2018,1,22,5,403239
2018,1,22,6,386274
2018,1,22,7,373436
2018,1,22,8,365989
2018,1,22,9,363947
2018,1,22,10,368718
2018,1,22,11,385725
2018,1,22,12,418732
2018,1,22,13,450146
2018,1,22,14,464576
2018,1,22,15,470324
2018,1,22,16,471012
2018,1,22,17,466547
2018,1,22,18,461168
2018,1,22,19,456778
2018,1,22,20,451886
2018,1,22,21,448472
2018,1,22,22,449970
2018,1,22,23,459662
2018,1,22,24,473486
2018,1,23,1,481602
2018,1,23,2,481389
2018,1,23,3,469963
2018,1,23,4,448766
2018,1,23,5,426263
2018,1,23,6,407275
2018,1,23,7,392903
2018,1,23,8,385366
2018,1,23,9,382703
2018,1,23,10,385997
2018,1,23,11,400079
2018,1,23,12,432475
2018,1,23,13,465946
2018,1,23,14,481533
2018,1,23,15,486413
2018,1,23,16,484290
2018,1,23,17,477276
2018,1,23,18,469523
2018,1,23,19,462493
2018,1,23,20,456969
2018,1,23,21,453336
2018,1,23,22,455350
2018,1,23,23,465441
2018,1,23,24,482006
2018,1,24,1,493253
2018,1,24,2,495426
2018,1,24,3,486551
2018,1,24,4,468584
2018,1,24,5,446502
2018,1,24,6,430067
2018,1,24,7,418964
2018,1,24,8,412938
2018,1,24,9,412074
2018,1,24,10,417655
2018,1,24,11,433644
2018,1,24,12,468321
2018,1,24,13,501536
2018,1,24,14,513391
2018,1,24,15,511278
2018,1,24,16,501739
2018,1,24,17,488498
2018,1,24,18,476567
2018,1,24,19,468823
2018,1,24,20,462651
2018,1,24,21,459359
