BEGIN_DATA,,,,
Year,Month,Day,Hour,Demand
2019,1,1,1,459315
2019,1,1,2,451242
2019,1,1,3,437457
2019,1,1,4,422443
2019,1,1,5,407456
2019,1,1,6,395666
2019,1,1,7,384918
2019,1,1,8,376865
2019,1,1,9,370397
2019,1,1,10,367388
2019,1,1,11,368550
2019,1,1,12,373900
2019,1,1,13,380847
2019,1,1,14,390396
2019,1,1,15,404312
2019,1,1,16,416861
2019,1,1,17,424879
2019,1,1,18,427862
2019,1,1,19,426685
2019,1,1,20,424542
2019,1,1,21,423955
2019,1,1,22,428745
2019,1,1,23,443972
2019,1,1,24,457705
2019,1,2,1,463502
2019,1,2,2,463201
2019,1,2,3,454519
2019,1,2,4,439175
2019,1,2,5,421635
2019,1,2,6,405695
2019,1,2,7,393053
2019,1,2,8,385200
2019,1,2,9,382400
2019,1,2,10,385759
2019,1,2,11,399234
2019,1,2,12,426111
2019,1,2,13,453639
2019,1,2,14,472029
2019,1,2,15,483238
2019,1,2,16,490406
2019,1,2,17,492702
2019,1,2,18,491080
2019,1,2,19,490174
2019,1,2,20,488538
2019,1,2,21,487092
2019,1,2,22,490261
2019,1,2,23,502110
2019,1,2,24,512756
2019,1,3,1,515692
2019,1,3,2,511353
2019,1,3,3,497123
2019,1,3,4,477041
2019,1,3,5,453928
2019,1,3,6,432948
2019,1,3,7,417246
2019,1,3,8,407599
2019,1,3,9,402541
2019,1,3,10,403497
2019,1,3,11,414658
2019,1,3,12,438795
2019,1,3,13,463860
2019,1,3,14,478681
2019,1,3,15,486583
2019,1,3,16,489640
2019,1,3,17,487085
2019,1,3,18,482137
2019,1,3,19,476535
2019,1,3,20,471107
2019,1,3,21,467521
2019,1,3,22,470241
2019,1,3,23,483586
2019,1,3,24,497667
2019,1,4,1,503564
2019,1,4,2,501848
2019,1,4,3,490751
2019,1,4,4,472650
2019,1,4,5,451332
2019,1,4,6,432361
2019,1,4,7,417482
2019,1,4,8,407858
2019,1,4,9,403889
2019,1,4,10,406033
2019,1,4,11,417428
2019,1,4,12,443094
2019,1,4,13,468125
2019,1,4,14,481927
2019,1,4,15,487323
2019,1,4,16,485829
2019,1,4,17,479656
2019,1,4,18,471623
2019,1,4,19,464083
2019,1,4,20,457188
2019,1,4,21,451534
2019,1,4,22,451427
2019,1,4,23,459575
2019,1,4,24,469399
2019,1,5,1,474275
2019,1,5,2,472658
2019,1,5,3,464415
2019,1,5,4,450926
2019,1,5,5,433974
2019,1,5,6,416607
2019,1,5,7,403692
2019,1,5,8,394355
2019,1,5,9,389731
2019,1,5,10,390378
2019,1,5,11,396526
2019,1,5,12,406807
2019,1,5,13,421566
2019,1,5,14,436794
2019,1,5,15,445938
2019,1,5,16,445178
2019,1,5,17,440125
2019,1,5,18,432386
2019,1,5,19,423211
2019,1,5,20,415566
2019,1,5,21,411580
2019,1,5,22,413126
2019,1,5,23,424786
2019,1,5,24,440062
2019,1,6,1,446479
2019,1,6,2,445810
2019,1,6,3,438376
2019,1,6,4,428175
2019,1,6,5,413759
2019,1,6,6,400843
2019,1,6,7,389172
2019,1,6,8,381723
2019,1,6,9,378497
2019,1,6,10,378463
2019,1,6,11,382152
2019,1,6,12,390215
2019,1,6,13,402988
2019,1,6,14,416330
2019,1,6,15,421806
2019,1,6,16,418751
2019,1,6,17,412834
2019,1,6,18,408823
2019,1,6,19,406475
2019,1,6,20,404122
2019,1,6,21,404014
2019,1,6,22,411001
2019,1,6,23,426936
2019,1,6,24,444593
2019,1,7,1,451717
2019,1,7,2,453635
2019,1,7,3,443740
2019,1,7,4,428235
2019,1,7,5,410165
2019,1,7,6,393340
2019,1,7,7,382210
2019,1,7,8,375067
2019,1,7,9,373007
2019,1,7,10,376891
2019,1,7,11,393248
2019,1,7,12,425369
2019,1,7,13,453806
2019,1,7,14,467076
2019,1,7,15,470957
2019,1,7,16,469586
2019,1,7,17,464322
2019,1,7,18,458844
2019,1,7,19,454810
2019,1,7,20,451187
2019,1,7,21,449917
2019,1,7,22,452735
2019,1,7,23,463264
2019,1,7,24,475542
2019,1,8,1,481191
2019,1,8,2,476532
2019,1,8,3,461947
2019,1,8,4,441996
2019,1,8,5,419364
2019,1,8,6,398865
2019,1,8,7,383746
2019,1,8,8,374886
2019,1,8,9,372181
2019,1,8,10,374599
2019,1,8,11,387568
2019,1,8,12,416754
2019,1,8,13,445475
2019,1,8,14,458093
2019,1,8,15,461616
2019,1,8,16,459807
2019,1,8,17,455156
2019,1,8,18,449942
2019,1,8,19,447247
2019,1,8,20,443521
2019,1,8,21,441644
2019,1,8,22,444302
2019,1,8,23,455052
2019,1,8,24,470275
2019,1,9,1,476911
2019,1,9,2,475363
2019,1,9,3,462908
2019,1,9,4,443588
2019,1,9,5,422427
2019,1,9,6,404569
2019,1,9,7,391774
2019,1,9,8,385047
2019,1,9,9,383587
2019,1,9,10,386712
2019,1,9,11,402339
2019,1,9,12,434109
2019,1,9,13,465352
2019,1,9,14,477887
2019,1,9,15,480080
2019,1,9,16,478250
2019,1,9,17,473657
2019,1,9,18,468301
2019,1,9,19,464640
2019,1,9,20,460900
2019,1,9,21,459622
2019,1,9,22,465107
2019,1,9,23,481317
2019,1,9,24,500299
2019,1,10,1,509716
2019,1,10,2,511178
2019,1,10,3,501544
2019,1,10,4,483066
2019,1,10,5,462763
2019,1,10,6,447450
2019,1,10,7,436860
2019,1,10,8,430261
2019,1,10,9,428897
2019,1,10,10,433882
2019,1,10,11,449159
2019,1,10,12,482004
2019,1,10,13,513176
2019,1,10,14,523081
2019,1,10,15,520199
2019,1,10,16,513290
2019,1,10,17,502716
2019,1,10,18,491440
2019,1,10,19,481317
2019,1,10,20,475042
2019,1,10,21,471853
2019,1,10,22,476180
2019,1,10,23,493721
2019,1,10,24,513461
2019,1,11,1,523270
2019,1,11,2,525228
2019,1,11,3,516349
2019,1,11,4,497525
2019,1,11,5,476615
2019,1,11,6,460119
2019,1,11,7,450194
2019,1,11,8,443226
2019,1,11,9,441645
2019,1,11,10,445687
2019,1,11,11,460388
2019,1,11,12,491948
2019,1,11,13,520998
2019,1,11,14,528997
2019,1,11,15,523263
2019,1,11,16,513397
2019,1,11,17,501011
2019,1,11,18,489812
2019,1,11,19,481364
2019,1,11,20,473570
2019,1,11,21,470400
2019,1,11,22,473005
2019,1,11,23,487071
2019,1,11,24,499829
2019,1,12,1,503754
2019,1,12,2,501797
2019,1,12,3,491463
2019,1,12,4,476632
2019,1,12,5,458453
2019,1,12,6,441229
2019,1,12,7,427808
2019,1,12,8,418001
2019,1,12,9,412674
2019,1,12,10,412443
2019,1,12,11,417808
2019,1,12,12,427716
2019,1,12,13,441929
2019,1,12,14,457286
2019,1,12,15,468277
2019,1,12,16,473589
2019,1,12,17,474590
2019,1,12,18,471221
2019,1,12,19,465807
2019,1,12,20,461546
2019,1,12,21,459859
2019,1,12,22,460695
2019,1,12,23,470464
2019,1,12,24,480755
2019,1,13,1,483755
