BEGIN_DATA,,,,
Year,Month,Day,Hour,Demand
2019,1,1,1,38397
2019,1,1,2,40387
2019,1,1,3,39769
2019,1,1,4,39016
2019,1,1,5,38473
2019,1,1,6,37829
2019,1,1,7,37301
2019,1,1,8,36953
2019,1,1,9,37114
2019,1,1,10,37154
2019,1,1,11,37290
2019,1,1,12,37839
2019,1,1,13,38789
2019,1,1,14,39875
2019,1,1,15,40423
2019,1,1,16,40910
2019,1,1,17,41689
2019,1,1,18,42151
2019,1,1,19,42199
2019,1,1,20,41796
2019,1,1,21,41310
2019,1,1,22,40941
2019,1,1,23,40981
2019,1,1,24,41819
2019,1,2,1,44042
2019,1,2,2,45407
2019,1,2,3,45254
2019,1,2,4,44858
2019,1,2,5,43911
2019,1,2,6,42221
2019,1,2,7,40502
2019,1,2,8,39250
2019,1,2,9,38575
2019,1,2,10,38434
2019,1,2,11,38845
2019,1,2,12,40086
2019,1,2,13,42475
2019,1,2,14,45296
2019,1,2,15,47481
2019,1,2,16,48623
2019,1,2,17,49687
2019,1,2,18,50686
2019,1,2,19,51306
2019,1,2,20,51411
2019,1,2,21,51492
2019,1,2,22,51258
2019,1,2,23,51148
2019,1,2,24,51402
2019,1,3,1,52713
2019,1,3,2,53301
2019,1,3,3,52365
2019,1,3,4,51084
2019,1,3,5,49232
2019,1,3,6,46676
2019,1,3,7,44330
2019,1,3,8,42503
2019,1,3,9,41460
2019,1,3,10,41063
2019,1,3,11,41013
2019,1,3,12,41991
2019,1,3,13,44028
2019,1,3,14,46589
2019,1,3,15,48267
2019,1,3,16,48688
2019,1,3,17,48868
2019,1,3,18,48986
2019,1,3,19,48518
2019,1,3,20,47459
2019,1,3,21,46276
2019,1,3,22,45191
2019,1,3,23,44499
2019,1,3,24,44740
2019,1,4,1,46493
2019,1,4,2,48608
2019,1,4,3,48826
2019,1,4,4,48665
2019,1,4,5,47793
2019,1,4,6,46033
2019,1,4,7,44201
2019,1,4,8,43065
2019,1,4,9,42520
2019,1,4,10,42375
2019,1,4,11,42747
2019,1,4,12,43729
2019,1,4,13,46029
2019,1,4,14,48835
2019,1,4,15,50168
2019,1,4,16,49272
2019,1,4,17,47032
2019,1,4,18,44968
2019,1,4,19,42773
2019,1,4,20,40648
2019,1,4,21,39118
2019,1,4,22,37866
2019,1,4,23,36965
2019,1,4,24,36699
2019,1,5,1,37951
2019,1,5,2,40163
2019,1,5,3,40531
2019,1,5,4,40716
2019,1,5,5,40568
2019,1,5,6,39772
2019,1,5,7,38624
2019,1,5,8,37784
2019,1,5,9,37489
2019,1,5,10,37574
2019,1,5,11,38068
2019,1,5,12,38929
2019,1,5,13,40404
2019,1,5,14,42325
2019,1,5,15,43916
2019,1,5,16,43855
2019,1,5,17,41933
