status,value,system_cost,co2_emissions,main mean demand,main energy weighted price,ev1 mean demand,ev1 energy weighted price,ev2 mean demand,ev2 energy weighted price,price closure,scenario,demand series,demand_ev1 series,demand_ev2 series,lost_load dispatch,main_node_curtailment dispatch,fossgas capacity,fossgas dispatch,solar series,solar capacity,wind series,wind capacity,storage_ev1 capacity,storage_ev1 dispatch,storage_ev1 stored,storage_ev2 capacity,storage_ev2 dispatch,storage_ev2 stored,storage capacity,storage dispatch,storage stored,transfer capacity,transfer dispatch,fossgas curtailment,ev demand,total demand,ev load fraction
optimal,307.9654484533318,0.03505981881299314,4138.49216056277,1,0.0345980385562598,0.022,0.02099004301806548,9.999999999999999e-11,0.03299540512121799,-6.929636378605331e-10,Mike_EV\Ken_Looping_Gas_evLoad0p022_pctEVLoad20p0\Ken_Looping_Gas_evLoad0p022_pctEVLoad20p0_20220721-154139.xlsx,1.0,0.022,9.999999999999999e-11,4.719829038945946e-06,0.0,1.332711011235291,1.021995266626258,0.1201540762750455,0.0,0.2721436232923498,0.0,4.891699999999999,0.022,0.0008590297303717988,2.2235e-08,2.223499999999999e-08,0.0,0.0,0.0,0.0,0.0,2.2135e-08,0.3107157446090328,0.044,1.044,0.042145593869731796
optimal,293.4728483888718,0.03340993264900635,4138.521544932652,1,0.03318396538171686,1e-10,0,0.022,0.03082337832070086,-0.0004521470557659266,Mike_EV\Ken_Looping_Gas_evLoad0p022_pctEVLoad21p0\Ken_Looping_Gas_evLoad0p022_pctEVLoad21p0_20220721-145127.xlsx,1.0,1e-10,0.022,0.0,0.0,1.175174102754067,1.022002523058255,0.1201540762750455,0.0,0.2721436232923498,0.0,2.2235e-08,9.999986248544816e-11,0.0,4.891699999999999,0.03537539099032145,0.2523058255236857,0.0,0.0,0.0,0.1691071594073483,0.01337539099032144,0.1531715796958118,2e-10,1.0000000002,1.9999999996e-10
optimal,297.5294973436757,0.03387175516207602,4227.617019440933,1,0.03318391837375201,0.022,0.02099233455179987,0.022,0.03082345119582974,-0.0004521104981238394,Mike_EV\Ken_Looping_Gas_evLoad0p044_pctEVLoad20p5\Ken_Looping_Gas_evLoad0p044_pctEVLoad20p5_20220721-154400.xlsx,1.0,0.022,0.022,0.0,0.0,1.175174102754067,1.0440045348279,0.1201540762750455,0.0,0.2721436232923498,0.0,4.891699999999999,0.022,0.06776107845057423,4.891699999999999,0.03537539099032139,0.3857217115407045,0.0,0.0,0.0,0.1691071594073481,0.01337539099032139,0.1311695679261674,0.044,1.044,0.042145593869731796
optimal,312.2061189848333,0.03554259095911126,4231.629268911499,1,0.03459803521159912,0.045,0.02099014304836098,1e-10,0.032995422891824,-6.92963644799427e-10,Mike_EV\Ken_Looping_Gas_evLoad0p045_pctEVLoad20p0\Ken_Looping_Gas_evLoad0p045_pctEVLoad20p0_20220721-163352.xlsx,1.0,0.045,1e-10,4.719829038945946e-06,0.0,1.332711011235291,1.044995354626114,0.1201540762750455,0.0,0.2721436232923498,0.0,10.00575,0.045,0.009659015331318212,2.2235e-08,2.223499999999999e-08,0.0,0.0,0.0,0.0,0.0,2.2135e-08,0.2877156566091769,0.09,1.09,0.08256880733944953
optimal,295.980206344422,0.03369537868219741,4231.681023090108,1,0.03265978000398249,1e-10,0,0.045,0.03110248094255766,-0.0003640129642001819,Mike_EV\Ken_Looping_Gas_evLoad0p045_pctEVLoad21p0\Ken_Looping_Gas_evLoad0p045_pctEVLoad21p0_20220721-145408.xlsx,1.0,1e-10,0.045,0.0,0.0,1.155768428105038,1.045008135253337,0.1201540762750455,0.0,0.2721436232923498,0.0,2.2235e-08,9.999986248544816e-11,0.0,10.00575,0.0629755937971522,0.8135253336978276,0.0,0.0,0.0,0.1885128340563769,0.01797559379715221,0.1107602928517015,2e-10,1.0000000002,1.9999999996e-10
optimal,301.7710438041558,0.03435462702688476,4320.773365665755,1,0.03318321313518894,0.045,0.0210006459616212,0.022,0.03082356906411282,-0.0004517336959876175,Mike_EV\Ken_Looping_Gas_evLoad0p067_pctEVLoad20p328358\Ken_Looping_Gas_evLoad0p067_pctEVLoad20p328358_20220721-163613.xlsx,1.0,0.045,0.022,0.0,0.0,1.175174102754067,1.067009373596283,0.1201540762750455,0.0,0.2721436232923498,0.0,10.00575,0.045,0.3010569329199531,4.891699999999999,0.03537539099032139,0.6363026954047059,0.0,0.0,0.0,0.1691071594073481,0.01337539099032139,0.108164729157784,0.09,1.09,0.08256880733944953
optimal,301.2838046213179,0.03429915808530486,4320.786668685942,1,0.03245742039297056,0.022,0.03115084947506123,0.045,0.03115084847507505,-0.0002453691774954303,Mike_EV\Ken_Looping_Gas_evLoad0p067_pctEVLoad20p671642\Ken_Looping_Gas_evLoad0p067_pctEVLoad20p671642_20220721-154621.xlsx,1.0,0.022,0.045,0.0,0.0,1.169715539477686,1.067012658759849,0.1201540762750455,0.0,0.2721436232923498,0.0,4.891699999999999,0.022,0.1543141836123294,10.00575,0.05959177787943153,1.111561801301975,0.0,0.0,0.0,0.1745657226837296,0.01459177787943153,0.1027028807178367,0.044,1.044,0.042145593869731796
optimal,316.8155676838683,0.03606734604779921,4332.865787929142,1,0.03459802766118,0.06999999999999999,0.02099027251833327,9.999999999999998e-11,0.03299544367239535,-6.929636586772148e-10,Mike_EV\Ken_Looping_Gas_evLoad0p07_pctEVLoad20p0\Ken_Looping_Gas_evLoad0p07_pctEVLoad20p0_20220721-172542.xlsx,1.0,0.06999999999999999,9.999999999999998e-11,4.719829038945946e-06,0.0,1.332711011235291,1.069995581576328,0.1201540762750455,0.0,0.2721436232923498,0.0,15.5645,0.06999999999999999,0.0323540367446476,2.2235e-08,2.223499999999999e-08,0.0,0.0,0.0,0.0,0.0,2.2135e-08,0.2627154296589627,0.13999999999999999,1.14,0.12280701754385964
optimal,302.0081855620277,0.03438162403939295,4332.937845252295,1,0.0324574157600236,1e-10,0,0.06999999999999999,0.03115085918480685,-0.0002563518635671294,Mike_EV\Ken_Looping_Gas_evLoad0p07_pctEVLoad21p0\Ken_Looping_Gas_evLoad0p07_pctEVLoad21p0_20220721-145636.xlsx,1.0,1e-10,0.06999999999999999,0.0,0.0,1.171630226390196,1.070013376038739,0.1201540762750455,0.0,0.2721436232923498,0.0,2.2235e-08,9.999986248544816e-11,0.0,15.5645,0.0841591136906921,1.337603873904099,0.0,0.0,0.0,0.1726510357712197,0.01415911369069211,0.1016168503514567,2e-10,1.0000000002,1.9999999996e-10
optimal,307.3203797451557,0.03498638202927547,4422.047905611978,1,0.0324573650562834,0.07,0.0311509150931974,0.022,0.03115091409318725,-0.0003368671935818635,Mike_EV\Ken_Looping_Gas_evLoad0p092_pctEVLoad20p23913\Ken_Looping_Gas_evLoad0p092_pctEVLoad20p23913_20220721-172803.xlsx,1.0,0.07,0.022,0.0,0.0,1.185671263748591,1.092018989765452,0.1201540762750455,0.0,0.2721436232923498,0.0,15.5645,0.07,1.032174793662636,4.891699999999999,0.03320301588718661,0.8668017515884155,0.0,0.0,0.0,0.1586099984128244,0.01120301588718661,0.09365227398313847,0.14,1.1400000000000001,0.12280701754385964
