status,value,system_cost,co2_emissions,main mean demand,main energy weighted price,ev1 mean demand,ev1 energy weighted price,ev2 mean demand,ev2 energy weighted price,price closure,scenario,demand series,demand_ev1 series,demand_ev2 series,ev_load,ev2_pct,lost_load dispatch,main_node_curtailment dispatch,fossgas capacity,fossgas dispatch,solar series,solar capacity,wind series,wind capacity,storage_ev1 capacity,storage_ev1 dispatch,storage_ev1 stored,storage_ev2 capacity,storage_ev2 dispatch,storage_ev2 stored,storage capacity,storage dispatch,storage stored,transfer capacity,transfer dispatch,fossgas curtailment,ev demand,total demand,ev load fraction
optimal,7443.588631,0.847403077,0,1,0.63330528,0.63,0.380626188,0.27,0.618431286,-0.192673148,Mike_EV\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p3\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p3_20220317-214956.xlsx,1,0.63,0.27,9.00E-01,30%,0.00391472,4.917606369,0,0,0.120154076,57.99394736,0.272143623,0,140.0805,0.63,9.823696068,60.0345,0.758483939,11.91421287,0,0,0,1.344281262,0.488483939,0,1.26,2.26,0.557522124
optimal,7672.333753,0.873444189,0,1,0.58438639,0.7,0.419224998,0.3,0.56570774,-0.174112022,Mike_EV\Looping_Sol_Bat_evLoad1_pctEVLoad20p3\Looping_Sol_Bat_evLoad1_pctEVLoad20p3_20220317-222544.xlsx,1,0.7,0.3,1.00E+00,30%,0.002654901,5.138269053,0,0,0.120154076,60.76639783,0.272143623,0,155.645,0.7,11.06119315,66.705,0.789022052,13.18059149,0,0,0,1.344281262,0.489022052,0,1.4,2.4,0.583333333
optimal,7643.058031,0.870111342,0,1,0.898527261,0.07,1.44E-08,0.03,0.790297985,-0.052124859,Mike_EV\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p3\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p3_20220317-110738.xlsx,1,0.07,0.03,1.00E-01,30%,0.019234564,3.106525958,0,0,0.120154076,35.38828727,0.272143623,0,15.5645,0.07,0.758068783,6.6705,0.03492593,0.486535506,23.61876195,0.477245447,5.04319616,0.158289283,0.00492593,0,0.14,1.14,0.122807018
optimal,7241.026459,0.824342721,0,1,0.641066193,0.56,0.382931029,0.24,0.613612117,-0.178431757,Mike_EV\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p3\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p3_20220317-211549.xlsx,1,0.56,0.24,8.00E-01,30%,0.005538833,4.691630468,0,0,0.120154076,55.17398375,0.272143623,0,124.516,0.56,8.690140529,53.364,0.727647306,10.70435788,0,0,0,1.344281262,0.487647306,0,1.12,2.12,0.528301887
optimal,7578.862299,0.862803085,0,1,0.584350736,0.6,0.419236332,0.4,0.565681975,-0.19936224,Mike_EV\Looping_Sol_Bat_evLoad1_pctEVLoad20p4\Looping_Sol_Bat_evLoad1_pctEVLoad20p4_20220317-222847.xlsx,1,0.6,0.4,1.00E+00,40%,0.00159079,5.137081981,0,0,0.120154076,60.76639783,0.272143623,0,133.41,0.6,8.367777633,88.94,0.890086162,16.29943045,0,0,0,1.344281262,0.490086162,0,1.2,2.2,0.545454545
optimal,7559.856507,0.860639402,0,1,0.898527099,0.06,1.44E-08,0.04,0.790302847,-0.069499812,Mike_EV\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p4\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p4_20220317-111041.xlsx,1,0.06,0.04,1.00E-01,40%,0.019487589,3.13412778,0,0,0.120154076,35.61552081,0.272143623,0,13.341,0.06,0.636575959,8.894,0.047012553,0.656014144,21.67754778,0.47475932,4.871809952,0.211211837,0.007012553,0,0.12,1.12,0.107142857
optimal,7228.751684,0.822945319,0,1,0.898257751,0.12,0.03651297,0.08,0.791493129,-0.143013438,Mike_EV\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p4\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p4_20220317-174224.xlsx,1,0.12,0.08,2.00E-01,40%,0.021508645,3.134518862,0,0,0.120154076,36.524455,0.272143623,0,26.682,0.12,1.685515395,17.788,0.132572981,2.185544817,12.64629988,0.426616825,3.904952212,0.451153019,0.052572981,0,0.24,1.24,0.193548387
optimal,6708.087608,0.763671176,0,1,0.796180787,0.24,0.256109341,0.16,0.734527919,-0.21150032,Mike_EV\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p4\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p4_20220317-190952.xlsx,1,0.24,0.16,4.00E-01,40%,0.017462449,3.597872108,0,0,0.120154076,42.26523084,0.272143623,0,53.364,0.24,3.516428389,35.576,0.640299156,7.201996823,0,0,0,1.344281262,0.480299156,0,0.48,1.48,0.324324324
optimal,7119.546933,0.810513084,0,1,0.641037815,0.48,0.382947112,0.32,0.613580919,-0.210685239,Mike_EV\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p4\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p4_20220317-211849.xlsx,1,0.48,0.32,8.00E-01,40%,0.003676591,4.730890942,0,0,0.120154076,55.51787602,0.272143623,0,106.728,0.48,6.542722681,71.152,0.809408929,12.9962576,0,0,0,1.344281262,0.489408929,0,0.96,1.96,0.489795918
optimal,6910.094853,0.786668358,0,1,0.893556097,0.18,0.057464558,0.12,0.799169502,-0.2131317,Mike_EV\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p4\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p4_20220317-181320.xlsx,1,0.18,0.12,3.00E-01,40%,0.021594443,3.2932571,0,0,0.120154076,38.76846457,0.272143623,0,40.023,0.18,2.841297064,26.682,0.437075605,5.361080112,3.891819155,0.160735541,1.061436236,0.875236011,0.317075605,0,0.36,1.36,0.264705882
optimal,6734.381375,0.766664546,0,1,0.750434941,0.3,0.315664158,0.2,0.689587313,-0.216387105,Mike_EV\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p4\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p4_20220317-194527.xlsx,1,0.3,0.2,5.00E-01,40%,0.012733295,3.915170411,0,0,0.120154076,45.87327788,0.272143623,0,66.705,0.3,4.110944355,44.47,0.68355365,8.531863851,0,0,0,1.344281262,0.48355365,0,0.6,1.6,0.375
optimal,6781.285831,0.772004307,0,1,0.688185786,0.36,0.335688362,0.24,0.648236303,-0.192606003,Mike_EV\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p4\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p4_20220317-201814.xlsx,1,0.36,0.24,6.00E-01,40%,0.0081124,4.243468011,0,0,0.120154076,49.57200551,0.272143623,0,80.046,0.36,4.861601288,53.364,0.726831654,9.884654595,0,0,0,1.344281262,0.486831654,0,0.72,1.72,0.418604651
optimal,6933.539244,0.789337346,0,1,0.641176236,0.42,0.382736358,0.28,0.613440712,-0.18435156,Mike_EV\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p4\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p4_20220317-204827.xlsx,1,0.42,0.28,7.00E-01,40%,0.005529178,4.501711819,0,0,0.120154076,52.66920267,0.272143623,0,93.387,0.42,5.763962091,62.258,0.768409857,11.44534367,0,0,0,1.344281262,0.488409857,0,0.84,1.84,0.456521739
optimal,7892.684421,0.898529647,0,1,0.898529654,6.00E-11,0,4.00E-11,0.763260016,-7.35E-09,Mike_EV\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p4\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p4_20220317-154821.xlsx,1,6.00E-11,4.00E-11,1.00E-10,40%,0.018475738,3.134849069,0,0,0.120154076,34.70658635,0.272143623,0,1.33E-08,6.00E-11,0,8.89E-09,8.09E-10,0,29.44240426,0.483380902,4.995437853,0,7.69E-10,0,1.20E-10,1,1.20E-10
optimal,7335.023773,0.83504369,0,1,0.597065015,0.54,0.418399222,0.36,0.564879655,-0.191313581,Mike_EV\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p4\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p4_20220317-215305.xlsx,1,0.54,0.36,9.00E-01,40%,0.002461192,4.934752052,0,0,0.120154076,58.1500721,0.272143623,0,120.069,0.54,7.407879894,80.046,0.849895747,14.59511639,0,0,0,1.344281262,0.489895747,0,1.08,2.08,0.519230769
optimal,7892.684405,0.898529645,0,1,0.898529654,5.00E-11,0,5.00E-11,0.763260016,-9.19E-09,Mike_EV\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p5\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p5_20220317-155108.xlsx,1,5.00E-11,5.00E-11,1.00E-10,50%,0.018475738,3.134849061,0,0,0.120154076,34.70658628,0.272143623,0,1.11E-08,5.00E-11,0,1.11E-08,1.01E-09,0,29.4424042,0.483380902,4.995437855,0,9.62E-10,0,1.00E-10,1,1.00E-10
optimal,7476.658709,0.851167886,0,1,0.898523107,0.05,1.44E-08,0.05,0.790390862,-0.086874765,Mike_EV\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p5\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p5_20220317-111340.xlsx,1,0.05,0.05,1.00E-01,50%,0.019740655,3.161729316,0,0,0.120154076,35.84275436,0.272143623,0,11.1175,0.05,0.516080456,11.1175,0.059348621,0.836251821,19.7363336,0.472026086,4.694839144,0.269373603,0.009348621,0,0.1,1.1,0.090909091
optimal,7062.020005,0.803964026,0,1,0.898257418,0.1,0.036518353,0.1,0.791494231,-0.17709465,Mike_EV\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p5\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p5_20220317-174511.xlsx,1,0.1,0.1,2.00E-01,50%,0.021806922,3.189492773,0,0,0.120154076,36.97892209,0.272143623,0,22.235,0.1,1.255567291,22.235,0.226568965,3.055789133,9.024969915,0.352040557,3.007084391,0.574209095,0.126568965,0,0.2,1.2,0.166666667
optimal,6657.410016,0.757901869,0,1,0.856825236,0.15,0.088614257,0.15,0.7696841,-0.227668121,Mike_EV\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p5\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p5_20220317-181618.xlsx,1,0.15,0.15,3.00E-01,50%,0.021213604,3.339874383,0,0,0.120154076,39.15973932,0.272143623,0,33.3525,0.15,2.216395957,33.3525,0.627990814,6.612790085,0,0,0,1.344281262,0.477990814,0,0.3,1.3,0.230769231
optimal,6583.110835,0.749443401,0,1,0.760221004,0.2,0.255398753,0.2,0.702019203,-0.202261194,Mike_EV\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p5\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p5_20220317-191307.xlsx,1,0.2,0.2,4.00E-01,50%,0.01483302,3.699022108,0,0,0.120154076,43.13102841,0.272143623,0,44.47,0.2,2.520264059,44.47,0.682557045,8.090278358,0,0,0,1.344281262,0.482557045,0,0.4,1.4,0.285714286
optimal,6587.7479,0.7499713,0,1,0.74259298,0.25,0.345854673,0.25,0.694659266,-0.252750164,Mike_EV\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p5\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p5_20220317-194843.xlsx,1,0.25,0.25,5.00E-01,50%,0.00929767,4.063686059,0,0,0.120154076,47.14063514,0.272143623,0,55.5875,0.25,3.042139594,55.5875,0.736506881,9.486376112,0,0,0,1.344281262,0.486506881,0,0.5,1.5,0.333333333
optimal,6658.899924,0.758071485,0,1,0.648577264,0.3,0.466146681,0.3,0.628218604,-0.218815364,Mike_EV\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p5\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p5_20220317-202057.xlsx,1,0.3,0.3,6.00E-01,50%,0.005977644,4.305037809,0,0,0.120154076,50.10402829,0.272143623,0,66.705,0.3,3.69012491,66.705,0.788787606,11.31036575,0,0,0,1.344281262,0.488787606,0,0.6,1.6,0.375
optimal,6827.240137,0.777235899,0,1,0.641150504,0.35,0.382749157,0.35,0.613416248,-0.212572497,Mike_EV\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p5\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p5_20220317-205106.xlsx,1,0.35,0.35,7.00E-01,50%,0.003899665,4.536065017,0,0,0.120154076,52.9701084,0.272143623,0,77.8225,0.35,4.17845456,77.8225,0.839946978,13.17012769,0,0,0,1.344281262,0.489946978,0,0.7,1.7,0.411764706
optimal,7028.013929,0.80009266,0,1,0.597093374,0.4,0.418330957,0.4,0.564795639,-0.190251352,Mike_EV\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p5\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p5_20220317-212157.xlsx,1,0.4,0.4,8.00E-01,50%,0.002462501,4.744375598,0,0,0.120154076,55.64132339,0.272143623,0,88.94,0.4,4.726442156,88.94,0.890587302,15.08511921,0,0,0,1.344281262,0.490587302,0,0.8,1.8,0.444444444
optimal,7250.921921,0.825469253,0,1,0.597034929,0.45,0.418411861,0.45,0.564856039,-0.214036231,Mike_EV\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p5\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p5_20220317-215619.xlsx,1,0.45,0.45,9.00E-01,50%,0.001503748,4.933683868,0,0,0.120154076,58.1500721,0.272143623,0,100.0575,0.45,5.319451136,100.0575,0.940853191,17.07579699,0,0,0,1.344281262,0.490853191,0,0.9,1.9,0.473684211
optimal,7485.42964,0.852166398,0,1,0.584342386,0.5,0.419241572,0.5,0.565674034,-0.224633791,Mike_EV\Looping_Sol_Bat_evLoad1_pctEVLoad20p5\Looping_Sol_Bat_evLoad1_pctEVLoad20p5_20220317-223141.xlsx,1,0.5,0.5,1.00E+00,50%,0.000527122,5.13589465,0,0,0.120154076,60.76639783,0.272143623,0,111.175,0.5,5.996735929,111.175,0.991149831,19.16343182,0,0,0,1.344281262,0.491149831,0,1,2,0.5
optimal,7393.465075,0.841696844,0,1,0.898523078,0.04,1.44E-08,0.06,0.790391622,-0.104249732,Mike_EV\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p6\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p6_20220317-111649.xlsx,1,0.04,0.06,1.00E-01,60%,0.019993769,3.18933062,0,0,0.120154076,36.0699879,0.272143623,0,8.894,0.04,0.397973378,13.341,0.072611791,1.021577011,17.79511943,0.468367722,4.515802417,0.327535368,0.012611791,0,0.08,1.08,0.074074074
optimal,6895.301351,0.784984216,0,1,0.898237435,0.08,0.036521821,0.12,0.791669378,-0.21117529,Mike_EV\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p6\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p6_20220317-174800.xlsx,1,0.08,0.12,2.00E-01,60%,0.022105339,3.244463975,0,0,0.120154076,37.43338918,0.272143623,0,17.788,0.08,0.957526279,26.682,0.375763723,4.456054832,5.403639949,0.222277461,1.584211804,0.7869251,0.255763723,0,0.16,1.16,0.137931034
optimal,6518.519145,0.742090067,0,1,0.760448331,0.12,0.254640066,0.18,0.701690129,-0.175219296,Mike_EV\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p6\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p6_20220317-181927.xlsx,1,0.12,0.18,3.00E-01,60%,0.018742358,3.413899454,0,0,0.120154076,39.79838017,0.272143623,0,26.682,0.12,1.553404117,40.023,0.660148416,7.208435338,0,0,0,1.344281262,0.480148416,0,0.24,1.24,0.193548387
optimal,6466.626025,0.73618238,0,1,0.753274377,0.16,0.283189537,0.24,0.705713426,-0.231773546,Mike_EV\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p6\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p6_20220317-191630.xlsx,1,0.16,0.24,4.00E-01,60%,0.012270301,3.802828982,0,0,0.120154076,44.01832715,0.272143623,0,35.576,0.16,1.830992758,53.364,0.724751693,8.700112055,0,0,0,1.344281262,0.484751693,0,0.32,1.32,0.242424242
optimal,6461.921298,0.735646778,0,1,0.719981283,0.2,0.377589792,0.3,0.679721885,-0.263769029,Mike_EV\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p6\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p6_20220317-195200.xlsx,1,0.2,0.3,5.00E-01,60%,0.006950491,4.139963802,0,0,0.120154076,47.79697116,0.272143623,0,44.47,0.2,2.246388122,66.705,0.788612231,10.51592758,0,0,0,1.344281262,0.488612231,0,0.4,1.4,0.285714286
optimal,6596.327937,0.75094808,0,1,0.648557464,0.24,0.466158033,0.36,0.628201072,-0.235639698,Mike_EV\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p6\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p6_20220317-202338.xlsx,1,0.24,0.36,6.00E-01,60%,0.004473656,4.37163749,0,0,0.120154076,50.67205174,0.272143623,0,53.364,0.24,2.477922279,80.046,0.850100957,12.58873484,0,0,0,1.344281262,0.490100957,0,0.48,1.48,0.324324324
optimal,6750.025623,0.76844554,0,1,0.641016254,0.28,0.473871032,0.42,0.620338643,-0.265796833,Mike_EV\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p6\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p6_20220317-205353.xlsx,1,0.28,0.42,7.00E-01,60%,0.002660788,4.565718156,0,0,0.120154076,53.22830159,0.272143623,0,62.258,0.28,2.783800061,93.387,0.911106577,14.75412394,0,0,0,1.344281262,0.491106577,0,0.56,1.56,0.358974359
optimal,6953.260144,0.791582439,0,1,0.597082899,0.32,0.418338505,0.48,0.564784148,-0.210465173,Mike_EV\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p6\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p6_20220317-212506.xlsx,1,0.32,0.48,8.00E-01,60%,0.001611479,4.743426126,0,0,0.120154076,55.64132339,0.272143623,0,71.152,0.32,3.152200824,106.728,0.971438324,17.00965411,0,0,0,1.344281262,0.491438324,0,0.64,1.64,0.390243902
optimal,7166.917314,0.815905887,0,1,0.596809564,0.36,0.416983145,0.54,0.56558751,-0.236434865,Mike_EV\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p6\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p6_20220317-215928.xlsx,1,0.36,0.54,9.00E-01,60%,0.000547412,4.932616524,0,0,0.120154076,58.1500721,0.272143623,0,80.046,0.36,3.588810729,120.069,1.031809527,19.23369518,0,0,0,1.344281262,0.491809527,0,0.72,1.72,0.418604651
optimal,7439.127277,0.846895182,0,1,0.481317506,0.4,0.477454885,0.6,0.477454883,-0.111877208,Mike_EV\Looping_Sol_Bat_evLoad1_pctEVLoad20p6\Looping_Sol_Bat_evLoad1_pctEVLoad20p6_20220317-223422.xlsx,1,0.4,0.6,1.00E+00,60%,0,5.135306157,0,0,0.120154076,60.76639783,0.272143623,0,88.94,0.4,3.924628165,133.41,1.091676952,21.48767941,0,0,0,1.344281262,0.491676952,0,0.8,1.8,0.444444444
optimal,7892.684388,0.898529643,0,1,0.898529654,4.00E-11,0,6.00E-11,0.763260016,-1.10E-08,Mike_EV\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p6\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p6_20220317-155347.xlsx,1,4.00E-11,6.00E-11,1.00E-10,60%,0.018475738,3.134849052,0,0,0.120154076,34.70658621,0.272143623,0,8.89E-09,4.00E-11,0,1.33E-08,1.21E-09,0,29.44240414,0.483380902,4.995437858,0,1.15E-09,0,8.00E-11,1,8.00E-11
optimal,6694.404917,0.762113492,0,1,0.637962108,0.21,0.44209841,0.49,0.620534521,-0.272751197,Mike_EV\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p7_20220317-205635.xlsx,1,0.21,0.49,7.00E-01,70%,0.002027583,4.5650119,0,0,0.120154076,53.22830159,0.272143623,0,46.6935,0.21,1.676110847,108.9515,0.981739782,16.10437065,0,0,0,1.344281262,0.491739782,0,0.42,1.42,0.295774648
optimal,6890.623747,0.784451702,0,1,0.596972024,0.24,0.390300454,0.56,0.56872229,-0.224676913,Mike_EV\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p7_20220317-212805.xlsx,1,0.24,0.56,8.00E-01,70%,0.000898405,4.742630486,0,0,0.120154076,55.64132339,0.272143623,0,53.364,0.24,1.866688149,124.516,1.052151398,18.59541381,0,0,0,1.344281262,0.492151398,0,0.48,1.48,0.324324324
optimal,7310.271476,0.832225806,0,1,0.898523063,0.03,1.44E-08,0.07,0.790391836,-0.121624686,Mike_EV\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p7_20220317-111959.xlsx,1,0.03,0.07,1.00E-01,70%,0.020246884,3.216931699,0,0,0.120154076,36.29722145,0.272143623,0,6.6705,0.03,0.287888404,15.5645,0.090004295,1.220549017,15.85390525,0.460580822,4.327403838,0.385697134,0.020004295,0,0.06,1.06,0.056603774
optimal,6430.22287,0.732038123,0,1,0.764970814,0.09,0.202304396,0.21,0.716076565,-0.201516166,Mike_EV\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p3_pctEVLoad20p7_20220317-182228.xlsx,1,0.09,0.21,3.00E-01,70%,0.016855325,3.487862555,0,0,0.120154076,40.43111741,0.272143623,0,20.0115,0.09,1.060016817,46.6935,0.691738143,7.628771034,0,0,0,1.344281262,0.481738143,0,0.18,1.18,0.152542373
optimal,6400.835294,0.728692543,0,1,0.65069322,0.15,0.423381976,0.35,0.633753764,-0.207321791,Mike_EV\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p5_pctEVLoad20p7_20220317-195514.xlsx,1,0.15,0.35,5.00E-01,70%,0.005625936,4.192748139,0,0,0.120154076,48.24838625,0.272143623,0,33.3525,0.15,1.469659229,77.8225,0.839774568,11.41167317,0,0,0,1.344281262,0.489774568,0,0.3,1.3,0.230769231
optimal,6538.622456,0.744378695,0,1,0.637973038,0.18,0.442082929,0.42,0.620547592,-0.233799258,Mike_EV\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p7_20220317-202622.xlsx,1,0.18,0.42,6.00E-01,70%,0.00305604,4.435661574,0,0,0.120154076,51.21785406,0.272143623,0,40.023,0.18,1.610333719,93.387,0.911339091,13.5555523,0,0,0,1.344281262,0.491339091,0,0.36,1.36,0.264705882
optimal,7118.832672,0.810431771,0,1,0.495709621,0.27,0.47659437,0.63,0.476594369,-0.114212783,Mike_EV\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p9_pctEVLoad20p7_20220317-220236.xlsx,1,0.27,0.63,9.00E-01,70%,0,4.932005431,0,0,0.120154076,58.1500721,0.272143623,0,60.0345,0.27,2.080205877,140.0805,1.122356939,20.99955766,0,0,0,1.344281262,0.492356939,0,0.54,1.54,0.350649351
optimal,7439.127276,0.846895182,0,1,0.481317506,0.3,0.477454885,0.7,0.477454883,-0.111877208,Mike_EV\Looping_Sol_Bat_evLoad1_pctEVLoad20p7\Looping_Sol_Bat_evLoad1_pctEVLoad20p7_20220317-223706.xlsx,1,0.3,0.7,1.00E+00,70%,0,5.135306157,0,0,0.120154076,60.76639783,0.272143623,0,66.705,0.3,2.151498791,155.645,1.191676952,23.26080878,0,-2.23E-17,0,1.344281262,0.491676952,0,0.6,1.6,0.375
optimal,7892.684372,0.898529642,0,1,0.898529654,3.00E-11,0,7.00E-11,0.763260016,-1.29E-08,Mike_EV\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p7_20220317-155630.xlsx,1,3.00E-11,7.00E-11,1.00E-10,70%,0.018475738,3.134849044,0,0,0.120154076,34.70658614,0.272143623,0,6.67E-09,3.00E-11,0,1.56E-08,1.42E-09,0,29.44240409,0.483380902,4.995437861,0,1.35E-09,0,6.00E-11,1,6.00E-11
optimal,6728.609576,0.766007465,0,1,0.898226681,0.06,0.036540025,0.14,0.791740614,-0.245255303,Mike_EV\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p2_pctEVLoad20p7_20220317-175040.xlsx,1,0.06,0.14,2.00E-01,70%,0.022404058,3.299429534,0,0,0.120154076,37.88785627,0.272143623,0,13.341,0.06,0.687885402,31.129,0.543834961,5.532545636,1.782309982,0.073691387,0.456748684,1.03066679,0.403834961,0,0.12,1.12,0.107142857
optimal,6355.577874,0.723540286,0,1,0.753178768,0.12,0.283423049,0.28,0.705777198,-0.261266863,Mike_EV\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p7\Looping_Sol_Bat_evLoad0p4_pctEVLoad20p7_20220317-191952.xlsx,1,0.12,0.28,4.00E-01,70%,0.009592699,3.921752366,0,0,0.120154076,45.032466,0.272143623,0,26.682,0.12,1.265809914,62.258,0.767023542,9.220597205,0,0,0,1.344281262,0.487023542,0,0.24,1.24,0.193548387
optimal,6648.703113,0.756910646,0,1,0.637959121,0.14,0.442102326,0.56,0.6205313,-0.290440328,Mike_EV\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p7_pctEVLoad20p8_20220317-205916.xlsx,1,0.14,0.56,7.00E-01,80%,0.001507299,4.564431405,0,0,0.120154076,53.22830159,0.272143623,0,31.129,0.14,0.940452609,124.516,1.052260067,17.05611686,0,0,0,1.344281262,0.492260067,0,0.28,1.28,0.21875
optimal,7227.077951,0.822754776,0,1,0.898522966,0.02,1.44E-08,0.08,0.790392897,-0.138999622,Mike_EV\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p1_pctEVLoad20p8_20220317-112307.xlsx,1,0.02,0.08,1.00E-01,80%,0.020499999,3.244532505,0,0,0.120154076,36.524455,0.272143623,0,4.447,0.02,0.175704044,17.788,0.116927758,1.524823691,13.91269108,0.443264371,4.04628971,0.445579306,0.036927758,0,0.04,1.04,0.038461538
optimal,6838.398017,0.77850615,0,1,0.59696633,0.16,0.390305626,0.64,0.568716757,-0.244887806,Mike_EV\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p8_pctEVLoad20p8_20220317-213057.xlsx,1,0.16,0.64,8.00E-01,80%,0.00030385,4.741966986,0,0,0.120154076,55.64132339,0.272143623,0,35.576,0.16,1.075801122,142.304,1.132745953,19.64580976,0,0,0,1.344281262,0.492745953,0,0.32,1.32,0.242424242
optimal,7892.684356,0.89852964,0,1,0.898529654,2.00E-11,0,8.00E-11,0.763260016,-1.47E-08,Mike_EV\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p0_pctEVLoad20p8_20220317-155912.xlsx,1,2.00E-11,8.00E-11,1.00E-10,80%,0.018475738,3.134849036,0,0,0.120154076,34.70658608,0.272143623,0,4.45E-09,2.00E-11,0,1.78E-08,1.62E-09,0,29.44240403,0.483380902,4.995437864,0,1.54E-09,0,4.00E-11,1,4.00E-11
optimal,6499.443164,0.739918393,0,1,0.637970486,0.12,0.442086796,0.48,0.620544321,-0.248963783,Mike_EV\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p8\Looping_Sol_Bat_evLoad0p6_pctEVLoad20p8_20220317-202904.xlsx,1,0.12,0.48,6.00E-01,80%,0.00261001,4.435164124,0,0,0.120154076,51.21785406,0.272143623,0,26.682,0.12,0.88185435,106.728,0.971785122,14.45151551,0,0,0,1.344281262,0.491785122,0,0.24,1.24,0.193548387
