status,value,system_cost,co2_emissions,main mean demand,main energy weighted price,ev1 mean demand,ev1 energy weighted price,ev2 mean demand,ev2 energy weighted price,price closure,scenario,demand series,demand_ev1 series,demand_ev2 series,lost_load dispatch,main_node_curtailment dispatch,fossgas capacity,fossgas dispatch,solar series,solar capacity,wind series,wind capacity,storage_ev1 capacity,storage_ev1 dispatch,storage_ev1 stored,storage_ev2 capacity,storage_ev2 dispatch,storage_ev2 stored,storage capacity,storage dispatch,storage stored,transfer capacity,transfer dispatch,fossgas curtailment,ev demand,total demand,ev load fraction
optimal,793.3415468378151,0.09031666061450537,1226.975472000002,1,0.1447600976246803,0,0,0.01,0.1383244809814828,-0.05582668181998975,Mike_EV\EV2_Gas_Sol_Wnd_evLoad0p01\EV2_Gas_Sol_Wnd_evLoad0p01_20220304-220315.xlsx,1.0,0.0,0.01,0.0,0.1393084304759034,0.9888361474743259,0.3030000000000004,0.1201540762750455,1.740281671262073,0.2721436232923498,2.358554137628259,0.0,0.0,0.0,2.2235,0.0418865031007845,0.442713439305953,0.0,0.0,0.0,0.4222884343478744,0.03188650310078451,0.6858361474743254,0.0,1.0,0.0
optimal,770.4885243624368,0.08771499594290036,1239.123743999998,1,0.1322839221836423,0,0,0.02,0.1305802038343417,-0.04718053031742875,Mike_EV\EV2_Gas_Sol_Wnd_evLoad0p02\EV2_Gas_Sol_Wnd_evLoad0p02_20220304-220650.xlsx,1.0,0.0,0.02,0.0,0.08514939107990745,0.9376440499471497,0.3059999999999996,0.1201540762750455,2.012915418383919,0.2721436232923498,2.076158079253387,0.0,0.0,0.0,4.447,0.06942289478476554,0.9115987883416837,0.0,0.0,0.0,0.5964162158162383,0.04942289478476555,0.6316440499471501,0.0,1.0,0.0
optimal,761.3916668000464,0.08667937918944062,1251.272016,1,0.1262342465308216,0,0,0.03,0.1278966414997605,-0.0433917665863738,Mike_EV\EV2_Gas_Sol_Wnd_evLoad0p03\EV2_Gas_Sol_Wnd_evLoad0p03_20220304-221035.xlsx,1.0,0.0,0.03,0.0,0.06330769608626291,0.8964580811322714,0.3090000000000002,0.1201540762750455,2.085471655934185,0.2721436232923498,1.995823698508722,0.0,0.0,0.0,6.6705,0.08464246272973744,1.457911270698143,0.0,0.0,0.0,0.6799078179023981,0.05464246272973745,0.5874580811322715,0.0,1.0,0.0
optimal,758.1951030326844,0.08631547165672637,1263.420288000003,1,0.1230354801414383,0,0,0.03999999999999999,0.1258019753140601,-0.0417520874972743,Mike_EV\EV2_Gas_Sol_Wnd_evLoad0p04\EV2_Gas_Sol_Wnd_evLoad0p04_20220304-221411.xlsx,1.0,0.0,0.03999999999999999,0.0,0.05198693551716188,0.868257626567658,0.3120000000000007,0.1201540762750455,2.108122555296737,0.2721436232923498,1.974175498186495,0.0,0.0,0.0,8.894,0.09492778614332346,2.189167817115622,0.0,0.0,0.0,0.6999783727790596,0.05492778614332346,0.5562576265676574,0.0,1.0,0.0
optimal,757.8219058906004,0.08627298564328328,1275.568560000001,1,0.1203169855403243,0,0,0.05,0.1226496302956062,-0.04017648141182131,Mike_EV\EV2_Gas_Sol_Wnd_evLoad0p05\EV2_Gas_Sol_Wnd_evLoad0p05_20220304-221757.xlsx,1.0,0.0,0.05,0.0,0.05707810969166104,0.853018796324023,0.3150000000000002,0.1201540762750455,1.913341489149511,0.2721436232923498,2.105500759662183,0.0,0.0,0.0,11.1175,0.09704681843062288,2.996576050992783,0.0,0.0,0.0,0.9524694986711209,0.04704681843062286,0.5380187963240228,0.0,1.0,0.0
optimal,758.7135170191295,0.08637448964243279,1287.716832000005,1,0.119667057930699,0,0,0.06000000000000001,0.122212508708224,-0.04062531881075963,Mike_EV\EV2_Gas_Sol_Wnd_evLoad0p06\EV2_Gas_Sol_Wnd_evLoad0p06_20220304-222121.xlsx,1.0,0.0,0.06000000000000001,0.0,0.05425548340266823,0.8416526663431304,0.3180000000000011,0.1201540762750455,1.863028573026956,0.2721436232923498,2.146143107718344,0.0,0.0,0.0,13.341,0.1045190649224007,3.683327935918192,0.0,0.0,0.0,0.9502772051530815,0.04451906492240069,0.5236526663431292,0.0,1.0,0.0
optimal,759.9700176296293,0.08651753388315452,1299.865103999997,1,0.1187936633203986,0,0,0.06999999999999999,0.1214314122161925,-0.04077632829237755,Mike_EV\EV2_Gas_Sol_Wnd_evLoad0p07\EV2_Gas_Sol_Wnd_evLoad0p07_20220304-222452.xlsx,1.0,0.0,0.06999999999999999,0.0,0.04993143809386461,0.8305699792255076,0.3209999999999991,0.1201540762750455,1.844407836642981,0.2721436232923498,2.16763503540425,0.0,0.0,0.0,15.5645,0.112854485225525,4.531234995002086,0.0,0.0,0.0,0.9716543289292116,0.04285448522552502,0.5095699792255084,0.0,1.0,0.0
optimal,762.2155648407894,0.08677317450373286,1312.013376000002,1,0.1171729472414152,0,0,0.08,0.1211724460762341,-0.04009356842378102,Mike_EV\EV2_Gas_Sol_Wnd_evLoad0p08\EV2_Gas_Sol_Wnd_evLoad0p08_20220304-222814.xlsx,1.0,0.0,0.08,0.0,0.05282556777393769,0.8183466141962364,0.3240000000000005,0.1201540762750455,1.735879670610919,0.2721436232923498,2.254561411028552,0.0,0.0,0.0,17.788,0.1192873540924827,5.203030558580696,0.0,0.0,0.0,1.03104525671416,0.03928735409248268,0.4943466141962359,0.0,1.0,0.0
optimal,764.9116213461666,0.0870801026122685,1324.161648000001,1,0.1167154899643856,0,0,0.09,0.1212045149664124,-0.04054379369909422,Mike_EV\EV2_Gas_Sol_Wnd_evLoad0p09\EV2_Gas_Sol_Wnd_evLoad0p09_20220304-223122.xlsx,1.0,0.0,0.09,0.0,0.055784186523383,0.80603056502269,0.3270000000000003,0.1201540762750455,1.635396270969012,0.2721436232923498,2.338645554208047,0.0,0.0,0.0,20.0115,0.1268831870959171,5.821611995704838,0.0,0.0,0.0,1.02234221155851,0.03688318709591716,0.4790305650226896,0.0,1.0,0.0
optimal,867.3581233953778,0.09874295575994738,1214.827201214822,1,0.1676950453884548,0,0,9.999999999999999e-10,0.1506153974405368,-0.06895208977912287,Mike_EV\EV2_Gas_Sol_Wnd_evLoad0p0\EV2_Gas_Sol_Wnd_evLoad0p0_20220304-215926.xlsx,1.0,0.0,9.999999999999999e-10,2.05233403838969e-05,0.2677452761368549,1.171187182068685,0.3000000002999986,0.1201540762750455,1.180308359448897,0.2721436232923498,3.034815751998082,0.0,0.0,0.0,2.2235e-07,1.380737208172825e-07,0.0,0.0,0.0,0.0,0.0,1.370737208172825e-07,0.8711871817686866,0.0,1.0,0.0
