status,value,system_cost,co2_emissions,main mean demand,main energy weighted price,ev1 mean demand,ev1 energy weighted price,ev2 mean demand,ev2 energy weighted price,price closure,scenario,demand series,demand_ev1 series,demand_ev2 series,lost_load dispatch,main_node_curtailment dispatch,fossgas capacity,fossgas dispatch,solar series,solar capacity,wind series,wind capacity,storage_ev1 capacity,storage_ev1 dispatch,storage_ev1 stored,storage_ev2 capacity,storage_ev2 dispatch,storage_ev2 stored,storage capacity,storage dispatch,storage stored,transfer capacity,transfer dispatch,fossgas curtailment,ev demand,total demand,ev load fraction
optimal,4594.09011604176,0.5230066161249727,0,1,0.5230066159805242,0.01,1.444495729394928e-08,0,0,-1.110223024625157e-15,Mike_EV\EV1_Wnd_Bat_evLoad0p01\EV1_Wnd_Bat_evLoad0p01_20220307-010346.xlsx,1.0,0.01,0.0,0.006553414001047951,3.196845669388998,0.0,0.0,0.1201540762750455,0.0,0.2721436232923498,15.45303239291571,2.2235,0.01,0.02768111299919655,0.0,0.0,0.0,16.92207326302212,0.03628501552962745,0.7995422670286878,0.0,0.0,0.0,0.02,1.02,0.0196078431372549
optimal,4594.090117310605,0.5230066162694222,0,1,0.5230066159805246,0.02,1.44449773125696e-08,0,0,-1.887379141862766e-15,Mike_EV\EV1_Wnd_Bat_evLoad0p02\EV1_Wnd_Bat_evLoad0p02_20220307-010644.xlsx,1.0,0.02,0.0,0.006553414001047953,3.185734055245519,0.0,0.0,0.1201540762750455,0.0,0.2721436232923498,15.45303239291571,4.447,0.02,0.05720656836931808,0.0,0.0,0.0,16.92207326302212,0.03628501552962746,0.8152897247415014,0.0,0.0,0.0,0.04,1.04,0.038461538461538464
optimal,4594.090118579453,0.5230066164138721,0,1,0.5230066159805234,0.03,1.444499787974148e-08,0,0,-1.221245327087672e-15,Mike_EV\EV1_Wnd_Bat_evLoad0p03\EV1_Wnd_Bat_evLoad0p03_20220307-010943.xlsx,1.0,0.03,0.0,0.006553414001047953,3.174622427037396,0.0,0.0,0.1201540762750455,0.0,0.2721436232923498,15.45303239291571,6.6705,0.03,0.08813127473787719,0.0,0.0,0.0,16.92207326302212,0.03628501552962746,0.8309037493980699,0.0,0.0,0.0,0.06,1.06,0.056603773584905655
optimal,4594.090119848303,0.5230066165583224,0,1,0.5230066159805229,0.03999999999999999,1.44450322502991e-08,0,0,-1.77635683940025e-15,Mike_EV\EV1_Wnd_Bat_evLoad0p04\EV1_Wnd_Bat_evLoad0p04_20220307-011239.xlsx,1.0,0.03999999999999999,0.0,0.006553414001047951,3.163510763469088,0.0,0.0,0.1201540762750455,0.0,0.2721436232923498,15.45303239291571,8.894,0.03999999999999999,0.120624312465688,0.0,0.0,0.0,16.92207326302212,0.03628501552962745,0.8481318594901687,0.0,0.0,0.0,0.07999999999999997,1.08,0.07407407407407404
optimal,4594.090121117156,0.5230066167027727,0,1,0.5230066159805216,0.05,1.444505106307871e-08,0,0,-1.443289932012704e-15,Mike_EV\EV1_Wnd_Bat_evLoad0p05\EV1_Wnd_Bat_evLoad0p05_20220307-011542.xlsx,1.0,0.05,0.0,0.006553414001047951,3.152399078607564,0.0,0.0,0.1201540762750455,0.0,0.2721436232923498,15.45303239291571,11.1175,0.05,0.1545052805969059,0.0,0.0,0.0,16.92207326302212,0.03628501552962745,0.865888428504851,0.0,0.0,0.0,0.1,1.1,0.09090909090909091
optimal,4594.09012238601,0.5230066168472234,0,1,0.52300661598052,0.06000000000000001,1.444508339923782e-08,0,0,-1.665334536937735e-15,Mike_EV\EV1_Wnd_Bat_evLoad0p06\EV1_Wnd_Bat_evLoad0p06_20220307-011832.xlsx,1.0,0.06000000000000001,0.0,0.006553414001047951,3.141287372496206,0.0,0.0,0.1201540762750455,0.0,0.2721436232923498,15.45303239291571,13.341,0.06000000000000001,0.1899468976470561,0.0,0.0,0.0,16.92207326302212,0.03628501552962745,0.8839968336268398,0.0,0.0,0.0,0.12000000000000002,1.12,0.10714285714285715
optimal,4594.090123654868,0.5230066169916744,0,1,0.5230066159805182,0.06999999999999999,1.444511408755557e-08,0,0,-1.77635683940025e-15,Mike_EV\EV1_Wnd_Bat_evLoad0p07\EV1_Wnd_Bat_evLoad0p07_20220307-012115.xlsx,1.0,0.06999999999999999,0.0,0.006553414001047951,3.130175641627394,0.0,0.0,0.1201540762750455,0.0,0.2721436232923498,15.45303239291571,15.5645,0.06999999999999999,0.2276922703541012,0.0,0.0,0.0,16.92207326302212,0.03628501552962745,0.9020296540446652,0.0,0.0,0.0,0.13999999999999999,1.14,0.12280701754385964
optimal,4594.090124923728,0.5230066171361256,0,1,0.523006615980517,0.08,1.444513050896322e-08,0,0,-1.887379141862766e-15,Mike_EV\EV1_Wnd_Bat_evLoad0p08\EV1_Wnd_Bat_evLoad0p08_20220307-012353.xlsx,1.0,0.08,0.0,0.006553414001047951,3.119063895075537,0.0,0.0,0.1201540762750455,0.0,0.2721436232923498,15.45303239291571,17.788,0.08,0.2672014738054544,0.0,0.0,0.0,16.92207326302212,0.03628501552962745,0.9197101176357038,0.0,0.0,0.0,0.16,1.16,0.13793103448275865
optimal,4594.090126192589,0.5230066172805771,0,1,0.5230066159805146,0.09,1.44451568514728e-08,0,0,-1.665334536937735e-15,Mike_EV\EV1_Wnd_Bat_evLoad0p09\EV1_Wnd_Bat_evLoad0p09_20220307-012630.xlsx,1.0,0.09,0.0,0.006553414001047951,3.107952132078586,0.0,0.0,0.1201540762750455,0.0,0.2721436232923498,15.45303239291571,20.0115,0.09,0.3079290547909542,0.0,0.0,0.0,16.92207326302212,0.03628501552962745,0.9376522623029838,0.0,0.0,0.0,0.18,1.18,0.15254237288135594
optimal,4594.090114772916,0.5230066159805231,0,1,0.5230066159805236,9.999999999999999e-10,0,0,0,-4.440892098500626e-16,Mike_EV\EV1_Wnd_Bat_evLoad0p0\EV1_Wnd_Bat_evLoad0p0_20220307-010036.xlsx,1.0,9.999999999999999e-10,0.0,0.006553414001047951,3.20795727409906,0.0,0.0,0.1201540762750455,0.0,0.2721436232923498,15.45303239291571,2.2235e-07,9.999999826938644e-10,0.0,0.0,0.0,0.0,16.92207326302212,0.03628501552962745,0.7827994744512783,0.0,0.0,0.0,1.9999999999999997e-09,1.000000002,1.999999996e-09
