Demand data from Toktarova 2020,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
Year,Month,Day,Hour,Demand (MW)
2019,1,22,20,1.050354843563099
2019,1,22,21,1.051144449017126
2019,1,22,22,1.0520023548072372
2019,1,22,23,1.052856555415718
2019,1,22,24,1.0536218316650616
2019,1,23,1,1.054302692270264
2019,1,23,2,1.0549431976442116
2019,1,23,3,1.0555511152761057
2019,1,23,4,1.0560753761564818
2019,1,23,5,1.0565512018312033
2019,1,23,6,1.0569757799334902
2019,1,23,7,1.0573463873780478
2019,1,23,8,1.0576605689240361
2019,1,23,9,1.0579160478935858
2019,1,23,10,1.0581107261717977
2019,1,23,11,1.0582428181289703
2019,1,23,12,1.05831437723926
2019,1,23,13,1.0583308050325142
2019,1,23,14,1.0582961638163042
2019,1,23,15,1.058212462424044
2019,1,23,16,1.0580792098075658
2019,1,23,17,1.057893325755634
2019,1,23,18,1.0576497212235996
2019,1,23,19,1.0573419679445366
2019,1,23,20,1.0569623430699862
2019,1,23,21,1.0563333550076135
2019,1,23,22,1.0553580440646253
2019,1,23,23,1.0542924248994807
2019,1,23,24,1.0533879141741584
2019,1,24,1,1.0526052280352252
2019,1,24,2,1.051784865109589
2019,1,24,3,1.0508840149251553
2019,1,24,4,1.0499547285877244
2019,1,24,5,1.0489758017445903
2019,1,24,6,1.047950314606988
2019,1,24,7,1.0468817045120933
2019,1,24,8,1.045773364156339
2019,1,24,9,1.0446290433620984
2019,1,24,10,1.0434525365924874
2019,1,24,11,1.0422477722328494
2019,1,24,12,1.0410203303760017
2019,1,24,13,1.039777308900008
2019,1,24,14,1.038525091431051
2019,1,24,15,1.0372691241397207
2019,1,24,16,1.0360136925373007
2019,1,24,17,1.034761921475769
2019,1,24,18,1.0335158644292823
2019,1,24,19,1.0322769052608594
2019,1,24,20,1.031046338552034
2019,1,24,21,1.0298696532194527
2019,1,24,22,1.0287863116795202
2019,1,24,23,1.0277320312629803
2019,1,24,24,1.026623423062771
2019,1,25,1,1.0254729418460602
2019,1,25,2,1.024339334830029
2019,1,25,3,1.0232468865786184
2019,1,25,4,1.0221961774214818
2019,1,25,5,1.021187787688272
2019,1,25,6,1.0202244851050264
2019,1,25,7,1.0179138356304736
2019,1,25,8,1.015695904978174
2019,1,25,9,1.0135651576960527
2019,1,25,10,1.0114679356115779
2019,1,25,11,1.009305002354086
2019,1,25,12,1.0069495782147668
2019,1,25,13,1.004276669114511
2019,1,25,14,1.001196591801559
2019,1,25,15,0.9976830528785549
2019,1,25,16,0.9937884605772392
2019,1,25,17,0.9896416034398364
2019,1,25,18,0.9854278298293678
2019,1,25,19,0.9813554334505198
2019,1,25,20,0.9776173962332876
2019,1,25,21,0.9744512515687205
2019,1,25,22,0.9719860558434981
2019,1,25,23,0.9700640933142309
2019,1,25,24,0.9684474288231868
2019,1,26,1,0.9670346832440602
2019,1,26,2,0.9657941170089059
2019,1,26,3,0.9646477873812511
2019,1,26,4,0.9635477502036092
2019,1,26,5,0.9624422668553773
2019,1,26,6,0.96135057749659
2019,1,26,7,0.9617029715181915
2019,1,26,8,0.9620861230114023
2019,1,26,9,0.9624969517649872
2019,1,26,10,0.9629324222084537
2019,1,26,11,0.9633894541305663
2019,1,26,12,0.9638611282162316
2019,1,26,13,0.9643375342206061
2019,1,26,14,0.9648102350433497
2019,1,26,15,0.9652733381064477
2019,1,26,16,0.9657238524801497
2019,1,26,17,0.9661616888829705
2019,1,26,18,0.9665892579150076
2019,1,26,19,0.9670107111653167
2019,1,26,20,0.9674300663007265
2019,1,26,21,0.967694473418784
2019,1,26,22,0.967712017230602
2019,1,26,23,0.967729025353509
2019,1,26,24,0.9679770939597973
2019,1,27,1,0.9684097073957411
2019,1,27,2,0.968863882310331
2019,1,27,3,0.9692827017568304
2019,1,27,4,0.9696251408928458
2019,1,27,5,0.9699465095983829
2019,1,27,6,0.9702460043400759
2019,1,27,7,0.9705231340697569
2019,1,27,8,0.9721294865492746
2019,1,27,9,0.973677672141264
2019,1,27,10,0.9752231792887011
2019,1,27,11,0.9768670299919512
2019,1,27,12,0.978739932345168
2019,1,27,13,0.980972237316565
2019,1,27,14,0.9836583154358697
2019,1,27,15,0.9868275849524144
2019,1,27,16,0.9904290661382203
2019,1,27,17,0.9943337918880926
2019,1,27,18,0.9983547621315356
2019,1,27,19,1.0022810940007967
2019,1,27,20,1.0059172164028125
2019,1,27,21,1.009111707938892
2019,1,27,22,1.011795598661812
2019,1,27,23,1.013995315891156
2019,1,27,24,1.015792016496859
2019,1,28,1,1.0173064983282314
2019,1,28,2,1.0186717907980394
2019,1,28,3,1.0200024420516371
2019,1,28,4,1.021419026734622
2019,1,28,5,1.022890296327217
2019,1,28,6,1.0243966535434474
2019,1,28,7,1.0259021179448273
2019,1,28,8,1.0260297011870032
2019,1,28,9,1.026176479948471
2019,1,28,10,1.0263445523441297
2019,1,28,11,1.0265359718481364
2019,1,28,12,1.0267566756792486
2019,1,28,13,1.0270159491119146
2019,1,28,14,1.02732111322791
2019,1,28,15,1.0276767213829745
2019,1,28,16,1.0280840235178987
2019,1,28,17,1.0285409215177836
2019,1,28,18,1.0290425495416928
2019,1,28,19,1.0295819882745325
2019,1,28,20,1.0301520951974963
2019,1,28,21,1.0308684898337597
2019,1,28,22,1.0318203643869153
2019,1,28,23,1.032807148000736
2019,1,28,24,1.0336155025666294
2019,1,29,1,1.0342767212451147
2019,1,29,2,1.034931243812219
2019,1,29,3,1.0356295143070113
2019,1,29,4,1.0363210440496804
2019,1,29,5,1.037040117130496
2019,1,29,6,1.0377848586382716
2019,1,29,7,1.0385532150988501
2019,1,29,8,1.0393428651936196
2019,1,29,9,1.040151309040998
2019,1,29,10,1.0409758681964327
2019,1,29,11,1.0418137302931438
2019,1,29,12,1.0426626186532624
2019,1,29,13,1.043520881569314
2019,1,29,14,1.044386287004172
2019,1,29,15,1.0452560672317985
2019,1,29,16,1.0461267402742762
2019,1,29,17,1.0469941545425483
2019,1,29,18,1.0478536227586481
2019,1,29,19,1.048700055877927
2019,1,29,20,1.0495276952445969
2019,1,29,21,1.0502070827052952
2019,1,29,22,1.0506508116861313
2019,1,29,23,1.0510578459766005
2019,1,29,24,1.051612105435963
2019,1,30,1,1.0522758239960306
2019,1,30,2,1.0529210166479448
2019,1,30,3,1.053506926393767
2019,1,30,4,1.0540530165972448
2019,1,30,5,1.0545507162358103
2019,1,30,6,1.0549971683019412
2019,1,30,7,1.0553896497103428
2019,1,30,8,1.0557256605794325
2019,1,30,9,1.0560029688720838
2019,1,30,10,1.0562195211141396
2019,1,30,11,1.0563734423944138
2019,1,30,12,1.0564621435498385
2019,1,30,13,1.056482231883981
2019,1,30,14,1.0564311628745164
2019,1,30,15,1.0563072401732287
2019,1,30,16,1.0561099727319498
2019,1,30,17,1.0558399408803325
2019,1,30,18,1.0554987070443658
2019,1,30,19,1.0550886371834043
2019,1,30,20,1.054612275819772
2019,1,30,21,1.05401792897361
2019,1,30,22,1.0532617147950023
2019,1,30,23,1.0524440303139184
2019,1,30,24,1.0516561212081077
2019,1,31,1,1.0508830774695626
2019,1,31,2,1.0500660179588739
2019,1,31,3,1.0491870417382843
2019,1,31,4,1.0482790043943016
2019,1,31,5,1.0473212819038733
2019,1,31,6,1.0463170437597196
2019,1,31,7,1.0452696380175308
2019,1,31,8,1.0441825912959675
2019,1,31,9,1.043059474854433
2019,1,31,10,1.0419042170782704
2019,1,31,11,1.0407207017120805
2019,1,31,12,1.039513035704177
2019,1,31,13,1.0382855492065868
2019,1,31,14,1.0370425277305928
2019,1,31,15,1.0357883014282216
2019,1,31,16,1.0345272004514992
2019,1,31,17,1.0332634656709672
2019,1,31,18,1.0320012486756813
2019,1,31,19,1.0307446117732129
2019,1,31,20,1.0294980636785587
2019,1,31,21,1.0283944552415136
2019,1,31,22,1.0275583787745037
2019,1,31,23,1.0267721660169096
2019,1,31,24,1.0257977032480294
2019,2,1,1,1.0246692745581323
2019,2,1,2,1.02354285470165
2019,2,1,3,1.0224716554436881
2019,2,1,4,1.021443757705989
2019,2,1,5,1.0204581793922165
2019,2,1,6,1.0195176435876656
